Here are the two tables you requested in CSV format:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Central Alabama Bancshares,"Inc."","n/a","2023","n/a","n/a","n/a","n/a"
"Central Alabama Bancshares,"Inc."","n/a","2023","n/a","n/a","n/a","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Central Alabama Bancshares,"Inc."","Physician","Spencer J. Coleman,"Sr. MD"","Director","n/a","2023"
"Central Alabama Bancshares,"Inc."","Retired Banker","Sheila Spiers","Director","n/a","2023"
"Central Alabama Bancshares,"Inc."","Banker","Travis Cosby,"fil"","Chairman/Director","Trico Financial Services LLC","2023"
"Central Alabama Bancshares,"Inc."","Banker","Michael R. Morgan","CEO Director","n/a","2023"
"Central Alabama Bancshares,"Inc."","Mortgage Lender","John R. Williams","Director","Mortgage Corporation of the South","2023"
"Central Alabama Bancshares,"Inc."","Forester","Johnny M. Carothers,"Jr."","Director","Baseline Forest Services,"Inc."","2023"
"Central Alabama Bancshares,"Inc."","Banker","Rana S. Futral","President/CFO/Director","n/a","2023"
"Central Alabama Bancshares,"Inc."","Dentist","Brian Barrett","Director","Brian E. Barrett DMD PC","2023"
"Central Alabama Bancshares,"Inc."","Business owner","David Gray","Director","Gray's Tire","2023"
```
