```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"BBVA Compass Bancshares,"Inc."","Kingdom of Spain","2015","Banco Bilbao Vizcaya Argentaria,"S.A."","Common Stock","222950751","100.00%"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"BBVA Compass Bancshares,"Inc."","Chairman of the Board","Manuel Sanchez Rodriguez","Chairman of the Board","Compass Bank","2015"
"BBVA Compass Bancshares,"Inc."","Vice Chairman of the Board","William Helms","Vice Chairman of the Board","Compass Bank","2015"
"BBVA Compass Bancshares,"Inc."","Director","Raul Santoro de Mattos Almeida","Director","Compass Bank","2015"
"BBVA Compass Bancshares,"Inc."","Director","Charles E. McMahen","Director","Compass Bank","2015"
"BBVA Compass Bancshares,"Inc."","Director","J. Terry Strange","Director","Compass Bank","2015"
"BBVA Compass Bancshares,"Inc."","Director","Eduardo Aguirre,"Jr."","Director","Compass Bank","2015"
"BBVA Compass Bancshares,"Inc."","Director","Fernando Gutierrez Junquera","n/a","BBVA Bancomer (Mexico)","2015"
"BBVA Compass Bancshares,"Inc."","Director","Glen E. Roney","Director","Compass Bank","2015"
"BBVA Compass Bancshares,"Inc."","Director","Max Mario Yzaguirre","Director","Compass Bank","2015"
"BBVA Compass Bancshares,"Inc."","Director","Shelaghmichael Brown","Director","Weingarten Realty","2015"
"BBVA Compass Bancshares,"Inc."","Director","Jose Maria Garcia Meyer-Dohner","Director","Compass Bank","2015"
"BBVA Compass Bancshares,"Inc."","Director","Guillermo F. Trevino","Owner","Strategic Med-Tech","2015"
"BBVA Compass Bancshares,"Inc."","Director","Lee Vardaman","Director","Dallas Capital Bank,"N.A."","2015"
"BBVA Compass Bancshares,"Inc."","Director","Jorge Saenz-Azcunaga Carranza","n/a","Türkiye Garanti Bankasi A.S. Board (Turkey)","2015"
"BBVA Compass Bancshares,"Inc."","Senior Executive Vice President","Javier Hernandez","Senior Executive Vice President","Compass Bank","2015"
"BBVA Compass Bancshares,"Inc."","Senior Executive Vice President","Kirk Pressley","Senior Executive Vice President","Compass Bank","2015"
"BBVA Compass Bancshares,"Inc."","Senior Executive Vice President","B. Shane Clanton","Senior Executive Vice President","Compass Bank","2015"
"BBVA Compass Bancshares,"Inc."","Senior Executive Vice President","Gabriel Sanchez Iniesta","Senior Executive Vice President","Compass Bank","2015"
"BBVA Compass Bancshares,"Inc."","Senior Executive Vice President","Rosilyn Houston","Senior Executive Vice President","Compass Bank","2015"
"BBVA Compass Bancshares,"Inc."","Executive Vice President","Adrian Garrido Herrera","Executive Vice President","Compass Bank","2015"
"BBVA Compass Bancshares,"Inc."","n/a","Banco Bilbao Vizcaya Argentaria,"S.A."","n/a","n/a","2015"
"BBVA Compass Bancshares,"Inc."","Senior Executive Vice President","Rafael Bustillo","Senior Executive Vice President","Compass Bank","2015"
"BBVA Compass Bancshares,"Inc."","n/a","Juan Pablo Jimeno Moreno","n/a","n/a","2015"
"BBVA Compass Bancshares,"Inc."","Senior Executive Vice President","Jose Olalla","Senior Executive Vice President","Compass Bank","2015"
"BBVA Compass Bancshares,"Inc."","n/a","David Powell","n/a","n/a","2015"
```
