"Okay","here are the two CSV tables extracted from the provided FR Y-6 document","adhering to all specified rules:"
```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"1st Jackson Bancshares,"Inc."","Hollywood","2020","Jimmy D. Blevins","n/a","16896","15.05%"
"1st Jackson Bancshares,"Inc."","Stevenson","2020","Shelby Carr","n/a","7576","6.75%"
"1st Jackson Bancshares,"Inc."","Bridgeport","2020","Charles Robert Holder","n/a","11681","10.41%"
"1st Jackson Bancshares,"Inc."","Hoover","2020","Jami McGinty Kennedy","n/a","5781","5.15%"
"1st Jackson Bancshares,"Inc."","Monteagle","2020","Jim Myers","n/a","11891","10.59%"
"1st Jackson Bancshares,"Inc."","Scottsboro","2020","Pam M. Parker","n/a","6887","6.14%"
"1st Jackson Bancshares,"Inc."","Pinson","2020","Dawn Sparks","n/a","6780","6.04%"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"1st Jackson Bancshares,"Inc."","Chairman/President Director","Jimmy D. Blevins","President Director Chairman","n/a","2020"
"1st Jackson Bancshares,"Inc."","Director","Shelby Carr","Director","Carr Farm-100%","2020"
"1st Jackson Bancshares,"Inc."","Director","Billy Duck","Director","n/a","2020"
"1st Jackson Bancshares,"Inc."","Director/ Vice Chairman","Jim Myers","Director/ Vice Chairman","JimStan; Food Star","2020"
"1st Jackson Bancshares,"Inc."","Director/ Secretary","Pam M. Parker","Director/ Secretary","Dawson,"McGinty & Parker-owned by retirement trust"","2020"
"1st Jackson Bancshares,"Inc."","None","J. D. Shrader,"Jr."","Director Emeritus","n/a","2020"
"1st Jackson Bancshares,"Inc."","None","Charles R. Holder","None","n/a","2020"
"1st Jackson Bancshares,"Inc."","None","Jami McGinty Kennedy","None","n/a","2020"
"1st Jackson Bancshares,"Inc."","None","Dawn Sparks","None","n/a","2020"
"1st Jackson Bancshares,"Inc."","None","J. Sherman Barnett","Interim CEO & Exec. Vice President","n/a","2020"
```
