```text
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Fidelity Southern Corporation","Atlanta,"GA"","2018","James B. Miller,"Jr."","Common Stock","3409680","12%","n/a"
"Fidelity Southern Corporation","San Francisco,"CA"","2018","BlackRock,"Inc."","Common Stock","3316850","12%","n/a"
"Fidelity Southern Corporation","Chicago,"IL"","2018","RMB Capital Holdings,"LLC"","Common Stock","1995163","7%","n/a"
"Fidelity Southern Corporation","Austin,"Texas"","2018","Dimensional Funds Advisors,"LP"","Common Stock","1973518","7%","n/a"
"Fidelity Southern Corporation","Malvern,"PA"","2018","The Vanguard Group,"Inc."","Common Stock","1390703","5%","n/a"
"Fidelity Southern Corporation","Boston,"MA"","2018","Wellington Management Co.,"LLP"","Common Stock","2214625","8%","n/a"
"Fidelity Southern Corporation","Chicago,"IL"","2018","The Banc Funds Co.,"LLC"","Common Stock","1552378","5%","n/a"
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Fidelity Bank","Director","David R. Bockel","Director","Military Officers Association of America","2018","(Ret)Military","598534"
"Fidelity Bank","Director","David R. Bockel","Vice Chairman","USO of Georgia","2018","(Ret)Military","598534"
"Fidelity Bank","Director","David R. Bockel","President","Bravo Victor Fund,"Cobb Superior Courts Veteran's Court"","2018","(Ret)Military","598534"
"Fidelity Bank","Director","David R. Bockel","State Chairman","Georgia Committee of Employer Support of the Guard and Reserve","2018","(Ret)Military","598534"
"Fidelity Bank","Director","David R. Bockel","Director","Atlanta Vietnam Veteran's Business Association","2018","(Ret)Military","598534"
"Fidelity Bank","Director","David R. Bockel","Director","Greater Atlanta AUSA","2018","(Ret)Military","598534"
"LionMark Ins. Co.","Vice President","David Buchanan","None","n/a","2018","n/a","598534"
"Fidelity Bank","Director","Rodney D. Bullard","None","n/a","2018","Non-Profit","598534"
"Fidelity Bank","Director","Wm. Millard Choate","Chairman of the Board","Choate Construction Co.","2018","Construction","598534"
"Fidelity Bank","Director","Wm. Millard Choate","Managing Member","Newcastle Properties,"LLC"","2018","Construction","598534"
"Fidelity Bank","Director","Wm. Millard Choate","Managing Member","Newcastle Properties Canton,"LLC"","2018","Construction","598534"
"Fidelity Bank","Director","Wm. Millard Choate","Managing Member","Newcastle Senior Living Marietta,"LLC"","2018","Construction","598534"
"Fidelity Bank","Director","Wm. Millard Choate","Managing Member","JM Investors,"LLC"","2018","Construction","598534"
"Fidelity Bank","Director","Wm. Millard Choate","Member","Beaucatcher Heights,"LLC"","2018","Construction","598534"
"Fidelity Bank","Director","Wm. Millard Choate","Member","Beaucatcher Knoll,"LLC"","2018","Construction","598534"
"Fidelity Bank","Director","Wm. Millard Choate","Member","PP Gaston Mall,"LLC"","2018","Construction","598534"
"Fidelity Bank","Director","Wm. Millard Choate","Managing Member","Newcastle Investment Fund,"LLC"","2018","Construction","598534"
"Fidelity Bank","Director","Wm. Millard Choate","Managing Member","ROI Fund,"INC."","2018","Construction","598534"
"Fidelity Bank","Director","Wm. Millard Choate","Managing Member","Mulberry at Godley Station,"LLC"","2018","Construction","598534"
"Fidelity Bank","Director","Wm. Millard Choate","Managing Member","Newcastle Debt Fund,"LLC"","2018","Construction","598534"
