Here are the two tables extracted from the document as requested:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Atlantic National Corporation","St. Simons Island,"Ga"","2014","John J.Rogers","Common Stock","83375","6.34%"
"Atlantic National Corporation","Brunswick,"Ga."","2014","Robert G.Boone","Common Stock","83246","6.33%"
"Atlantic National Corporation","Charlotte,"N.C."","2014","W.W.Walker,"Jr."","Common Stock","68075","5.17%"
"Atlantic National Corporation","n/a","2014","Benefield,"J.Dewey"","Common Stock","74863","5.69%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Atlantic National Corporation","Director","Barger,"James F."","Director","Coastal CPA's","2014"
"Atlantic National Corporation","Director & Chairman","Benefield,"J.Dewey"","Director & Chairman","Hanover Ventures","2014"
"Atlantic National Corporation","Director","Boone,"Robert G."","Director","Boone/Richardson & Associates,"Inc."","2014"
"Atlantic National Corporation","Director","Gash,"James H."","Director","n/a","2014"
"Atlantic National Corporation","Director","C.H.Leavy,"IV"","Director","The Brunswick News","2014"
"Atlantic National Corporation","Director","Morgan,"T. Gillis","III"","Director","n/a","2014"
"Atlantic National Corporation","Director","Parker,"Patrick B."","Director","J.H.Parker Company,"Inc."","2014"
"Atlantic National Corporation","Director & President","Rogers,"John J."","Director & President","n/a","2014"
"Atlantic National Corporation","Director","Strother,"Gordon T."","Director","J.C. Strother Company","2014"
"Atlantic National Corporation","Director","Torbett,"Lisa Lane"","Director","Lisa Torbett Interiors,"Inc."","2014"
"Atlantic National Corporation","Sr.V.P. CFO","Sams,"Robert B."","Sr.V.P. CFO","n/a","2014"
```
