```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"CapStar Financial Holdings,"Inc"","New York","2023","BlackRock,"Inc."","Common Stock","1688594","8.2%"
"CapStar Financial Holdings,"Inc"","Nashville","2023","Gaylon M. Lawrence,"Jr."","Common Stock","1156675","5.4%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"CapStar Financial Holdings,"Inc"","Director","Toby S. Wilt","Director","TSW Investments","2023"
"CapStar Financial Holdings,"Inc"","Director","James S. Turner,"Jr."","Director","Marketstreet Equities Company","2023"
"CapStar Financial Holdings,"Inc"","Director","L. Earl Bentz","Director","Caymas Boats","2023"
"CapStar Financial Holdings,"Inc"","Director","William T. ("Pete") DeLay","Director","Lynwood Ventures,"LLC."","2023"
"CapStar Financial Holdings,"Inc"","Director","Thomas R. Flynn","Director","Flynn Enterprises,"LLC"","2023"
"CapStar Financial Holdings,"Inc"","Director","William H. Harrison Frist Ir.","Director","naviHealth","2023"
"CapStar Financial Holdings,"Inc"","Director","Louis A. Green,"III"","Director","Green & Little","2023"
"CapStar Financial Holdings,"Inc"","Director","Myra NanDora Jenne","Partner The Jenne Law Firm","The Jenne Law Firm","2023"
"CapStar Financial Holdings,"Inc"","n/a","Christopher G. Tlatz","Chief Banking Officer","n/a","2023"
"CapStar Financial Holdings,"Inc"","Director,"President and Chief Executive Officer"","Timothy K. Schools","Director,"President and Chief Executive Officer"","n/a","2023"
"CapStar Financial Holdings,"Inc"","Director","Stephen B. Smith","Director","Haury & Smith Contractors,"Inc."","2023"
"CapStar Financial Holdings,"Inc"","Director","Sam B. DeVane","Director","n/a","2023"
"CapStar Financial Holdings,"Inc"","Director","Valora S. Gurganious,","Partner","Doctors Management,"LLC"","2023"
"CapStar Financial Holdings,"Inc"","Director","Joelle J. Phillips","President-AT&T Tennessee","n/a","2023"
"CapStar Financial Holdings,"Inc"","n/a","Michael J. Fowler","Chief Financial Officer","n/a","2023"
"CapStar Financial Holdings,"Inc"","n/a","Kevin L. Lambert","Chief Credit Officer","n/a","2023"
"CapStar Financial Holdings,"Inc"","n/a","Kenneth E. Webb","Chief Operations Officer","n/a","2023"
"CapStar Financial Holdings,"Inc"","n/a","Alison Jefferson","Controller and Principal Accounting Officer","n/a","2023"
```
