Here are the two requested CSV tables:
```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"BankUnited,"Inc."","Malvern","2021","The Vanguard Group","n/a","10173384","11.9%"
"BankUnited,"Inc."","Malvern","2021","T. Rowe Price Associates,"Inc."","n/a","9026347","10.5%"
"BankUnited,"Inc."","New York","2021","BlackRock,"Inc."","n/a","12810346","15.0%"
"BankUnited,"Inc."","Boston","2021","State Street","n/a","5115292","6.0%"
"BankUnited,"Inc."","New York","2021","Alliance Bernstein","n/a","4627706","5.0%"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"BankUnited,"Inc."","Chairman,"President & CEO Director"","Rajinder P. Singh","BankUnited,"Ν.Α."","n/a","2021"
"BankUnited,"Inc."","Director","Leslie N. Lunak","Chief Financial Officer","LTL Properties Tampa 1 LLC","2021"
"BankUnited,"Inc."","Chief Financial Officer","Thomas M. Cornish","Director and Treasurer:","Pachuca Enterprises LLC","2021"
"BankUnited,"Inc."","Director","Tere Blanca","Chairman and CEO,"Blanca Commercial Real Estate"","Blanca,"LLC"","2021"
"BankUnited,"Inc."","Director","John N. DiGiacomo","Director","Placid Times Photography,"LLC"","2021"
"BankUnited,"Inc."","Director","Michael Dowling","CEO,"President and Trustee"","Northwell Health","2021"
"BankUnited,"Inc."","Director","Douglas J. Pauls","Director","Essent Group","2021"
"BankUnited,"Inc."","Director","The Honorable A. Gail Prudenti (ret)","Director","n/a","2021"
"BankUnited,"Inc."","Director","William S. Rubenstein,"Esq."","Director","571 Pauls Lane LLC","2021"
"BankUnited,"Inc."","Director","Sanjiv Sobti,"Ph.D."","Director","Janak Services Corp.","2021"
"BankUnited,"Inc."","Director","Lynne Wines","Director","n/a","2021"
"BankUnited,"Inc."","Investor","BlackRock,"Inc."","Asset Manager","Numerous Subsidiaries","2021"
"BankUnited,"Inc."","Investor","T.Rowe Price Associates","Investment Manager","Unknown","2021"
"BankUnited,"Inc."","Investor","The Vanguard Group","Investment Advisor","Unknown","2021"
"BankUnited,"Inc."","Investor","State Street","Asset Manager","Unknown","2021"
```
