```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"American Commerce Bancshares,"Inc."","Northbrook","2021","Bixby Bridge Financial Trust,","Common Stock","4911539","99.98%"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"American Commerce Bancshares,"Inc."","Director & Chairman","David D. Colburn","Director & Chairman","Bixby Bridge Financial Trust u/t/a dated July 19,"2012"","2021"
"American Commerce Bancshares,"Inc."","Director","J. William Richardson","Director","Richardson Family,"LLC"","2021"
"American Commerce Bancshares,"Inc."","Director","Cheryl Routson","Director","TSCG,"Inc."","2021"
"American Commerce Bancshares,"Inc."","Director","John Steele","Director","n/a","2021"
"American Commerce Bancshares,"Inc."","n/a","David A. Tate","Director & CEO","n/a","2021"
"American Commerce Bancshares,"Inc."","Director","Stephen R. Winn","Director","Florida Osteopathic Medical Association","2021"
"American Commerce Bancshares,"Inc."","Director","Raymond Burrell","Director & Marketing Coordinator","n/a","2021"
"American Commerce Bancshares,"Inc."","Director","Larry R. Mathews","Director","n/a","2021"
"American Commerce Bancshares,"Inc."","n/a","Robert D. Koncerak","EVP/COO-CFO","n/a","2021"
"American Commerce Bancshares,"Inc."","n/a","Kevin B. Thrash","EVP/Senior Lender","n/a","2021"
```
