Here are the extracted tables in CSV format as requested:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"COMMERCIAL CAPITAL CORP","DeKalb,"MS"","2023","T.R. Daws","n/a","18245","6.18%","n/a"
"COMMERCIAL CAPITAL CORP","Dekalb,"MS"","2023","Margaret S. Womble","n/a","19324","6.55%","n/a"
"COMMERCIAL CAPITAL CORP","Dekalb,"MS"","2023","James D. Spinks","n/a","20136","6.82%","n/a"
"COMMERCIAL CAPITAL CORP","Ranson Canyon TX","2023","Louie P Spinks","n/a","15680","5.31%","n/a"
"COMMERCIAL CAPITAL CORP","Dekalb,"MS"","2023","William Clay","n/a","18726","6.34%","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"COMMERCIAL CAPITAL CORP","Bank Board Chairman","William Clay","n/a","Clay Feeds","2023","Operator of Clay Feeds","n/a"
"COMMERCIAL CAPITAL CORP","Bank Board Chairman","William Clay","n/a","B&C Farm Co.","2023","Operator of Clay Feeds","n/a"
"COMMERCIAL CAPITAL CORP","Bank Board Chairman","William Clay","n/a","Pine Hill Company","2023","Operator of Clay Feeds","n/a"
"COMMERCIAL CAPITAL CORP","Bank Board Chairman","William Clay","n/a","West Kemper Farm","2023","Operator of Clay Feeds","n/a"
"COMMERCIAL CAPITAL CORP","Bank Board Chairman","William Clay","n/a","Oak Investment Company","2023","Operator of Clay Feeds","n/a"
"COMMERCIAL CAPITAL CORP","Bank Board Chairman","William Clay","n/a","Hunters Ridge Subdivision","2023","Operator of Clay Feeds","n/a"
"COMMERCIAL CAPITAL CORP","Director","William Clay","n/a","East Mississippi Electrical Power Assn","2023","Operator of Clay Feeds","n/a"
"COMMERCIAL CAPITAL CORP","Director","William Clay","n/a","Meridian Stockyard","2023","Operator of Clay Feeds","n/a"
"COMMERCIAL CAPITAL CORP","Director","William Clay","n/a","Ms. High School Activities Assn.","2023","Operator of Clay Feeds","n/a"
"COMMERCIAL CAPITAL CORP","Director","William Clay","n/a","Economics Teacher - EMCC","2023","Operator of Clay Feeds","n/a"
"COMMERCIAL CAPITAL CORP","Bank director","David Sorrels","n/a","Econotax","2023","Retired Insurance Agent","n/a"
"COMMERCIAL CAPITAL CORP","Bank director","David Sorrels","n/a","Sorrels Investment Corp","2023","Retired Insurance Agent","n/a"
"COMMERCIAL CAPITAL CORP","Director Board Member of:","David Sorrels","n/a","East Mississippi Electrical Power Assn","2023","Retired Insurance Agent","n/a"
"COMMERCIAL CAPITAL CORP","n/a","David Sorrels","n/a","Farm Services community member","2023","Retired Insurance Agent","n/a"
"COMMERCIAL CAPITAL CORP","n/a","David Sorrels","n/a","Soil & Water conservation district commissioner","2023","Retired Insurance Agent","n/a"
"COMMERCIAL CAPITAL CORP","n/a","David Sorrels","n/a","North MS Industrial Development Authority","2023","Retired Insurance Agent","n/a"
"COMMERCIAL CAPITAL CORP","n/a","David Sorrels","n/a","East Central Planning & Development District","2023","Retired Insurance Agent","n/a"
"COMMERCIAL CAPITAL CORP","Bank CEO/President & Director","Michael Dudley","n/a","n/a","2023","President & CEO Commercial Bank","n/a"
"COMMERCIAL CAPITAL CORP","Bank director","James D. Spinks","n/a","Choctaw Area Council - Boy Scouts","2023","Attorney","n/a"
"COMMERCIAL CAPITAL CORP","Commissioner","James D. Spinks","n/a","Weems Community Mental Health Center","2023","Attorney","n/a"
"COMMERCIAL CAPITAL CORP","Bank director","William M. Pilgrim","n/a","Hopper Street Rental","2023","Owner of Quick Cash","n/a"
"COMMERCIAL CAPITAL CORP","Bank director","William M. Pilgrim","n/a","West Hills Partnership","2023","Owner of Quick Cash","n/a"
"COMMERCIAL CAPITAL CORP","Bank director","William M. Pilgrim","n/a","Pilgrim's Tax Service","2023","Owner of Quick Cash","n/a"
"COMMERCIAL CAPITAL CORP","Bank director","Dwight Jackson","n/a","USDA Soil Conservationist","2023","Retired Publications Editor / teacher","n/a"
"COMMERCIAL CAPITAL CORP","Bank director","Dwight Jackson","n/a","Neshoba County Gin Board","2023","Retired Publications Editor / teacher","n/a"
"COMMERCIAL CAPITAL CORP","Bank director","Dwight Jackson","n/a","Farm Bureau Board","2023","Retired Publications Editor / teacher","n/a"
"COMMERCIAL CAPITAL CORP","Bank director","Dwight Jackson","n/a","Kemper County Gas District Board","2023","Retired Publications Editor / teacher","n/a"
"COMMERCIAL CAPITAL CORP","Bank director","Dwight Jackson","n/a","Kemper County EDA Advisory Committee","2023","Retired Publications Editor / teacher","n/a"
"COMMERCIAL CAPITAL CORP","Bank EVP/CFO & Director","Wyatt Webb","n/a","n/a","2023","CFO,"Commercial Bank"","n/a"
"COMMERCIAL CAPITAL CORP","Bank director","Robert Sanford","n/a","Benefits Management Group","2023","President & CEO of:","n/a"
"COMMERCIAL CAPITAL CORP","Bank director","Robert Sanford","n/a","Commercial Insurance Agency","2023","President & CEO of:","n/a"
"COMMERCIAL CAPITAL CORP","Bank director","Kent McLain","n/a","McLain Plumbing & Electrical Service","2023","Owner of:","n/a"
```
