```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Synovus Financial Corp.","New York,"New York"","2020","BlackRock,"Inc."","Synovus Common Stock","13175187","8.9%","n/a"
"Synovus Financial Corp.","Malvern,"Pennsylvania"","2020","The Vanguard Group,"Inc."","Synovus Common Stock","12993265","9.2%","n/a"
"Synovus Financial Corp.","Boston,"Massachusetts"","2020","Wellington Management Group LLP","Synovus Common Stock","8929317","6.0%","n/a"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Synovus Financial Corp.","Director","Tim E. Bentsen","Audit Partner and Practice Leader,"Retired"","KPMG LLP","2020","n/a","n/a"
"Synovus Financial Corp.","Director","Tim E. Bentsen","Director","NACD,"Atlanta Chapter"","2020","n/a","n/a"
"Synovus Financial Corp.","Director","Tim E. Bentsen","Director","CatchMark Timber Trust,"Inc."","2020","n/a","n/a"
"Synovus Financial Corp.","Director","Tim E. Bentsen","Director","Georgia Center for Opportunity","2020","n/a","n/a"
"Synovus Financial Corp.","President and Chief Operating Officer","Kevin S. Blair","n/a","n/a","2020","n/a","n/a"
"Synovus Financial Corp.","President and Chief Operating Officer,"Synovus Bank"","Kevin S. Blair","n/a","n/a","2020","n/a","n/a"
"Synovus Financial Corp.","Director","F. Dixon Brooke,"Jr."","President and CEO,"Retired"","EBSCO Industries,"Inc."","2020","n/a","n/a"
"Synovus Financial Corp.","Director","F. Dixon Brooke,"Jr."","Director","McWane,"Inc."","2020","n/a","n/a"
"Synovus Financial Corp.","Director","Stephen T. Butler","CEO and Chairman of the Board,"Retired"","W.C. Bradley Company","2020","n/a","n/a"
"Synovus Financial Corp.","Director","Stephen T. Butler","n/a","Synovus Bank","2020","n/a","n/a"
"Synovus Financial Corp.","Director and Lead Director","Elizabeth W. Camp","President and Chief Executive Officer","D. F. Management,"Inc."","2020","n/a","n/a"
"Synovus Financial Corp.","President and CEO,"Diversified Family","LLC"","Elizabeth W. Camp","Director","Genuine Parts Company","2020","n/a","n/a"
"Synovus Financial Corp.","President and CEO,"Diversified Family","LLC"","Elizabeth W. Camp","Director","Intelligent Systems Corporation","2020","n/a","n/a"
"Synovus Financial Corp.","Director","Pedro Cherry","President & CEO","Atlanta Gas Light & Chattanooga Gas","2020","n/a","n/a"
"Synovus Financial Corp.","Executive Vice President and Chief Credit Officer","Robert W. Derrick","Director","Broadway Asset Management,"Inc."","2020","n/a","n/a"
"Synovus Financial Corp.","Executive Vice President and Chief Financial Officer","Andrew J. Gregory,"Jr."","n/a","n/a","2020","n/a","n/a"
"Synovus Financial Corp.","Executive Vice President and Chief Risk Officer","Mark G. Holladay","Director","Broadway Asset Management,"Inc."","2020","n/a","n/a"
"Synovus Financial Corp.","Chief Accounting Officer","Jill K. Hurley","n/a","n/a","2020","n/a","n/a"
"Synovus Financial Corp.","Director","Diana M. Murphy","Managing Director","Rocksolid Holdings,"LLC"","2020","n/a","n/a"
"Synovus Financial Corp.","Director","Diana M. Murphy","Director","Landstar System,"Inc."","2020","n/a","n/a"
"Synovus Financial Corp.","Director","Harris Pastides","President,"Retired"","University of South Carolina","2020","n/a","n/a"
"Synovus Financial Corp.","Director","Joseph J. Prochaska,"Jr."","Executive Vice President and Chief Accounting Officer,"Retired"","MetLife,"Inc."","2020","n/a","n/a"
"Synovus Financial Corp.","Director","Joseph J. Prochaska,"Jr."","Director","Baird & Warner,"Inc."","2020","n/a","n/a"
"Synovus Financial Corp.","Director","Joseph J. Prochaska,"Jr."","Director","Baji LLC d/b/a Belief Agency","2020","n/a","n/a"
"Synovus Financial Corp.","Director","Joseph J. Prochaska,"Jr."","Director","Page Vault,"Inc."","2020","n/a","n/a"
"Synovus Financial Corp.","Director","Joseph J. Prochaska,"Jr."","Director","Santa Fe Group","2020","n/a","n/a"
"Synovus Financial Corp.","Director","John L. Stallworth","Partner","Genesis II","2020","n/a","n/a"
"Synovus Financial Corp.","Director","John L. Stallworth","Chairman","John Stallworth Foundation","2020","n/a","n/a"
"Synovus Financial Corp.","Chairman of the Board and Chief Executive Officer","Kessel D. Stelling","Director","Georgia Power","2020","n/a","n/a"
"Synovus Financial Corp.","Chairman of the Board and Chief Executive Officer","Kessel D. Stelling","Board Member","Board of Regents,"University System of Georgia"","2020","n/a","n/a"
"Synovus Financial Corp.","Chairman of the Board and Chief Executive Officer","Kessel D. Stelling","Board Member","Georgia Chamber of Commerce","2020","n/a","n/a"
"Synovus Financial Corp.","Prinicipal","Barry L. Storey","n/a","BLS Holdings Group,"LLC"","2020","n/a","n/a"
"Synovus Financial Corp.","Director","Barry L. Storey","Director","Aruna Biomedical,"Inc."","2020","n/a","n/a"
"Synovus Financial Corp.","Director","Barry L. Storey","Trustee","Storey Foundation,"Inc."","2020","n/a","n/a"
```
