Here are the requested CSV tables:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"BankUnited,"Inc."","New York","2016","Neuberger Berman Group LLC","n/a","5761595","5.5%"
"BankUnited,"Inc."","Columbus","2016","Diamond Hill Capital Management","n/a","6255357","6.0%"
"BankUnited,"Inc."","Malvern","2016","The Vanguard Group","n/a","8046972","7.7%"
"BankUnited,"Inc."","Baltimore","2016","T. Rowe Price Associates,"Inc."","n/a","8400205","8.1%"
"BankUnited,"Inc."","New York","2016","Wellington Management Group LLP","n/a","6650499","6.4%"
"BankUnited,"Inc."","New York","2016","BlackRock,"Inc."","n/a","5186907","5.0%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"BANKUNTED,"INC."","President,"CEO and Director"","John A. Kanas","Director,"President & CEO"","BankUnited,"N.A."","2016"
"BANKUNTED,"INC."","Chief Financial Officer","Leslie N. Lunak","Chief Financial Officer","BankUnited,"N.A."","2016"
"BANKUNTED,"INC."","Chief Operating Officer and Director","Rajinder P. Singh","Chief Operating Officer","BankUnited,"N.A."","2016"
"BANKUNTED,"INC."","Director","Tere Blanca","President and CEO","Blanca Commercial Real Estate","2016"
"BANKUNTED,"INC."","Director","Eugene F. DeMark","Director","1-800-Flowers","2016"
"BANKUNTED,"INC."","Director","Michael Dowling","CEO,"President and Trustee"","Northwell Health","2016"
"BANKUNTED,"INC."","Director","Douglas J. Pauls","Director","Essent Group","2016"
"BANKUNTED,"INC."","Director","The Honorable A. Gail Prudenti (ret)","n/a","n/a","2016"
"BANKUNTED,"INC."","Director","Sanjiv Sobti,"Ph.D."","Director","Investee Companies of FIRE Capital Fund","2016"
"BANKUNTED,"INC."","Director","A. Robert Towbin","Executive Vice President,"Stephens","Inc."","Stephens,"Inc."","2016"
"BANKUNTED,"INC."","Director","Lynne Wines","n/a","n/a","2016"
```
