Here are the requested CSV tables:
```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Florida Capital Group,"Inc."","Winter Park,"FL"","2020","William Heavener,"Individually"","Common Stock","8732995","1.42%","n/a"
"Florida Capital Group,"Inc."","Winter Park,"FL"","2020","FCG Investors,"LLLP","William Heavener","General Partner"","Common Stock","323870468","52.49%","n/a"
"Florida Capital Group,"Inc."","Altamonte Springs,"FL"","2020","James T Katsur","Common Stock","74727065","12.11%","n/a"
"Florida Capital Group,"Inc."","Tampa,"FL"","2020","W. Andrew Krusen,"Jr."","Common Stock","43912631","7.12%","n/a"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Florida Capital Group,"Inc."","Director","Charles E. Hughes,"Jr."","n/a","n/a","2020","Retired Banking Executive","n/a"
"Florida Capital Group,"Inc."","Director","Richard R. Dostie","President","Spartan Development Grp Inc.","2020","Real Estate Developer","n/a"
"Florida Capital Group,"Inc."","Director","Richard R. Dostie","Managing Member","RCR Acquisitions LLC","2020","Real Estate Developer","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Officer & Director","Dominion Financial Group,"Inc."","2020","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Officer & Director","Black Diamond Exploration,"Inc."","2020","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Officer & Director","KTI Energy Corp","2020","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Officer & Director","KTI Offshore","2020","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Partner","2909 W.A.K. Corporation","2020","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Managing Member","Krusen Brothers Interests","2020","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Managing Member","Gulf Standard Energy Co.,"LLC"","2020","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Managing Member","Dominion Capital Group,"LLC"","2020","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Managing Member","Dominion Consulting Group,"LLC"","2020","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Member","First Dominion Properties,"LLC"","2020","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Partner","First Dominion Realty,"LLC"","2020","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Partner","Krusen-Thompson Interests,"Ltd."","2020","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Managing Member","Krusen-Vogt & C.","2020","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Managing Member","ARC Energy Partners,"LLC"","2020","Private Investor","n/a"
"Florida Capital Group,"Inc."","Director","P. Bruce Culpepper","n/a","Culpepper Kurland,"PLLC"","2020","Attorney","n/a"
"Florida Capital Group,"Inc."","Director","M.G. Sanchez","n/a","n/a","2020","Retired Banking Executive/Consultant","n/a"
