Here are the two requested CSV tables.
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Brantley Bancorp,"Inc."","Brentwood","2019","Abbie Lou Bryan","Common Stock","2729","17.22%"
"Brantley Bancorp,"Inc."","Brantley","2019","James H. Hollis,"Jr."","Common Stock","2289","14.44%"
"Brantley Bancorp,"Inc."","Brantley","2019","J.H. Hollis,"Sr.GST for James H. Hollis","Jr."","Common Stock","800","5.05%"
"Brantley Bancorp,"Inc."","Brentwood","2019","J.H. Hollis,"Sr. GST for Abbie Lou Bryan"","Common Stock","800","5.05%"
"Brantley Bancorp,"Inc."","Brantley","2019","Hollis Family Trust #1","Common Stock","153",".97%"
"Brantley Bancorp,"Inc."","Brantley","2019","Hollis Family Trust #2","Common Stock","77",".49%"
"Brantley Bancorp,"Inc."","Brentwood","2019","Trust FBO James Bryan","n/a","445","2.81%"
"Brantley Bancorp,"Inc."","Brentwood","2019","Trust FBO Joseph Bryan,"Jr."","n/a","446","2.81%"
"Brantley Bancorp,"Inc."","Mobile","2019","Helen Weed Inge","Common Stock","839","5.29%"
"Brantley Bancorp,"Inc."","Mobile","2019","Marie Camille Inge","Common Stock","41",".26%"
"Brantley Bancorp,"Inc."","Alpharetta","2019","Mary Jane Norris","Common Stock","838","5.28%"
"Brantley Bancorp,"Inc."","Brantley","2019","Margaret S. Hollis","Common Stock","2100","13.25%"
"Brantley Bancorp,"Inc."","Birmingham","2019","Margaret H. Hayslip","Common Stock","1090","7.51%"
"Brantley Bancorp,"Inc."","Birmingham","2019","Margaret Loraine Hayslip","Common Stock","100",".63%"
"Brantley Bancorp,"Inc."","Johns Creek","2019","Elizabeth H. Walker","Common Stock","890","5.61%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Brantley Bancorp,"Inc."","Chairman,"CEO"","James H. Hollis,"Jr."","Director & CEO","Brantley Bank & Trust Co.","2019"
"Brantley Bancorp,"Inc."","Chairman","James H. Hollis,"Jr."","Chairman","Brantley Bancorp,"Inc."","2019"
"Brantley Bancorp,"Inc."","n/a","Stuart R. Mash","Director","Brantley Bank & Trust Co.","2019"
"Brantley Bancorp,"Inc."","n/a","Stuart R. Mash","Director","Brantley Bancorp,"Inc."","2019"
"Brantley Bancorp,"Inc."","n/a","Hinton M. Walden","Director","Brantley Bank & Trust Co.","2019"
"Brantley Bancorp,"Inc."","n/a","Hinton M. Walden","Director","Brantley Bancorp,"Inc."","2019"
"Brantley Bancorp,"Inc."","V.P.","Stuart R. Mash,"Jr."","Vice President & Director","Brantley Bank & Trust Co.","2019"
"Brantley Bancorp,"Inc."","n/a","Stuart R. Mash,"Jr."","Director","Brantley Bancorp,"Inc."","2019"
"Brantley Bancorp,"Inc."","n/a","Mary Jane Norris","Stockholder","Brantley Bancorp,"Inc."","2019"
"Brantley Bancorp,"Inc."","n/a","Helen Weed Inge","Stockholder","Brantley Bancorp,"Inc."","2019"
"Brantley Bancorp,"Inc."","n/a","Margaret S. Hollis","Director","Brantley Bank & Trust Co.","2019"
"Brantley Bancorp,"Inc."","n/a","Margaret S. Hollis","Director","Brantley Bancorp,"Inc."","2019"
"Brantley Bancorp,"Inc."","n/a","Abbie Lou Bryan","Stockholder","Brantley Bancorp,"Inc."","2019"
"Brantley Bancorp,"Inc."","n/a","Abbie Lou Bryan","Retired Instructor","Tennessee State University Retired","2019"
"Brantley Bancorp,"Inc."","n/a","Douglas Turman","Director","Brantley Bank & Trust Co.","2019"
"Brantley Bancorp,"Inc."","n/a","Douglas Turman","Director","Brantley Bancorp,"Inc."","2019"
"Brantley Bancorp,"Inc."","n/a","Travis Colquett","President & Director","Brantley Bank & Trust Co.","2019"
"Brantley Bancorp,"Inc."","n/a","Travis Colquett","Director","Brantley Bancorp,"Inc."","2019"
"Brantley Bancorp,"Inc."","n/a","Stallion Sasser","Director","Brantley Bank & Trust Co.","2019"
"Brantley Bancorp,"Inc."","n/a","Stallion Sasser","Director","Brantley Bancorp,"Inc."","2019"
"Brantley Bancorp,"Inc."","n/a","Margaret H Hayslip","Stockholder","Brantley Bancorp,"Inc."","2019"
"Brantley Bancorp,"Inc."","n/a","Elizabeth H. Walker","Stockholder","Brantley Bancorp,"Inc."","2019"
```
