```csv
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"FB Financial Corporation","Parsons,"TN"","2016","James W. Ayers","Common Stock","17180000","71%","n/a"
```
```csv
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","n/a","450 Tennessee Avenue,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","n/a","AFSO Investors,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","n/a","Advanced Recovery Systems,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","n/a","Ayers Asset Management,"Inc."","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","n/a","Ayers Family Investors I,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","n/a","The Ayers Foundation","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","n/a","Bay Oaks,"LP"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","n/a","Carter-Haston Investment Partners,"LP"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","n/a","Collateral Guaranty Funds I,"LP"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","n/a","Collateral Guaranty Funds III,"LP"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Chairman","Community Care,"Inc."","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Partner","Council Investment Partners","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Partner","Crown Investment Group","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Member/Manager","Eastpark,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Limited Partner","FCA Venture Partners V,"LP"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Member","FirstBoat,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","President/Director","First Life Company,"Ltd."","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Member","Footwear Partners,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Partner","Friends Four Partnership","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Member","Gadwall Hole,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Sole Member","GDSI Holdings,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Member","Global Seas Getaway,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Member/Chief Manager","Grassy Lake Ayers,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Director","Hallmark Jeep,"Inc."","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Partner","Hallmark Volkswagen Ventures","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Member/Manager","Hawker Aviation Services,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Member","Hendersonville Campus,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Partner","Highwoods Properties,"Inc."","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Sole Member","Horn Lake Holdings,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Member/Manager","Huntsville Plaza Investors,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Member/Officer","J and J Filters,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Limited Partner","Legacy at Wakefield/HF,"LP"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Member","Lion's Head Village Investors,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Member","North Main Associates,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Member","Northend Investors,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Member","Northside Health Care Center,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Executive Chairman of the Board/Director","James W. Ayers","Secretary/Manager","Paramount Life,"Ltd."","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director/President/CEO","Christopher T. Holmes","n/a","Spring Creek Tennessee Portfolio Partners,"LLC"","2016","N/A","n/a"
"FB Financial Corporation","Director","Orrin H. Ingram,"II"","Director","Custom Fuel Marketing,"Inc."","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Orrin H. Ingram,"II"","Director/President","Harding Holdings,"Inc."","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Orrin H. Ingram,"II"","n/a","ICG Ventures,"Inc."","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Orrin H. Ingram,"II"","n/a","Ingram Barge Company","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Orrin H. Ingram,"II"","n/a","Ingram Book Group,"Inc."","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Orrin H. Ingram,"II"","n/a","Ingram Content Group,"Inc."","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Orrin H. Ingram,"II"","n/a","Ingram Hosting Holdings,"Inc."","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Orrin H. Ingram,"II"","n/a","Ingram Industries,"Inc."","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Orrin H. Ingram,"II"","n/a","Ingram Library Services,"Inc."","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Orrin H. Ingram,"II"","n/a","Ingram Management Company","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Orrin H. Ingram,"II"","n/a","Ingram Marine Group Division","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Orrin H. Ingram,"II"","n/a","Ingram Periodicals,"Inc."","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Orrin H. Ingram,"II"","n/a","Ingram Publisher Services,"Inc."","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Orrin H. Ingram,"II"","n/a","Ingram United Barge,"LLC"","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Orrin H. Ingram,"II"","n/a","Lightning Source,"Inc."","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Ruth E. Johnson","Trustee","A P Johnson Trust B","2016","Education","n/a"
"FB Financial Corporation","Director","Ruth E. Johnson","Board Member","Athena International","2016","Education","n/a"
"FB Financial Corporation","Director","Ruth E. Johnson","Board Member","The Healing Trust","2016","Education","n/a"
"FB Financial Corporation","Director","Stuart C. McWhorter","Partner","Clayton Associates","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Stuart C. McWhorter","Partner","FCA Venture Partners IV","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Stuart C. McWhorter","Partner","FCA Venture Partners V","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Stuart C. McWhorter","Director","MedEquities Realty Trust","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Stuart C. McWhorter","Director","Pharm MD","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Stuart C. McWhorter","Director","Proxsys RX","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","Stuart C. McWhorter","Director","Staffing as a Mission","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","William Andrews","Director","Harpeth Capital","2016","Entrepreneur","n/a"
"FB Financial Corporation","Director","William Andrews","Director","Buffkin Group","2016","Entrepreneur","n/a"
"FB Financial Corporation","President,"FB Ventures"","Wilburn Evans","Partner","FB One Partners","2016","N/A","n/a"
"FB Financial Corporation","President,"FB Ventures"","Wilburn Evans","Partner","FB Two Partners","2016","N/A","n/a"
"FB Financial Corporation","President,"FB Ventures"","Wilburn Evans","Partner","FB Two,"LLC"","2016","N/A","n/a"
"FB Financial Corporation","President,"FB Ventures"","Wilburn Evans","Partner","PEL Properties","2016","N/A","n/a"
"FB Financial Corporation","President,"FB Ventures"","Wilburn Evans","Partner","Church Street Enterprises","2016","N/A","n/a"
"FB Financial Corporation","President,"FB Ventures"","Wilburn Evans","Partner","Vestco Development,"LLC"","2016","N/A","n/a"
"FB Financial Corporation","CFO/Secretary","James Gordon","none","none","2016","N/A","n/a"
"FB Financial Corporation","Chief Risk Officer","Timothy L. Johnson","none","none","2016","N/A","n/a"
```
