Here are the extracted tables in CSV format:
### SECURITIES HOLDERS CSV
```csv
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Ameris Bancorp","New York","2019","BlackRock,"Inc"","Common Stock","9815924","14.12%"
"Ameris Bancorp","Malvern","2019","The Vanguard Group","Common Stock","6853063","9.86%"
```
### INSIDERS CSV
```csv
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Ameris Bancorp","Director","William I. Bowen,"Jr."","Director of Ameris Bank","Bowen Donaldson Home for Funerals","2019"
"Ameris Bancorp","Director","Rodney D. Bullard","Director of Ameris Bank","Chick-fil-A,"Inc."","2019"
"Ameris Bancorp","Director","Wm. Millard Choate","Director of Ameris Bank","Choate Construction Company","2019"
"Ameris Bancorp","Director","R. Dale Ezzell","Director of Ameris Bank","Wisecards Printing and Mailing","2019"
"Ameris Bancorp","Director","Leo J. Hill","Director of Ameris Bank","Advisor Network Solutions,"LLC"","2019"
"Ameris Bancorp","Director","Daniel B. Jeter","Director of Ameris Bank","Standard Discount Corporation","2019"
"Ameris Bancorp","Director","Robert P. Lynch","Director of Ameris Bank","Lynch Management Company","2019"
"Ameris Bancorp","Director","Elizabeth A. McCague","Director of Ameris Bank","McCague & Company,"LLC"","2019"
"Ameris Bancorp","Executive Chairman","James B. Miller Jr.","Executive Chairman of Ameris Bank","Interface Inc.","2019"
"Ameris Bancorp","Director","Gloria A. O'Neal","Director of Ameris Bank","n/a","2019"
"Ameris Bancorp","Director","William H. Stern","Director of Ameris Bank","Stern & Stern and Associates","2019"
"Ameris Bancorp","Director","Jimmy D. Veal","Director of Ameris Bank","Beachview Tent Rentals,"Inc."","2019"
"Ameris Bancorp","Director and Chief Executive Officer","H. Palmer Procter,"Jr."","Director and Chief Executive Officer of Ameris Bank","Brevard Holdings,"LLC"","2019"
"Ameris Bancorp","Executive Vice President and Banking Group President","Lawton E. Bassett,"III"","Executive Vice President and Ameris Bank President","n/a","2019"
"Ameris Bancorp","Executive Vice President and Chief Innovation Officer","Ross L. Creasy","Executive Vice President and Chief Innovation Officer of Ameris Bank","n/a","2019"
"Ameris Bancorp","Executive Vice President and Chief Credit Officer","Jon S. Edwards","Executive Vice President and Chief Credit Officer of Ameris Bank","n/a","2019"
"Ameris Bancorp","Executive Vice President and Chief Strategy Officer","James A. LaHaise","Executive Vice President and Chief Strategy Officer of Ameris Bank","n/a","2019"
"Ameris Bancorp","Executive Vice President,"Chief Administrative Officer","and Corporate Secretary."","Cindi H. Lewis","Executive Vice President,"Chief Administrative Officer","and Corporate Secretary of Ameris Bank"","n/a","2019"
"Ameris Bancorp","Executive Vice President and Chief Risk Officer","William D. McKendry","Executive Vice President and Chief Risk Officer of Ameris Bank","n/a","2019"
"Ameris Bancorp","Executive Vice President and Chief Operations Officer","Michael T. Pierson","Executive Vice President and Chief Operations Officer of Ameris Bank","n/a","2019"
"Ameris Bancorp","Executive Vice President and General Counsel","Jody L. Spencer","Executive Vice President and General Counsel of Ameris Bank","n/a","2019"
"Ameris Bancorp","Executive Vice President and Chief Financial Officer","Nicole S. Stokes","Executive Vice President and Chief Financial Officer of Ameris Bank","n/a","2019"
```
