```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Florida Capital Group,"Inc."","Winter Park,"FL"","2019","William Heavener,"Individually"","Common Stock","8694951","1.41%","n/a"
"Florida Capital Group,"Inc."","Winter Park,"FL"","2019","William Heavener,"Individually"","Common Stock","323870468","52.49%","n/a"
"Florida Capital Group,"Inc."","Altamonte Springs,"FL"","2019","James T Katsur","Common Stock","74727065","12.11%","n/a"
"Florida Capital Group,"Inc."","Tampa,"FL"","2019","W. Andrew Krusen,"Jr."","Common Stock","43889903","7.11%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Florida Capital Group,"Inc."","Director","Charles E. Hughes,"Jr."","n/a","n/a","2019","Retired Banking Executive","n/a"
"Florida Capital Group,"Inc."","Director","Richard R. Dostie","Managing Member","Spartan Development Grp Inc.","2019","Real Estate Developer","n/a"
"Florida Capital Group,"Inc."","Director","Richard R. Dostie","Member","Spartan Development Grp Inc.","2019","Real Estate Developer","n/a"
"Florida Capital Group,"Inc."","Director","Richard R. Dostie","President","Spartan Development Grp Inc.","2019","Real Estate Developer","n/a"
"Florida Capital Group,"Inc."","Director","Richard R. Dostie","President","Spartan Development Grp Inc.","2019","Real Estate Developer","n/a"
"Florida Capital Group,"Inc."","Director","Richard R. Dostie","Managing Member","Spartan Development Grp Inc.","2019","Real Estate Developer","n/a"
"Florida Capital Group,"Inc."","Director","Richard R. Dostie","Member","Spartan Development Grp Inc.","2019","Real Estate Developer","n/a"
"Florida Capital Group,"Inc."","Manager","Richard R. Dostie","Managing Member","Spartan Development Grp Inc.","2019","Real Estate Developer","n/a"
"Florida Capital Group,"Inc."","Director & CEO","J. Malcolm Jones,"Jr."","President & Owner","JMJ Capital,"LLC"","2019","Private Investor","n/a"
"Florida Capital Group,"Inc."","Director & CEO","J. Malcolm Jones,"Jr."","Partner","JMJ Capital,"LLC"","2019","Private Investor","n/a"
"Florida Capital Group,"Inc."","Director & CEO","J. Malcolm Jones,"Jr."","Partner","JMJ Capital,"LLC"","2019","Private Investor","n/a"
"Florida Capital Group,"Inc."","Director & CEO","J. Malcolm Jones,"Jr."","Partner","JMJ Capital,"LLC"","2019","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Officer & Director","Dominion Financial Group,"Inc."","2019","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Officer & Director","Dominion Financial Group,"Inc."","2019","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Officer & Director","Dominion Financial Group,"Inc."","2019","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Officer & Director","Dominion Financial Group,"Inc."","2019","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Officer & Director","Dominion Financial Group,"Inc."","2019","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Partner","Dominion Financial Group,"Inc."","2019","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Managing Member","Dominion Financial Group,"Inc."","2019","Private Investor","n/a"
"Florida Capital Group,"Inc."","Chairman of the Board","W. Andrew Krusen,"Jr."","Managing Member","Dominion Financial Group,"Inc."","2019","Private Investor","n/a"
