"Okay","here are the two requested CSV tables extracted from the provided document","adhering to all specified constraints:"
```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Amerant Bancorp,"Inc."","Caracas","2023","Capriles Family (4) aggregate","Class A","2671543","8.95%"
"Amerant Bancorp,"Inc."","Caracas","2023","Capriles Family (4) aggregate","Class A","2321054","61.62%"
"Amerant Bancorp,"Inc."","Caracas","2023","Marturet Family (5) aggregate","Class A","2609966","8.75%"
"Amerant Bancorp,"Inc."","Caracas","2023","Marturet Family (5) aggregate","Class A","943855","25.05%"
"Amerant Bancorp,"Inc."","Caracas","2023","Vollmer Family (6) aggregate","Class A","2375251","7.96%"
"Amerant Bancorp,"Inc."","Caracas","2023","Vollmer Family (6) aggregate","Class A","501783","13.32%"
"Amerant Bancorp,"Inc."","Caracas","2023","Maturet Medina Family aggregate (7)","Class A","1697005","5.68%"
"Amerant Bancorp,"Inc."","Caracas","2023","Maturet Medina Family aggregate (7)","Class A","613426","16.28%"
"Amerant Bancorp,"Inc."","Caracas","2023","Diana Medina de Marturet (8)","Class A","1495399","5.01%"
"Amerant Bancorp,"Inc."","Caracas","2023","Diana Medina de Marturet (8)","Class A","479734","12.73%"
"Amerant Bancorp,"Inc."","Caracas","2023","Miguel A. Capriles L. (9)","Class A","910619","3.05%"
"Amerant Bancorp,"Inc."","Caracas","2023","Miguel A. Capriles L. (9)","Class A","819077","21.75%"
"Amerant Bancorp,"Inc."","Caracas","2023","Gustavo J. Vollmer A. (10)","Class A","1194335","4.00%"
"Amerant Bancorp,"Inc."","Caracas","2023","Gustavo J. Vollmer A. (10)","Class A","404911","10.75%"
"Amerant Bancorp,"Inc."","Boston","2023","WELLINGTON MANAGEMENT GROUP LLP (11)","Class A","3113483","10.44%"
"Amerant Bancorp,"Inc."","Radnor","2023","PATRIOT FINANCIAL PARTNERS,"L.P. (12)"","Class A","2084197","6.99%"
"Amerant Bancorp,"Inc."","New York","2023","BLACKROCK,"INC. (13)"","Class A","2056180","6.89%"
```
```text
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Amerant Bancorp,"Inc."","Director","Millar Wilson","Director","Amerant Bank,"Ν.Α"","2023"
"Amerant Bancorp,"Inc."","Director","Millar Wilson","Manager","Santa Rosa LLC","2023"
"Amerant Bancorp,"Inc."","Director","Pamella J. Dana","Lead Independent Director","Amerant Bank,"N.A."","2023"
"Amerant Bancorp,"Inc."","n/a","Alberto Manuel Capriles","Executive Vice President & Chief Risk Officer","Amerant Bank,"N.A."","2023"
"Amerant Bancorp,"Inc."","n/a","Alberto Manuel Capriles","Director","Amerant Investments,"Inc."","2023"
"Amerant Bancorp,"Inc."","n/a","Alberto Manuel Capriles","Director","Elant Bank and Trust Ltd.","2023"
"Amerant Bancorp,"Inc."","n/a","Carlos Iafigliola","Senior Executive Vice President & Chief Operating Officer","Amerant Bank,"N.A."","2023"
"Amerant Bancorp,"Inc."","n/a","Carlos Iafigliola","Chair and Director","Amerant Investments,"Inc."","2023"
"Amerant Bancorp,"Inc."","n/a","Carlos Iafigliola","Director","CB Real Estate Investments,"Inc."","2023"
"Amerant Bancorp,"Inc."","Director","Gustavo A. Marturet Medina","Director","Amerant Bank,"N.A."","2023"
"Amerant Bancorp,"Inc."","Director,"Chairman","President & CEO"","Gerald Paul Plush","Director,"Chairman","President & CEO"","Amerant Bank,"N.A."","2023"
"Amerant Bancorp,"Inc."","Director","John W. Quill","Director","Amerant Bank,"N.A."","2023"
"Amerant Bancorp,"Inc."","Director","Erin Knight","Director","Amerant Bank,"N.A."","2023"
"Amerant Bancorp,"Inc."","Director","John A. Quelch","Director","Amerant Bank,"N.A."","2023"
"Amerant Bancorp,"Inc."","Director","Oscar Suarez","Director","Amerant Bank,"N.A."","2023"
"Amerant Bancorp,"Inc."","Director","Samantha F. Holroyd","Director","Amerant Bank,"N.A."","2023"
"Amerant Bancorp,"Inc."","Director","Howard A. Levine","Director","Amerant Bank,"N.A."","2023"
"Amerant Bancorp,"Inc."","Senior Executive Vice President,"Head of Consumer Banking"","Ashaki Rucker","Senior Executive Vice President Head of Consumer Banking","Amerant Bank,"N.A."","2023"
"Amerant Bancorp,"Inc."","Senior Executive Vice President. Head of Commercial Banking","Juan Esterripa","Senior Executive Vice President,"Head of Commercial Banking"","Amerant Bank,"N.A."","2023"
"Amerant Bancorp,"Inc."","Senior Executive Vice President & Chief People Officer","Mariola Sanchez","Senior Executive Vice President & Chief People Officer,"Amerant Bank","N.A"","n/a","2023"
"Amerant Bancorp,"Inc."","Executive Vice President & Chief Financial Officer","Sharymar Calderon","Executive Vice President & Chief Financial Officer,"Amerant Bank","N.A."","n/a","2023"
```
