Here are the two tables extracted from the document as requested:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"BankSouth Holding Company","Greensboro","2018","Marguerite McInteer","n/a","3959","23.60%"
"BankSouth Holding Company","Greensboro","2018","Harold Reynolds","n/a","5423","32.34%"
"BankSouth Holding Company","Greensboro","2018","James Reynolds IV","n/a","2669","15.92%"
"BankSouth Holding Company","Greensboro","2018","Frances Strickland","n/a","2978","17.76%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"BankSouth Holding Company","Chairman","Marguerite McInteer","Partner","Jackson Quarter","2018"
"BankSouth Holding Company","Chairman","Marguerite McInteer","Partner","Ward Place","2018"
"BankSouth Holding Company","Chairman","Marguerite McInteer","Partner","Timber Ridge","2018"
"BankSouth Holding Company","Director","Harold Reynolds","Chairman","44 Holdings","2018"
"BankSouth Holding Company","Director","Harold Reynolds","Chair","BankSouth Land","2018"
"BankSouth Holding Company","Director","Harold Reynolds","Chair & Treas.","44 Assurance","2018"
"BankSouth Holding Company","n/a","James Reynolds IV","Managing Partner","Avenir Growth Mgt.,"LLC"","2018"
"BankSouth Holding Company","Director & Secretary","Frances Strickland","Partner","Jackson Quarter","2018"
"BankSouth Holding Company","Director & Secretary","Frances Strickland","Partner","Ward Place","2018"
"BankSouth Holding Company","Director & Secretary","Frances Strickland","Partner","Timber Ridge","2018"
"BankSouth Holding Company","n/a","James Reynolds III","Director and VP","Road to Nowhere,"LLC"","2018"
"BankSouth Holding Company","n/a","James Reynolds III","Director and VP","Cedar Ridge Properties,"LLC"","2018"
"BankSouth Holding Company","n/a","James Reynolds III","Director and VP","Flatrock Management,"LLC-Managing Member"","2018"
"BankSouth Holding Company","n/a","James Reynolds III","Director and VP","H & R Development,"Inc.-President"","2018"
"BankSouth Holding Company","n/a","James Reynolds III","Director and VP","Ironwood Family Holdings,"LLC-Managing Member"","2018"
"BankSouth Holding Company","n/a","James Reynolds III","Director and VP","Flatrock,"LLC"","2018"
"BankSouth Holding Company","n/a","James Reynolds III","Director and VP","Long Shoals,"LLC"","2018"
"BankSouth Holding Company","n/a","James Reynolds III","Director and VP","Broadlands Drive,"LLC"","2018"
"BankSouth Holding Company","n/a","James Reynolds III","Director and VP","Lake Oconee Land and Home,"LLC-Managing Member"","2018"
```
