Here are the requested CSV tables:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"BOJ BANCSHARES,"INC."","Jackson","2015","ROBERT A. CONNELL","Common Stock","4834","15.02%"
"BOJ BANCSHARES,"INC."","Jackson","2015","THE HIGHLANDS BANK SAVINGS AND RETIREMENT PLAN","n/a","6069.65","18.85%"
"BOJ BANCSHARES,"INC."","Jackson","2015","GAYLE GILLUM MACDIARMID","n/a","4714","14.64%"
"BOJ BANCSHARES,"INC."","Jackson","2015","M. LEROY HARVEY,"JR."","n/a","4415","13.71%"
"BOJ BANCSHARES,"INC."","Jackson","2015","MICHAEL L. CREED","Common Stock","2318.14","7.20%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"BOJ BANCSHARES,"INC."","Director/Chairman","M. Leroy Harvey,"Jr."","Director/Chairman-The Highlands Bank","#1 Highland South LLC","2015"
"BOJ BANCSHARES,"INC."","Director","Robert A. Connell","Director/Atty.-The Highlands Bank","Robert A. Connell,"Atty at Law"","2015"
"BOJ BANCSHARES,"INC."","Director","Charlie L. Massey","Director-The Highlands Bank","Massey & Mizell Contractors,"Inc."","2015"
"BOJ BANCSHARES,"INC."","Director","Henry I. Rogillio","Director-The Highlands Bank","n/a","2015"
"BOJ BANCSHARES,"INC."","Director","Scott Harrington","Director-The Highlands Bank","Harrington Office LLC","2015"
"BOJ BANCSHARES,"INC."","Pres/CEO/Director","Michael L. Creed","Pres/CEO/Director-The Highlands Bank","Creed Family Properties,"LLC"","2015"
"BOJ BANCSHARES,"INC."","Director","Shelton Watts","Director-The Highlands Bank","AAS Company","2015"
"BOJ BANCSHARES,"INC."","Director","M. Kevin Tomb","Director-The Highlands Bank","R.C. McDonald Co. Inc.","2015"
"BOJ BANCSHARES,"INC."","CFO","Heather Spillman","Sr. VP/CFO-The Highlands Bank","n/a","2015"
"BOJ BANCSHARES,"INC."","None","Ricky Sparks","Executive Banking Officer-The Highlands","n/a","2015"
"BOJ BANCSHARES,"INC."","None","Gayle Gillum Macdiarmid","None","n/a","2015"
"BOJ BANCSHARES,"INC."","n/a","The Highlands Bank Savings","n/a","n/a","2015"
```
