Here are the two extracted tables in CSV format as requested:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Business First Bancshares,"Inc."","Arlington","2017","EJF Sidecar Fund Series,"LLC"","Common Stock","565000","5.522%"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Business First Bancshares,"Inc."","Director","Lloyd Alford","Director","Business First Bank","2017"
"Business First Bancshares,"Inc."","Director","John Graves","Director","Business First Bank","2017"
"Business First Bancshares,"Inc."","Director (Chairman)","Robert Greer","Director","Business First Bank","2017"
"Business First Bancshares,"Inc."","Director","David L. Laxton,"III"","Director","Business First Bank","2017"
"Business First Bancshares,"Inc."","Director","Rolfe H. McCollister,"Jr"","Director","Business First Bank","2017"
"Business First Bancshares,"Inc."","Director","Andrew D. McLindon","President - Mainspring Companies,"LLC"","Business First Bank","2017"
"Business First Bancshares,"Inc."","President,"CEO and Director"","David Melville,"III"","President,"CEO and Director"","Business First Bank","2017"
"Business First Bancshares,"Inc."","Director","Patrick E. Mockler","Director","Business First Bank","2017"
"Business First Bancshares,"Inc."","Director","David Montgomery","VP/Partner - Montgomery Agency,"Inc."","Business First Bank","2017"
"Business First Bancshares,"Inc."","Director","Arthur Price","President / Owner/Manager - KIT Exploration,"Inc."","Business First Bank","2017"
"Business First Bancshares,"Inc."","n/a","Gregory Robertson","EVP,"Chief Financial Officer"","Business First Bank","2017"
"Business First Bancshares,"Inc."","Secretary","Heather Roemer","SVP,"Director of Human Resources and Talent Development"","Business First Bank","2017"
"Business First Bancshares,"Inc."","Director","Fayez K. Shamieh,"MD"","Director","Business First Bank","2017"
"Business First Bancshares,"Inc."","Director","Stewart Slack","Director","Business First Bank","2017"
"Business First Bancshares,"Inc."","Director","Kenneth Smith","Director","Business First Bank","2017"
"Business First Bancshares,"Inc."","Director","Thomas Everett Stewart","Director","Business First Bank","2017"
"Business First Bancshares,"Inc."","Director","Steve White","Director","Business First Bank","2017"
"Business First Bancshares,"Inc."","Director","Robert Yarborough","Director","Business First Bank","2017"
```
