```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"FIRST US BANK","n/a","2016","n/a","n/a","n/a","n/a","259330"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"FIRST US BANK","Chairman/Director","Andrew C. Bearden,"Jr."","n/a","BEACO Consulting LLC","2016","Management Consultant of BEACO Consulting LLC and CPA","n/a"
"FIRST US BANK","Director","Linda H. Breedlove","n/a","The South Alabamian,"Inc."","2016","Retired (Breedlove Office Supplies)","n/a"
"FIRST US BANK","V Chair,"Director of ALC"","Linda H. Breedlove","n/a","The South Alabamian,"Inc."","2016","Retired (Breedlove Office Supplies)","n/a"
"FIRST US BANK","Pres,"Director of FUSB Reinsurance"","Linda H. Breedlove","n/a","The South Alabamian,"Inc."","2016","Retired (Breedlove Office Supplies)","n/a"
"FIRST US BANK","Director","Robert Stephen Briggs","President & CEO","Longevity Quest,"Inc."","2016","President,"CEO - Longevity Quest","Inc."","n/a"
"FIRST US BANK","Director,"ALC"","Robert Stephen Briggs","President & CEO","Longevity Quest,"Inc."","2016","President,"CEO - Longevity Quest","Inc."","n/a"
"FIRST US BANK","Chair,"Director","FUSB Reinsurance"","Robert Stephen Briggs","President & CEO","Longevity Quest,"Inc."","2016","President,"CEO - Longevity Quest","Inc."","n/a"
"FIRST US BANK","Director","Robert Stephen Briggs","President & CEO","Petra Life Services,"Inc."","2016","President,"CEO - Longevity Quest","Inc."","n/a"
"FIRST US BANK","Director,"ALC"","Robert Stephen Briggs","President & CEO","Petra Life Services,"Inc."","2016","President,"CEO - Longevity Quest","Inc."","n/a"
"FIRST US BANK","Chair,"Director","FUSB Reinsurance"","Robert Stephen Briggs","President & CEO","Petra Life Services,"Inc."","2016","President,"CEO - Longevity Quest","Inc."","n/a"
"FIRST US BANK","Director","Robert Stephen Briggs","n/a","American United Mutual Insurance Holding Company","2016","President,"CEO - Longevity Quest","Inc."","n/a"
"FIRST US BANK","Director,"ALC"","Robert Stephen Briggs","n/a","American United Mutual Insurance Holding Company","2016","President,"CEO - Longevity Quest","Inc."","n/a"
"FIRST US BANK","Chair,"Director","FUSB Reinsurance"","Robert Stephen Briggs","n/a","American United Mutual Insurance Holding Company","2016","President,"CEO - Longevity Quest","Inc."","n/a"
"FIRST US BANK","Director","Sheri S. Cook","Senior VP,"Human Resources"","Altec,"Inc."","2016","Senior VP,"Human Resources - Altec","Inc."","n/a"
"FIRST US BANK","Director","Sheri S. Cook","Partner","Kinetic Properties,"LLC"","2016","Senior VP,"Human Resources - Altec","Inc."","n/a"
"FIRST US BANK","Director","Gerald P. Corgill","n/a","Dozier Hardware Co.,"Inc."","2016","President-Dozier Hardware Co.,"Inc."","n/a"
"FIRST US BANK","Director,"ALC"","Gerald P. Corgill","n/a","Dozier Hardware Co.,"Inc."","2016","President-Dozier Hardware Co.,"Inc."","n/a"
"FIRST US BANK","Vice Chairman/Director","John C. Gordon","n/a","Forest Services,"Inc."","2016","Investment/Land Management","n/a"
"FIRST US BANK","Vice Chairman/Director","John C. Gordon","n/a","SS & J Land Co.,"Inc."","2016","Investment/Land Management","n/a"
"FIRST US BANK","Director","William G. Harrison","n/a","n/a","2016","Retired","n/a"
"FIRST US BANK","Director,"ALC"","William G. Harrison","n/a","n/a","2016","Retired","n/a"
"FIRST US BANK","V Chair,"Director","FUSB Reinsurance"","William G. Harrison","n/a","n/a","2016","Retired","n/a"
"FIRST US BANK","President,"CEO and Director"","James F. House","n/a","n/a","2016","President and Chief Executive Officer of First US Bancshares,"Inc. and First US Bank"","n/a"
"FIRST US BANK","Director,"ALC"","James F. House","n/a","n/a","2016","President and Chief Executive Officer of First US Bancshares,"Inc. and First US Bank"","n/a"
"FIRST US BANK","Director","John Lee McPhearson","n/a","McPhearson Land & Timber Co.,"LLC"","2016","Attorney at Law","n/a"
"FIRST US BANK","Director","John Lee McPhearson","n/a","MJM Development,"LLC"","2016","Attorney at Law","n/a"
"FIRST US BANK","Director","Jack W. Meigs","n/a","n/a","2016","Retired Presiding Judge 4th Judicial Circuit,"Alabama"","n/a"
"FIRST US BANK","Director/Treasurer of FUSB Reinsurance","Jack W. Meigs","n/a","n/a","2016","Retired Presiding Judge 4th Judicial Circuit,"Alabama"","n/a"
"FIRST US BANK","Director","Aubrey S. Miller","n/a","YMCA of Greater Birmingham","2016","EVP-YMCA of Greater Birmingham","n/a"
"FIRST US BANK","Director","Aubrey S. Miller","n/a","Shelby Co. AL Board of Education","2016","EVP-YMCA of Greater Birmingham","n/a"
"FIRST US BANK","Director","Aubrey S. Miller","n/a","YMCA of Greater Birmingham","2016","EVP-YMCA of Greater Birmingham","n/a"
"FIRST US BANK","Director","Aubrey S. Miller","n/a","Shelby Co. AL Board of Education","2016","EVP-YMCA of Greater Birmingham","n/a"
"FIRST US BANK","Director","Donna D. Smith","n/a","McKinney Communications Company","2016","Retired","n/a"
"FIRST US BANK","Director","A. J. Strickland,"III"","n/a","n/a","2016","Professor of Strategic Management in the Graduate School of Business at the University of Alabama","n/a"
"FIRST US BANK","Director","Howard M. Whitted","n/a","n/a","2016","Retired (Weyerhaeuser) Forester Consultant","n/a"
"FIRST US BANK","Director","Howard M. Whitted","n/a","Whitted Motor Co.,"Inc."","2016","Retired (Weyerhaeuser) Forester Consultant","n/a"
"FIRST US BANK","Director,"ALC"","Howard M. Whitted","n/a","Whitted Motor Co.,"Inc."","2016","Retired (Weyerhaeuser) Forester Consultant","n/a"
"FIRST US BANK","Director","Bruce N. Wilson","n/a","n/a","2016","Attorney/Senior Partner-Wilson & Drinkard","n/a"
"FIRST US BANK","Director,"ALC"","Bruce N. Wilson","n/a","n/a","2016","Attorney/Senior Partner-Wilson & Drinkard","n/a"
```
