"Here are the two requested CSV tables","based on the provided guidelines:"
```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"ATKINSON COUNTY BANKSHARES CORPORATION","Willacoochee","2020","Charlie W. Bray,"III"","Common Stock","7200","100%"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"ATKINSON COUNTY BANKSHARES CORPORATION","PRESIDENT & DIRECTOR","CHARLIE W. BRAY,"III"","PRESIDENT,"CHIEF EXECUTIVE OFFICER"","CBRAY REALTY,"LLC"","2020"
"ATKINSON COUNTY BANKSHARES CORPORATION","DIRECTOR","CELESTE L. BRAY","LOAN CLERK & DIRECTOR","THE PEOPLES BANK","2020"
"ATKINSON COUNTY BANKSHARES CORPORATION","DIRECTOR","CELESTE L. BRAY","MEMBER & MANAGER","CBRAY REALTY,"LLC"","2020"
"ATKINSON COUNTY BANKSHARES CORPORATION","SECRETARY-TREASURER","CURTIS J. CROSBY,"JR."","VICE CHAIRMAN","THE PEOPLES BANK","2020"
"ATKINSON COUNTY BANKSHARES CORPORATION","SECRETARY-TREASURER","CURTIS J. CROSBY,"JR."","GENERAL PARTNER","PINENEEDLE,"LLC"","2020"
"ATKINSON COUNTY BANKSHARES CORPORATION","SECRETARY-TREASURER","CURTIS J. CROSBY,"JR."","OWNER & PRESIDENT","SPRINGHEAD PROPERTIES,"LLC"","2020"
"ATKINSON COUNTY BANKSHARES CORPORATION","SECRETARY-TREASURER","CURTIS J. CROSBY,"JR."","OWNER & PRESIDENT","PINENEEDLE AVIATION,"INC."","2020"
"ATKINSON COUNTY BANKSHARES CORPORATION","SECRETARY-TREASURER","CURTIS J. CROSBY,"JR."","OWNER & PRESIDENT","PINENEEDLE FARMS,"LLC"","2020"
"ATKINSON COUNTY BANKSHARES CORPORATION","SECRETARY-TREASURER","CURTIS J. CROSBY,"JR."","PRESIDENT","CROSBY EQUIPMENT,"INC."","2020"
"ATKINSON COUNTY BANKSHARES CORPORATION","SECRETARY-TREASURER","CURTIS J. CROSBY,"JR."","PRESIDENT","SPRINGHEAD EQUIPMENT,"LLC"","2020"
"ATKINSON COUNTY BANKSHARES CORPORATION","DIRECTOR","CYNTHIA S. MATHEWS","BRANCH MANAGER","THE PEOPLES BANK","2020"
"ATKINSON COUNTY BANKSHARES CORPORATION","DIRECTOR","CYNTHIA S. MATHEWS","SECRETARY/TREASUREF","ECJ TREE SERVICE INC","2020"
"ATKINSON COUNTY BANKSHARES CORPORATION","DIRECTOR","MICHAEL K. PAULK","IT OFFICER","THE PEOPLES BANK","2020"
"ATKINSON COUNTY BANKSHARES CORPORATION","DIRECTOR","TRACY J. TAYLOR","CUSTOMER SERVICE","THE PEOPLES BANK","2020"
"ATKINSON COUNTY BANKSHARES CORPORATION","DIRECTOR","SANDRA H. URSREY","LOAN CLERK","THE PEOPLES BANK","2020"
"ATKINSON COUNTY BANKSHARES CORPORATION","DIRECTOR","JONATHAN D. GUTHRIE","LOAN CLERK","THE PEOPLES BANK","2020"
```
