Here are the two requested CSV tables:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"American Commerce Bancshares,"Inc."","Northbrook","2019","Bixby Bridge Financial Trust","Common Stock","4911539","99.98%"
"American Commerce Bancshares,"Inc."","n/a","2019","N/A","n/a","n/a","N/A"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"American Commerce Bancshares,"Inc."","Director & Chairman","David D. Colburn","Director & Chairman","Bixby Bridge Financial Trust u/t/a dated July 19,"2012"","2019"
"American Commerce Bancshares,"Inc."","Director","J. William Richardson","Director","Richardson Family,"LLC"","2019"
"American Commerce Bancshares,"Inc."","Director","Cheryl Routson","Director","TSCG,"Inc."","2019"
"American Commerce Bancshares,"Inc."","Director","John Steele","Director","N/A","2019"
"American Commerce Bancshares,"Inc."","Director & CEO","David A. Tate","Director & CEO","N/A","2019"
"American Commerce Bancshares,"Inc."","Director","Stephen R. Winn","Director","Executive Director,"Florida Osteopathic Medical Association"","2019"
"American Commerce Bancshares,"Inc."","Director","Raymond Burrell","Director & Marketing Coordinator","N/A","2019"
"American Commerce Bancshares,"Inc."","Director","Larry R. Mathews","Director","N/A","2019"
"American Commerce Bancshares,"Inc."","Treasurer","Robert D. Koncerak","EVP/COO-CFO","N/A","2019"
```
