```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Raymond James Financial,"Inc."","New York,"NY"","2020","BlackRock,"Inc."","Common Stock","14424011","10%","n/a"
"Raymond James Financial,"Inc."","Malvern,"PA"","2020","The Vanguard Group,"Inc."","Common Stock","18682213","13%","n/a"
"Raymond James Financial,"Inc."","St Petersburg,"FL"","2020","Thomas A. James","RSU","14723","0.0108%","n/a"
"Raymond James Financial,"Inc."","St Petersburg,"FL"","2020","Thomas A. James","Common Stock","13875639","10%","n/a"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Raymond James Financial,"Inc."","Director","Anne Gates","Director","Salzburg Global Seminar","2020","Retail - Retired","n/a"
"Raymond James Financial,"Inc."","Director","Anne Gates","Director","Tapestry,"Inc."","2020","Retail - Retired","n/a"
"Raymond James Financial,"Inc."","Director","Anne Gates","Director","University of California Berkley Foundation","2020","Retail - Retired","n/a"
"Raymond James Financial,"Inc."","Director","Anne Gates","Director","CADRE","2020","Retail - Retired","n/a"
"Raymond James Financial,"Inc."","Director","Anne Gates","Director","Public Media Group of Southern California","2020","Retail - Retired","n/a"
"Raymond James Financial,"Inc."","Director","Anne Gates","Director","The Kroger Company","2020","Retail - Retired","n/a"
"Raymond James Financial,"Inc."","Director","Anne Gates","Director","Cynosure","2020","Retail - Retired","n/a"
"Raymond James Financial,"Inc."","EVP - Technology and Operations","Bella Loykhter Allaire","n/a","n/a","2020","N/A","n/a"
"Raymond James Financial,"Inc."","Director","Benjamin C. Esty","Director","Harvard Business Publishing","2020","Academics - Professor","n/a"
"Raymond James Financial,"Inc."","Director","Benjamin C. Esty","Professor of Business Administration","The Roy and Elizabeth Simmons","2020","Academics - Professor","n/a"
"Raymond James Financial,"Inc."","Director","Charles G. von Arentschildt","n/a","n/a","2020","Financial Services Industry - Retired Executive","n/a"
"Raymond James Financial,"Inc."","Director and Vice Chairman","Francis S. Godbold","Trustee Emeritus","Georgia Tech Foundation","2020","Chief Risk Officer","n/a"
"Raymond James Financial,"Inc."","Director","Gordon L. Johnson","Founder and President","Stonegate Holdings,"Inc."","2020","Transportation - Highway Safety Devices,"Inc."","n/a"
"Raymond James Financial,"Inc."","Director","Gordon L. Johnson","President","Highway Safety Devices,"Inc."","2020","Transportation - Highway Safety Devices,"Inc."","n/a"
"Raymond James Financial,"Inc."","n/a","James E. Bunn","n/a","n/a","2020","N/A","n/a"
"Raymond James Financial,"Inc."","Chief Operating Officer","Jeffrey A. Dowdle","Trustee","Academy Prep. Center of Tampa","2020","N/A","n/a"
"Raymond James Financial,"Inc."","Chief Operating Officer","Jeffrey A. Dowdle","Member","Money Management Institute","2020","N/A","n/a"
"Raymond James Financial,"Inc."","Director","Jeffrey N. Edwards","Director","American Waterworks Company,"Inc."","2020","Finance - New Vernon Capital","n/a"
"Raymond James Financial,"Inc."","Director","Jeffrey N. Edwards","Chairman","The Pingry School","2020","Finance - New Vernon Capital","n/a"
"Raymond James Financial,"Inc."","Director","Jeffrey N. Edwards","Director","New Vernon Mauritius","2020","Finance - New Vernon Capital","n/a"
"Raymond James Financial,"Inc."","Director","Jeffrey N. Edwards","Partner and COO","New Vernon Advisors,"LP"","2020","Finance - New Vernon Capital","n/a"
"Raymond James Financial,"Inc."","EVP - Finance","Jeffrey P. Julien","Director","Raymond James & Associates,"Inc."","2020","N/A","n/a"
"Raymond James Financial,"Inc."","EVP - Finance","Jeffrey P. Julien","Director and Chairman","Raymond James Bank,"NA"","2020","N/A","n/a"
"Raymond James Financial,"Inc."","SVP,"Controller and Chief Accounting Officer"","Jennifer C. Ackart","n/a","n/a","2020","N/A","n/a"
"Raymond James Financial,"Inc."","Director and President - ICD","Jodi L. Perry","Director","St. Petersburg Free Clinic","2020","N/A","n/a"
"Raymond James Financial,"Inc."","Director and President - ICD","Jodi L. Perry","Director","Financial Services Institute","2020","N/A","n/a"
"Raymond James Financial,"Inc."","Director and President - ICD","Jodi L. Perry","Director","Florida Securities Dealer's Association","2020","N/A","n/a"
"Raymond James Financial,"Inc."","President","John C. Carson,"Jr."","n/a","n/a","2020","N/A","n/a"
"Raymond James Financial,"Inc."","EVP,"General Counsel and Secretary"","Jonathan N. Santelli","Trustee","Straz Center","2020","N/A","n/a"
"Raymond James Financial,"Inc."","EVP,"General Counsel and Secretary"","Jonathan N. Santelli","Director and Secretary","Raymond James Employee Charity Fund,"Inc."","2020","N/A","n/a"
"Raymond James Financial,"Inc."","Chairman,"Director","and Chief Executive Officer"","Paul C. Reilly","Director","American Securities Association","2020","N/A","n/a"
"Raymond James Financial,"Inc."","Chairman,"Director","and Chief Executive Officer"","Paul C. Reilly","Member","The University of Notre Dame Business Advisory Council","2020","N/A","n/a"
"Raymond James Financial,"Inc."","Chairman,"Director","and Chief Executive Officer"","Paul C. Reilly","Director","SIFMA","2020","N/A","n/a"
"Raymond James Financial,"Inc."","Chairman,"Director","and Chief Executive Officer"","Paul C. Reilly","Trustee","House of Prayer Foundation","2020","N/A","n/a"
"Raymond James Financial,"Inc."","Chairman,"Director","and Chief Executive Officer"","Paul C. Reilly","Director","National Leadership Roundtable","2020","N/A","n/a"
"Raymond James Financial,"Inc."","n/a","Paul D. Allison","n/a","n/a","2020","N/A","n/a"
"Raymond James Financial,"Inc."","Chief Financial Officer and Treasurer","Paul M. Shoukry","n/a","n/a","2020","N/A","n/a"
"Raymond James Financial,"Inc."","Director","Raj Seshadri","Member","Stanford Graduate School of Business","2020","Financial Services Industry - Mastercard Incorporated","n/a"
"Raymond James Financial,"Inc."","Director","Raj Seshadri","Member","South Asia Youth Action","2020","Financial Services Industry - Mastercard Incorporated","n/a"
"Raymond James Financial,"Inc."","Director","Raj Seshadri","President","Mastercard Incorporated","2020","Financial Services Industry - Mastercard Incorporated","n/a"
"Raymond James Financial,"Inc."","Director","Raj Seshadri","Member","American India Foundation","2020","Financial Services Industry - Mastercard Incorporated","n/a"
"Raymond James Financial,"Inc."","Director","Raj Seshadri","Trustee","Mount Holyoke College","2020","Financial Services Industry - Mastercard Incorporated","n/a"
"Raymond James Financial,"Inc."","Director","Raj Seshadri","Adjunct Professor","Columbia University Graduate School of Business","2020","Financial Services Industry - Mastercard Incorporated","n/a"
"Raymond James Financial,"Inc."","Director","Robert M. Dutkowsky","Director","The Hershey Company","2020","Technology - Retired Executive Chairman - Tech Data Corporation","n/a"
"Raymond James Financial,"Inc."","Director","Robert M. Dutkowsky","Director","U.S. Foods Holding Corp.","2020","Technology - Retired Executive Chairman - Tech Data Corporation","n/a"
"Raymond James Financial,"Inc."","Director","Robert M. Dutkowsky","Director","Moffiitt Research Committee","2020","Technology - Retired Executive Chairman - Tech Data Corporation","n/a"
"Raymond James Financial,"Inc."","Director","Robert M. Dutkowsky","Member","University of South Florida Business School","2020","Technology - Retired Executive Chairman - Tech Data Corporation","n/a"
"Raymond James Financial,"Inc."","Director","Robert M. Dutkowsky","Director","Pitney Bowes","2020","Technology - Retired Executive Chairman - Tech Data Corporation","n/a"
"Raymond James Financial,"Inc."","Director","Robert M. Dutkowsky","Director","United Way Suncoast","2020","Technology - Retired Executive Chairman - Tech Data Corporation","n/a"
"Raymond James Financial,"Inc."","Director","Robert M. Dutkowsky","Director","The First Tee of Tampa Bay","2020","Technology - Retired Executive Chairman - Tech Data Corporation","n/a"
"Raymond James Financial,"Inc."","Director","Roderick C. McGeary","Director","Cisco Systems,"Inc."","2020","Technology - Retired Chairman and Executive","n/a"
"Raymond James Financial,"Inc."","Director","Roderick C. McGeary","Director","PACCAR Inc.","2020","Technology - Retired Chairman and Executive","n/a"
"Raymond James Financial,"Inc."","President,"Private Client Group"","Scott A. Curtis","Manager","The Producers Choice LLC","2020","N/A","n/a"
"Raymond James Financial,"Inc."","President,"Private Client Group"","Scott A. Curtis","Director","Raymond James Insurance Group,"Inc."","2020","N/A","n/a"
"Raymond James Financial,"Inc."","President,"Private Client Group"","Scott A. Curtis","Director","Raymond James Bank,"NA"","2020","N/A","n/a"
"Raymond James Financial,"Inc."","President,"Private Client Group"","Scott A. Curtis","Director","Raymond James Financial Services Advisors,"Inc."","2020","N/A","n/a"
"Raymond James Financial,"Inc."","President,"Private Client Group"","Scott A. Curtis","Director","Raymond James & Associates,"Inc."","2020","N/A","n/a"
"Raymond James Financial,"Inc."","President,"Private Client Group"","Scott A. Curtis","Director","Chi Chi Rodriguez Youth Foundation","2020","N/A","n/a"
"Raymond James Financial,"Inc."","Director","Steven M. Raney","n/a","n/a","2020","N/A","n/a"
"Raymond James Financial,"Inc."","Director","Susan N. Story","Member","Council of Chief Executives","2020","Utilities - Retired Director,"President and CEO - American Water Works Company","Inc."","n/a"
"Raymond James Financial,"Inc."","Director","Susan N. Story","Director","Board of Advisors - H. Lee Moffitt Cancer Center & Research Institute","2020","Utilities - Retired Director,"President and CEO - American Water Works Company","Inc."","n/a"
"Raymond James Financial,"Inc."","Director","Susan N. Story","Director","Newmont Corporation","2020","Utilities - Retired Director,"President and CEO - American Water Works Company","Inc."","n/a"
