Here are the requested CSV tables:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Altrust Financial Services,"Inc."","Baileyton","2016","Terry Neal & Tressa Walker","Common Stock","300237","6.27%"
"Altrust Financial Services,"Inc."","Cullman","2016","Cecil Alan & Amy Walker","Common Stock","283229","5.92%"
"Altrust Financial Services,"Inc."","Baileyton","2016","Timothy Dudley Walker","Common Stock","259360","5.42%"
"Altrust Financial Services,"Inc."","n/a","2016","Altrust Financial Services,"Inc. Savings & ESOP Trust"","Common Stock","1167831","24.40%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Altrust Financial Services,"Inc"","Director","Robin Cummings","Director","n/a","2016"
"Altrust Financial Services,"Inc"","Director","George Whit Drake","Director","Attorney-own name","2016"
"Altrust Financial Services,"Inc"","Director","Noel Jasper Estes","Director","n/a","2016"
"Altrust Financial Services,"Inc"","Director","Cecil Alan Walker","Chairman","Walker Bros. LTD","2016"
"Altrust Financial Services,"Inc"","Director","Terry Neal Walker","Secretary","Walker Bros. LTD","2016"
"Altrust Financial Services,"Inc"","Director","Timothy Dudley Walker","Director","Walker Bros. LTD","2016"
"Altrust Financial Services,"Inc"","Director","Brian Clarke Witcher","Director","South Park Auto Sales","2016"
"Altrust Financial Services,"Inc"","Director","Candace Nail Hooten","EVP","n/a","2016"
"Altrust Financial Services,"Inc"","n/a","Craig Estes","Director","n/a","2016"
"Altrust Financial Services,"Inc"","CFO","Lionel Powell","CFO","n/a","2016"
"Altrust Financial Services,"Inc"","n/a","Timothy Williams","Director","n/a","2016"
"Altrust Financial Services,"Inc"","n/a","Clayton R Lee,"II"","Director","n/a","2016"
"Altrust Financial Services,"Inc"","n/a","William Kinney","EVP","n/a","2016"
"Altrust Financial Services,"Inc"","n/a","Altrust Financial Services,"Inc."","n/a","n/a","2016"
```
