Here are the two tables extracted from the document in CSV format:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Citco Community Bancshares,"Inc."","ELIZABETΗΤΟΝ","2018","JOE LAPORTE III","Common Stock","2040.00","25.19%"
"Citco Community Bancshares,"Inc."","ELIZABETΗΤΟΝ","2018","JOE LAPORTE III 1999 Irrevocable Trust","Other","84885.01","18.24%"
"Citco Community Bancshares,"Inc."","ELIZABETΗΤΟΝ","2018","JOSEPH LAPORTE,"III"","Other","10105.62","2.17%"
"Citco Community Bancshares,"Inc."","ELIZABETΗΤΟΝ","2018","JOSEPH LAPORTE,"III"","Other","10105.62","2.17%"
"Citco Community Bancshares,"Inc."","ELIZABETΗΤΟΝ","2018","JOSEPH LAPORTE,"III"","Other","10105.62","2.17%"
"Citco Community Bancshares,"Inc."","ELIZABETΗΤΟΝ","2018","SAM LAPORTE","Common Stock","2020.00","24.94%"
"Citco Community Bancshares,"Inc."","ELIZABETΗΤΟΝ","2018","SAM LAPORTE","Other","103550.67","22.25%"
"Citco Community Bancshares,"Inc."","ELIZABETΗΤΟΝ","2018","SAM LAPORTE","Other","5335.60","1.15%"
"Citco Community Bancshares,"Inc."","ELIZABETΗΤΟΝ","2018","SAM LAPORTE","Other","5335.60","1.15%"
"Citco Community Bancshares,"Inc."","HOUSTON","2018","STEPHEN LAPORTE","Common Stock","2020.00","24.94%"
"Citco Community Bancshares,"Inc."","HOUSTON","2018","STEVE LAPORTE","Other","89746.15","19.28%"
"Citco Community Bancshares,"Inc."","HOUSTON","2018","STEPHEN LAPORTE","Other","12237.86","2.63%"
"Citco Community Bancshares,"Inc."","HOUSTON","2018","STEPHEN LAPORTE","Other","12237.86","2.63%"
"Citco Community Bancshares,"Inc."","HOUSTON","2018","CHRIS LAPORTE","Common Stock","2020.00","24.94%"
"Citco Community Bancshares,"Inc."","HOUSTON","2018","CHRIS LAPORTE","Other","114221.87","24.54%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Citizens Bank","Chairman/Director","Joe LaPorte,"III"","Director/Chairman/CEO/Assitant Trust Officer","Citizens Bank","2018"
"Citizens Bank","Chairman/Director","Joe LaPorte,"III"","Director/Chairman/CEO/President","Citco Life Insurance Company,"Inc."","2018"
"Citizens Bank","Chairman/Director","Joe LaPorte,"III"","Director/Chairman/CEO/President","Citco Title Co,"Inc."","2018"
"Citizens Bank","Chairman/Director","Joe LaPorte,"III"","Director/Chairman/CEO/President","Tri Cities Finance Company Inc.","2018"
"Citizens Bank","Chairman/Director","Joe LaPorte,"III"","Director/Chairman/CEO/President","Citizens Investments Services,"Inc."","2018"
"Citizens Bank","Chairman/Director","Joe LaPorte,"III"","Director/Chairman/CEO/President","Magnolia Investments","2018"
"Citizens Bank","Chairman/Director","Joe LaPorte,"III"","Chairman","Acclivity Financial,"LLC"","2018"
"Citizens Bank","Chairman/Director","Joe LaPorte,"III"","Chief Manager","LAP,"LLC"","2018"
"Citizens Bank","Chairman/Director","Joe LaPorte,"III"","Director/Chairman/President","Citizens Bank Tri Cities Foundation,"LTD (non-profit)"","2018"
"Citizens Bank","Chairman/Director","Joe LaPorte,"III"","Chief Manager","KLAP,"LLC"","2018"
"Citizens Bank","Chairman/Director","Joe LaPorte,"III"","Member/President/Treasurer","C & J Investments,"LLC"","2018"
"Citizens Bank","Director/Secretary","Sam J. LaPorte","Director/Vice Chairman/ Trust Officer","Citizens Bank","2018"
"Citizens Bank","Director/Secretary","Sam J. LaPorte","Secretary","Tri Cities Finance","2018"
"Citizens Bank","Director/Secretary","Sam J. LaPorte","Secretary","Magnolia Investments","2018"
"Citizens Bank","Director/Secretary","Sam J. LaPorte","Secretary","LAP LLC","2018"
"Citizens Bank","Director/Secretary","Sam J. LaPorte","Secretary","Citco Title Inc","2018"
"Citizens Bank","Director/Secretary","Sam J. LaPorte","Secretary","Citizens Investment Services,"Inc."","2018"
"Citizens Bank","n/a","Sam J. LaPorte","Partner","LaPorte & Norris,"Attorneys-at-Law"","2018"
"Citizens Bank","n/a","Sam J. LaPorte","Director/Secretary","Citizens Bank Tri Cities Foundation,"LTD (non-profit)"","2018"
"Citizens Bank","n/a","Sam J. LaPorte","Member","Lakelap,"LLC"","2018"
"Citizens Bank","n/a","Christopher L. LaPorte","Director/President","GSC Group,"Inc."","2018"
"Citizens Bank","n/a","Christopher L. LaPorte","Director","Citizens Bank Tri Cities Foundation,"LTD (non-profit)"","2018"
"Citizens Bank","n/a","Christopher L. LaPorte","Member","Lakelap,"LLC"","2018"
"Citizens Bank","n/a","Christopher L. LaPorte","Owner","Christopher LaPorte Family Trust","2018"
"Citizens Bank","n/a","Christopher L. LaPorte","Member and Manager","Red Hawk Ranch LLC","2018"
"Citizens Bank","n/a","Christopher L. LaPorte","Partner","Indian Sky Ranch LLC","2018"
"Citizens Bank","n/a","Stephen J. LaPorte","n/a","Citizens Bank","2018"
"Citizens Bank","n/a","Stephen J. LaPorte","Director","Citizens Bank Tri Cities Foundation,"LTD (non-profit)"","2018"
"Citizens Bank","n/a","Stephen J. LaPorte","Member","Lakelap,"LLC"","2018"
```
