Here are the requested CSV tables:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"BancTenn Corp","Elizabethton","2016","William B. Greene,"Jr."","Common Stock","1795267","71.22"
"BancTenn Corp","Kingsport","2016","Roy L. Harmon,"Jr."","Common Stock","165066","6.55"
"BancTenn Corp","Kingsport","2016","Valerie G. Ketron","Common Stock","213687","8.48"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"BancTenn Corp","Chairman of the Board,"President & CEO of the Company"","William B. Greene,"Jr."","Director","Bank of Tennessee","2016"
"BancTenn Corp","n/a","William B. Greene,"Jr."","President","Huntington Hills","2016"
"BancTenn Corp","n/a","William B. Greene,"Jr."","President","WBG Aviation,"LLC"","2016"
"BancTenn Corp","Director,"Secretary and Treasurer of the Company"","John E. Seward,"Jr."","Director","Bank of Tennessee","2016"
"BancTenn Corp","n/a","John E. Seward,"Jr."","COO","Mitch Cox Companies","2016"
"BancTenn Corp","n/a","John E. Seward,"Jr."","President","Strategic Resources Group,"Inc."","2016"
"BancTenn Corp","n/a","John E. Seward,"Jr."","President","Tanasi Oil & Gas,"Inc."","2016"
"BancTenn Corp","n/a","John E. Seward,"Jr."","President","Aviation Strategies Group,"Inc."","2016"
"BancTenn Corp","n/a","John E. Seward,"Jr."","n/a","GREE-SEE Technology,"LLC"","2016"
"BancTenn Corp","Executive Vice-President and Director of the Company","Roy L. Harmon,"Jr."","Chairman of the Board and CEO","Bank of Tennessee","2016"
"BancTenn Corp","n/a","Roy L. Harmon,"Jr."","Director","Paragon Commercial Corp.","2016"
"BancTenn Corp","n/a","Roy L. Harmon,"Jr."","Director","Paragon Commercial Bank","2016"
"BancTenn Corp","Director of the Company","Kenneth H. Maness","Director","Bank of Tennessee","2016"
"BancTenn Corp","Director of the Company","James W. Holmes","Director","Bank of Tennessee","2016"
"BancTenn Corp","CFO of the Company","Darla M. Scott","EVP and CFO","Bank of Tennessee","2016"
"BancTenn Corp","Assistant Secretary of the Company","Jennifer Blakley","Secretary to the Board","Bank of Tennessee","2016"
```
