```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Business First Bancshares,"Inc."","New York,"NY"","2019","The Deposit Trust Company","Common Stock","8851444","64.9%","n/a"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Business First Bancshares,"Inc."","Director","Lloyd Alford","Founder","Benny's Car Wash","2019","Car Wash Owner","n/a"
"Business First Bancshares,"Inc."","Director","Jack Byrd,"Jr."","Partner","B&S Farms","2019","n/a","n/a"
"Business First Bancshares,"Inc."","Director","Jack Byrd,"Jr."","Partner","Webster Services,"Inc."","2019","n/a","n/a"
"Business First Bancshares,"Inc."","Director","John Graves","President","Evans-Graves Engineers,"Inc."","2019","Engineer","n/a"
"Business First Bancshares,"Inc."","Director","Robert Greer","n/a","n/a","2019","Retired","n/a"
"Business First Bancshares,"Inc."","Director","David L. Laxton,"III"","n/a","n/a","2019","Retired","n/a"
"Business First Bancshares,"Inc."","Director","Rolfe H. McCollister,"Jr"","Publisher","Louisiana Business,"Inc."","2019","Publisher","n/a"
"Business First Bancshares,"Inc."","Director","Andrew D. McLindon","Manager","MBD Construction,"LLC"","2019","General Contractor","n/a"
"Business First Bancshares,"Inc."","Director","Andrew D. McLindon","Manager","MBD Maintenance,"LLC"","2019","General Contractor","n/a"
"Business First Bancshares,"Inc."","Director","Andrew D. McLindon","Manager","MBD Automation,"LLC"","2019","General Contractor","n/a"
"Business First Bancshares,"Inc."","Director","Andrew D. McLindon","Manager","McLindon Development Group","2019","General Contractor","n/a"
"Business First Bancshares,"Inc."","Director","Andrew D. McLindon","Manager","Four Real Estate Services,"LLC"","2019","General Contractor","n/a"
"Business First Bancshares,"Inc."","Director","Andrew D. McLindon","Manager","Genlease,"LLC"","2019","General Contractor","n/a"
"Business First Bancshares,"Inc."","Director","Andrew D. McLindon","Manager","Modus,"LLC"","2019","General Contractor","n/a"
"Business First Bancshares,"Inc."","Director","Andrew D. McLindon","Manager","Whiteboard Holdings,"LLC"","2019","General Contractor","n/a"
"Business First Bancshares,"Inc."","Director","Andrew D. McLindon","Manager","TB9,"LLC"","2019","General Contractor","n/a"
"Business First Bancshares,"Inc."","Director","Andrew D. McLindon","Manager","McLindon Commerce,"LLC"","2019","General Contractor","n/a"
"Business First Bancshares,"Inc."","Director","Andrew D. McLindon","Manager","Stromberg Townhomes,"LLC"","2019","General Contractor","n/a"
"Business First Bancshares,"Inc."","Director","Andrew D. McLindon","Manager","Office @ River Highland","2019","General Contractor","n/a"
"Business First Bancshares,"Inc."","Director","Andrew D. McLindon","Manager","Gear Train,"LLC"","2019","General Contractor","n/a"
"Business First Bancshares,"Inc."","Director","Andrew D. McLindon","Manager","Propel Produciton Studio,"LLC"","2019","General Contractor","n/a"
"Business First Bancshares,"Inc."","Director","Andrew D. McLindon","Manager","TMS,"LLC"","2019","General Contractor","n/a"
"Business First Bancshares,"Inc."","Director","Andrew D. McLindon","Manager","LVCR,"LLC"","2019","General Contractor","n/a"
"Business First Bancshares,"Inc."","President,"CEO"","David Melville,"III"","n/a","n/a","2019","n/a","n/a"
"Business First Bancshares,"Inc."","Director","Patrick E. Mockler","President","Souther Eagle Sales and Service,"LLC"","2019","President of Beverage Distributor","n/a"
"Business First Bancshares,"Inc."","Director","David Montgomery","Partner","Brothers Ventures. LLC","2019","Insurance","n/a"
"Business First Bancshares,"Inc."","Director","David Montgomery","VP/Partner","Montgomery Agency,"Inc."","2019","Insurance","n/a"
"Business First Bancshares,"Inc."","Director","Arthur Price","President/ Owner/Manager","KIT Exploration,"Inc."","2019","President/ CFO of Oil Company","n/a"
"Business First Bancshares,"Inc."","Chief Financial Officer,"Treasurer and Principal Financial Officer"","Gregory Robertson","n/a","n/a","2019","N/A","n/a"
"Business First Bancshares,"Inc."","Director of Corporate Governance","Heather Roemer","n/a","n/a","2019","NA","n/a"
"Business First Bancshares,"Inc."","Director","Fayez K. Shamieh,"MD"","President","Favez K. Shemieh Medical Corporation","2019","Neurologist","n/a"
"Business First Bancshares,"Inc."","Director","Fayez K. Shamieh,"MD"","President","DHMS,"LLC"","2019","Neurologist","n/a"
"Business First Bancshares,"Inc."","Director","C. Stewart Slack","Partner","JSW Group","2019","Real Estate Developer","n/a"
"Business First Bancshares,"Inc."","Director","Kenneth Smith","President/CEO/Owner","T. Baker Smith,"LLC"","2019","Engineer","n/a"
"Business First Bancshares,"Inc."","Director","Kenneth Smith","Member","Four C's of Houma,"LLC"","2019","Engineer","n/a"
"Business First Bancshares,"Inc."","Director","Kenneth Smith","Manager","TBS Holdings,"LLC"","2019","Engineer","n/a"
"Business First Bancshares,"Inc."","Director","Kenneth Smith","Manager","Mega Beast,"LLC"","2019","Engineer","n/a"
"Business First Bancshares,"Inc."","Director","Kenneth Smith","Partner","JPS Equipment Rentals,"LLC"","2019","Engineer","n/a"
"Business First Bancshares,"Inc."","Director","Kenneth Smith","Partner","JK Aero,"LLC"","2019","Engineer","n/a"
"Business First Bancshares,"Inc."","Director","Thomas Everett Stewart","n/a","n/a","2019","Retired","n/a"
"Business First Bancshares,"Inc."","Director","N. Jerome Vascocu","n/a","n/a","2019","N/A","n/a"
"Business First Bancshares,"Inc."","Director","Steve White","Business Manager","William A. Robinson Trust","2019","Business Manager","n/a"
"Business First Bancshares,"Inc."","Director","Steve White","Managing Partner","ROBCO Fossil Fuels","2019","Business Manager","n/a"
"Business First Bancshares,"Inc."","Director","Steve White","Managing Partner","Robco Energy,"LLC"","2019","Business Manager","n/a"
"Business First Bancshares,"Inc."","Director","Steve White","Partner","Steven's Energy,"LLC"","2019","Business Manager","n/a"
"Business First Bancshares,"Inc."","Director","Steve White","Partner","MLB Realty,"LLC"","2019","Business Manager","n/a"
"Business First Bancshares,"Inc."","Director","Steve White","Partner","SRW Holdings,"LLC"","2019","Business Manager","n/a"
"Business First Bancshares,"Inc."","Director","Steve White","Partner","GRB White,"LLC"","2019","Business Manager","n/a"
"Business First Bancshares,"Inc."","Director","Steve White","Partner","RSWI,"LLC"","2019","Business Manager","n/a"
"Business First Bancshares,"Inc."","Director","Steve White","Partner","MLB Ventures,"LLC"","2019","Business Manager","n/a"
"Business First Bancshares,"Inc."","Director","Robert Yarborough","CEO","Manda Packing Co.,"LLC"","2019","Packaging Company Owner","n/a"
"Business First Bancshares,"Inc."","Director","Robert Yarborough","Partner","3M Management Co.,"LLC"","2019","Packaging Company Owner","n/a"
```
