"Here are the requested CSV tables","extracted from the provided document."
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Biscayne Bancshares,"Inc."","n/a","2017","Confidential Volume","n/a","n/a","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Biscayne Bancshares,"Inc."","Director","Joel B. Lawson IV","Director","Biscayne Bank","2017"
"Biscayne Bancshares,"Inc."","Director & Chairman","Thomas Lumpkin,"II"","Director & Chairman","Biscayne Bank","2017"
"Biscayne Bancshares,"Inc."","Director","Sheldon B Palley","Director","Biscayne Bank","2017"
"Biscayne Bancshares,"Inc."","Director","GM Schwetzel","Director","Biscayne Bank","2017"
"Biscayne Bancshares,"Inc."","Director","Steve Simon","Director","Biscayne Bank","2017"
"Biscayne Bancshares,"Inc."","Director","Jonathan Perlman","Director","Biscayne Bank","2017"
"Biscayne Bancshares,"Inc."","Director","Robert Guitionn","Director","Biscayne Bank","2017"
"Biscayne Bancshares,"Inc."","Director","Jeffrey Levey","Director","Biscayne Bank","2017"
"Biscayne Bancshares,"Inc."","Director","Philip J Shechter","Director","Biscayne Bank","2017"
"Biscayne Bancshares,"Inc."","Director & CEO","Lone Yarchin","Director & CEO","Biscayne Bank","2017"
"Biscayne Bancshares,"Inc."","EVP","Ana L. Dominguez","Chief Lending Officer","Biscayne Bank","2017"
"Biscayne Bancshares,"Inc."","CFO","Jean-Marie Florestal","CFO","Biscayne Bank","2017"
```
