```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Business First Bancshares,"Inc."","New York","2022","The Deposit Trust Company","Common Stock","17729625","69.64%"
"Business First Bancshares,"Inc."","n/a","2022","The Deposit Trust Company","n/a","17729625","69.64%"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Business First Bancshares,"Inc."","Director","Drew C. Brees","Director","Brees Company,"Inc."","2022"
"Business First Bancshares,"Inc."","Director","James J. Buquet,"III"","Director","Buquet Investments","2022"
"Business First Bancshares,"Inc."","Director","Carol M. Calkins","Director","n/a","2022"
"Business First Bancshares,"Inc."","Director","Ricky D. Day","Director","W D Chips,"LLC"","2022"
"Business First Bancshares,"Inc."","Director","John Ducrest","Director","TL Ducrest Building,"LLC"","2022"
"Business First Bancshares,"Inc."","Director","Mark Folse","Director","n/a","2022"
"Business First Bancshares,"Inc."","Director (Chairman)","Robert Greer","Director","n/a","2022"
"Business First Bancshares,"Inc."","Director","J. Vernon Johnson","Director","n/a","2022"
"Business First Bancshares,"Inc."","Director","Rolfe H. McCollister,"Jr"","Director","McCollister & Associates","2022"
"Business First Bancshares,"Inc."","Director","Andrew D. McLindon","Director","Mainspring Companies,"LLC"","2022"
"Business First Bancshares,"Inc."","President,"Chief Executive Officer and Director"","David Melville,"III"","President,"Chief Executive Officer and Director"","Rosemound Holdings","2022"
"Business First Bancshares,"Inc."","Director","Patrick E. Mockler","Director","Southern Eagle Sales and Service,"LLC"","2022"
"Business First Bancshares,"Inc."","Director","David Montgomery","Director","Brothers Ventures,"LLC"","2022"
"Business First Bancshares,"Inc."","Director","Arthur Price","Director","KIT Exploration,"Inc."","2022"
"Business First Bancshares,"Inc."","Chief Financial Officer. Treasurer and Principal Financial Officer","Gregory Robertson","n/a","n/a","2022"
"Business First Bancshares,"Inc."","Director","Kenneth Smith","Director","T. Baker Smith,"LLC"","2022"
"Business First Bancshares,"Inc."","Executive Vice President and General Counsel","Saundra Strong","n/a","n/a","2022"
"Business First Bancshares,"Inc."","Director","Keith Tillage","Director","CSRS/Tillage","2022"
"Business First Bancshares,"Inc."","Director","Steve White","Director","William A. Robinson Trust","2022"
"Business First Bancshares,"Inc."","n/a","The Deposit Trust Company","n/a","n/a","2022"
```
