```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Investar Holding Corporation","Boston,"MA"","2014","Wellington Management Group LLP","Common Stock","492300","6.8%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Investar Holding Corporation","Director","James M. Baker","n/a","n/a","2014","President & CEO TOPCOR Companies,"LLC"","n/a"
"Investar Holding Corporation","Director","Thomas C. Besselman,"Sr."","n/a","n/a","2014","Licensed Health,"Life and Accident Insurance Professional"","n/a"
"Investar Holding Corporation","Director","James H. Boyce,"III"","n/a","n/a","2014","Business Owner - Convenience Stores and Consumer Loan Companies","n/a"
"Investar Holding Corporation","Director","Robert Boyce,"Sr."","n/a","n/a","2014","Owner - Louisiana Machinery Co. LLC","n/a"
"Investar Holding Corporation","Director","J. E. Brignac,"Jr."","n/a","n/a","2014","Administrator for Imperial Fire & Casualty","n/a"
"Investar Holding Corporation","President and Chief Executive Officer,"Director"","John J. D'Angelo","n/a","n/a","2014","n/a","n/a"
"Investar Holding Corporation","Director","Robert L. Freeman","n/a","n/a","2014","Retired Attorney & Former Lieutenant Governor","n/a"
"Investar Holding Corporation","Chairman of the Board,"Director"","William H. Hidalgo","n/a","n/a","2014","Marine Consulting Engineer - Managing member & Owner of Halimar Shipvard. LLC","n/a"
"Investar Holding Corporation","Director","Gordon H. Joffrion,"III"","n/a","n/a","2014","General Manager of Joffrion Construction Co.","n/a"
"Investar Holding Corporation","Director","David J. Lukinovich","President","David J. Lukinovich,"APLC"","2014","Board Certified Tax & Estate Planning and Administration Attorney","n/a"
"Investar Holding Corporation","Director","Suzanne O. Middleton","n/a","n/a","2014","Chief Financial Officer of Credit One,"LLC"","n/a"
"Investar Holding Corporation","Director","Andrew C. Nelson M.D.","Partner with","Gastroenterology Associates","2014","Board Certified Gastroenterologist","n/a"
"Investar Holding Corporation","Director","Carl R. Schneider,"Jr."","Presiding Manager,"Chairman of Board and Director of"","Gray Company","2014","Chief Information Officer Gray Company","n/a"
"Investar Holding Corporation","Director","Frank L. Walker","n/a","n/a","2014","Chief Financial Officer JP Oil Holdings,"LLC"","n/a"
"Investar Holding Corporation","Chief Financial Officer","Rachel P. Cherco","n/a","n/a","2014","n/a","n/a"
"Investar Holding Corporation","Executive Vice President and General Counsel","Randolf F. Kassmeier","n/a","n/a","2014","n/a","n/a"
```
