```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"CapStar Financial Holdings,"Inc"","Nashville","2021","Gaylon M. Lawrence,"Jr."","Common Stock","1156675","5.2%"
"CapStar Financial Holdings,"Inc"","New York","2021","BlackRock,"Inc."","Common Stock","1658306","7.5%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"CapStar Financial Holdings,"Inc"","Director","Toby S. Wilt","Director","TSW Investments","2021"
"CapStar Financial Holdings,"Inc"","Chairman of the Board","Dennis C. Bottorff","Chairman of the Board","Council Capital Management","2021"
"CapStar Financial Holdings,"Inc"","Director","James S. Turner,"Jr."","Director","Marketstreet Equities Company","2021"
"CapStar Financial Holdings,"Inc"","Director","L. Earl Bentz","Director","Caymas Boats","2021"
"CapStar Financial Holdings,"Inc"","Director","Thomas Flynn","Director","Flynn Enterprises,"LLC"","2021"
"CapStar Financial Holdings,"Inc"","Director","Louis A. Green,"III"","Director","Green & Little","2021"
"CapStar Financial Holdings,"Inc"","Director","Myra Nan Dora Jenne","Director","The Jenne Law Firm","2021"
"CapStar Financial Holdings,"Inc"","n/a","Christopher G. Tietz","Chief Credit Officer","n/a","2021"
"CapStar Financial Holdings,"Inc"","Director; President and Chief Executive Officer","Timothy K. Schools","Director; President and Chief Executive Officer","n/a","2021"
"CapStar Financial Holdings,"Inc"","Director","Stephen B. Smith","Director","Haury & Smith Contractors,"Inc."","2021"
"CapStar Financial Holdings,"Inc"","n/a","Denis J. Duncan","Chief Financial Offier","n/a","2021"
"CapStar Financial Holdings,"Inc"","n/a","John A. Davis","Chief Financial Officer","n/a","2021"
"CapStar Financial Holdings,"Inc"","n/a","Sam B. DeVane","Chief Operations and Technology Officer","n/a","2021"
"CapStar Financial Holdings,"Inc"","Director","Valora S. Gurganious","Director","Doctors Management,"LLC"","2021"
"CapStar Financial Holdings,"Inc"","Director","Joelle J. Phillips","Director","AT&T Tennessee","2021"
"CapStar Financial Holdings,"Inc"","n/a","Michael J. Fowler","Chief Risk Officer","n/a","2021"
"CapStar Financial Holdings,"Inc"","n/a","Kevin L. Lambert","Chief Credit Officer","n/a","2021"
"CapStar Financial Holdings,"Inc"","n/a","Jennie O'Bryan","Chief Administrative Officer","n/a","2021"
```
