```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"FirstAtlantic Financial Holdings,"Inc."","Guernsey,"ENGLAND"","2015","North American Bank Fund LTD","n/a","400000","6.67%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"FirstAtlantic Financial Holdings,"Inc."","EVP CFO","Tim E Ayers","EVP CFO","FirstAtlantic Bank","2015","n/a","n/a"
"FirstAtlantic Financial Holdings,"Inc."","Director","Carey H Walt","Director","FirstAtlantic Bank","2015","President","n/a"
"FirstAtlantic Financial Holdings,"Inc."","n/a","Carey H Walt","Director","Money Appraisal Services","2015","President","n/a"
"FirstAtlantic Financial Holdings,"Inc."","President","E. Zimmermann Boulos","Director","FirstAtlantic Bank","2015","Realtor/Broker","n/a"
"FirstAtlantic Financial Holdings,"Inc."","n/a","E. Zimmermann Boulos","n/a","Office Environment & Services,"Inc"","2015","Realtor/Broker","n/a"
"FirstAtlantic Financial Holdings,"Inc."","Director","William T. Biedenharn","Director","FirstAtlantic Bank","2015","Retired Investor","n/a"
"FirstAtlantic Financial Holdings,"Inc."","Chairman of the Board","Thos Coley","Chairman of the Board","FirstAtlantic Bank","2015","Retired","n/a"
"FirstAtlantic Financial Holdings,"Inc."","Director","Hiram Foster","Director","FirstAtlantic Bank","2015","Retired","n/a"
"FirstAtlantic Financial Holdings,"Inc."","Director","Mitchell W. Hunt,"Jr."","Director","FirstAtlantic Bank","2015","President CEO","n/a"
"FirstAtlantic Financial Holdings,"Inc."","Director","Joseph J. Thomas","Director","FirstAtlantic Bank","2015","Chairman,"President and CEO"","n/a"
"FirstAtlantic Financial Holdings,"Inc."","n/a","Joseph J. Thomas","Chairman,"President and CEO"","Bay Bancorp,"Inc"","2015","Chairman,"President and CEO"","n/a"
"FirstAtlantic Financial Holdings,"Inc."","n/a","Joseph J. Thomas","Director","Gleenoak Resources,"LLC"","2015","Chairman,"President and CEO"","n/a"
"FirstAtlantic Financial Holdings,"Inc."","Director","Whitty T. Midgette St.","Director","FirstAtlantic Bank","2015","Director,"Founder Business Development Officer"","n/a"
"FirstAtlantic Financial Holdings,"Inc."","n/a","Whitty T. Midgette St.","Managing Member","Middlefield Banc Corp","2015","Director,"Founder Business Development Officer"","n/a"
"FirstAtlantic Financial Holdings,"Inc."","n/a","Whitty T. Midgette St.","Managing Member","Witten Holdings,"LLC"","2015","Director,"Founder Business Development Officer"","n/a"
```
