"Here are the two tables you requested","extracted from the provided document:"
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Community Bancorp of Louisiana Inc","Golden Meadow,"LA"","2018","Gloria B. Callais","Common","130827","11.74%","n/a"
"Community Bancorp of Louisiana Inc","Houma,"LA"","2018","Corey J. Callais","Common","218746","19.62%","n/a"
"Community Bancorp of Louisiana Inc","Golden Meadow,"LA"","2018","Charles Michael Callais","Common","131312","11.78%","n/a"
"Community Bancorp of Louisiana Inc","Cut Off,"LA"","2018","Monica W. Callais Gisclair","Common","173303","15.55%","n/a"
"Community Bancorp of Louisiana Inc","Gonzales,"LA"","2018","Danielle Callais Waguespack","Common","154237","13.84%","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Community Bancorp of Louisiana Inc","Director/Chairman","Corey J. Callais","Partner","Abdon Callais Offshore,"LLC"","2018","Self-Employed","n/a"
"Community Bancorp of Louisiana Inc","Director/Chairman","Corey J. Callais","Manager","Pelican Waste & Debris LLC","2018","Self-Employed","n/a"
"Community Bancorp of Louisiana Inc","Director/Chairman","Corey J. Callais","Director","Callais Capital Management,"LLC"","2018","Self-Employed","n/a"
"Community Bancorp of Louisiana Inc","Vice Chair/ Director","Gloria B. Callais","Director","Abdon Callais Offshore,"LLC"","2018","Self-Employed","n/a"
"Community Bancorp of Louisiana Inc","Director/Secretary","Charles Michael Callais","Partner","Abdon Callais Offshore,"LLC"","2018","Chairman","n/a"
"Community Bancorp of Louisiana Inc","Director/Secretary","Charles Michael Callais","Director","Abdon Callais Offshore,"LLC."","2018","Chairman","n/a"
"Community Bancorp of Louisiana Inc","President/ CEO & Director","Michael B. Riche'","n/a","n/a","2018","President and CEO","n/a"
"Community Bancorp of Louisiana Inc","Director","Gordon R. Crawford","President","Gordon R Crawford& Assoc","2018","Attorney","n/a"
"Community Bancorp of Louisiana Inc","Director","James T. Landry","n/a","n/a","2018","Retired - Pharmacist","n/a"
"Community Bancorp of Louisiana Inc","Director","Frank P. Frederic","n/a","Frederic Family LLC","2018","Retired - Public Works","n/a"
"Community Bancorp of Louisiana Inc","Director","Samuel A. Speligene,"Jr."","President","Dutchtown Chevron LLC","2018","District Attorney's Office","n/a"
"Community Bancorp of Louisiana Inc","Director","Samuel A. Speligene,"Jr."","President","Money Genie","2018","District Attorney's Office","n/a"
"Community Bancorp of Louisiana Inc","Director","Marcy J.LeBlanc,"Sr."","President","PALCO,"LLC"","2018","President/PALCO,"LLC."","n/a"
"Community Bancorp of Louisiana Inc","Director","Marcy J.LeBlanc,"Sr."","Owner","RanMar,"LLC"","2018","President/PALCO,"LLC."","n/a"
"Community Bancorp of Louisiana Inc","Director","Marcy J.LeBlanc,"Sr."","President","East West Ascension Development Corp.","2018","President/PALCO,"LLC."","n/a"
"Community Bancorp of Louisiana Inc","Director","Clarence J. Savoie,"II"","President","CJ Savoie Consulting Engineers","2018","President - CJ Savoie Consulting Engineers","n/a"
"Community Bancorp of Louisiana Inc","Director","Clarence J. Savoie,"II"","Director","Savoie Industries","2018","President - CJ Savoie Consulting Engineers","n/a"
"Community Bancorp of Louisiana Inc","Director","Clarence J. Savoie,"II"","Partner","Dugas & LeBlanc LLC","2018","President - CJ Savoie Consulting Engineers","n/a"
"Community Bancorp of Louisiana Inc","Director","Clarence J. Savoie,"II"","Partner","Charles C Savoie,"Sr LLC"","2018","President - CJ Savoie Consulting Engineers","n/a"
"Community Bancorp of Louisiana Inc","Director","John K. Shaver","Partner","Shaver-Robichaux Agency Inc","2018","Insurance Services","n/a"
"Community Bancorp of Louisiana Inc","Director","John K. Shaver","Partner","John and Palma LLC","2018","Insurance Services","n/a"
"Community Bancorp of Louisiana Inc","Director","John K. Shaver","Partner","Shaver-Robichaux LLC","2018","Insurance Services","n/a"
"Community Bancorp of Louisiana Inc","Director","Minor Cheramie,"Jr."","President","L&M Botruc Rental Inc","2018","President - L&M Botruc Rental Inc","n/a"
"Community Bancorp of Louisiana Inc","Director","Minor Cheramie,"Jr."","Vice President","Botruc Enterprises Inc","2018","President - L&M Botruc Rental Inc","n/a"
"Community Bancorp of Louisiana Inc","Director","Minor Cheramie,"Jr."","Vice President","Express Weld LLC","2018","President - L&M Botruc Rental Inc","n/a"
"Community Bancorp of Louisiana Inc","Director","Minor Cheramie,"Jr."","Owner","MAC Cutting Horses","2018","President - L&M Botruc Rental Inc","n/a"
"Community Bancorp of Louisiana Inc","n/a","Danielle Callais Waguespack","Partner","Abdon Callais Offshore,"LLC"","2018","Housewife","n/a"
"Community Bancorp of Louisiana Inc","n/a","Monica Callais Gisclair","Partner","Abdon Callais Offshore,"LLC"","2018","Housewife","n/a"
```
