```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"UNITED COMMUNITY BANKS,"INC."","San Francisco,"CA"","2018","BlackRock Fund Advisors","n/a","11648354","14.72%","n/a"
"UNITED COMMUNITY BANKS,"INC."","Malvern,"PA"","2018","The Vanguard Group,"Inc."","n/a","7796995","9.84%","n/a"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"United Community Banks,"Inc."","Director\nAudit Committee Member\nRisk Committee (Charter) Member\nNominating/Corporate Governance Committee - Member\nUnited Community Bank (Charter) - Director\nCommunity Board - United Community Bank Rabun County Director","Robert H. Blalock","Chief Executive Offier","Blalock Insurance Agency","2018","Chief Executive Officer","n/a"
"United Community Banks,"Inc."","Director\nAudit Committee Member\nRisk Committee (Charter) Member\nNominating/Corporate Governance Committee - Member\nUnited Community Bank (Charter) - Director\nCommunity Board - United Community Bank Rabun County Director","Robert H. Blalock","Chief Executive Offier","Blalock Insurance Agency","2018","Chief Executive Officer","n/a"
"United Community Banks,"Inc."","President,"Commercial Business Solutions"","Richard W. Bradshaw","n/a","n/a","2018","n/a","n/a"
"United Community Banks,"Inc."","President,"Commercial Business Solutions"","Richard W. Bradshaw","n/a","n/a","2018","n/a","n/a"
"United Community Banks,"Inc."","Director\nCompensation Committee Chair\nAudit Committee Member\nRisk Committee - Member\nNominating/Corporate Governance Committee - Chair\nUnited Community Bank (Charter) - Director","L. Cathy Cox","Dean - School of Law","Georgia Cities Foundation","2018","Mercer University","n/a"
"United Community Banks,"Inc."","Director\nCompensation Committee Chair\nAudit Committee Member\nRisk Committee - Member\nNominating/Corporate Governance Committee - Chair\nUnited Community Bank (Charter) - Director","L. Cathy Cox","Dean - School of Law","Middle Georgia Access to Justice Council,"Inc."","2018","Mercer University","n/a"
"United Community Banks,"Inc."","Director\nCompensation Committee Chair\nAudit Committee Member\nRisk Committee - Member\nNominating/Corporate Governance Committee - Chair\nUnited Community Bank (Charter) - Director","L. Cathy Cox","Dean - School of Law","Walter F. George Foundation","2018","Mercer University","n/a"
"United Community Banks,"Inc."","Director\nCompensation Committee Chair\nAudit Committee Member\nRisk Committee - Member\nNominating/Corporate Governance Committee - Chair\nUnited Community Bank (Charter) - Director","L. Cathy Cox","Dean - School of Law","Ty Cobb Educational Foundation","2018","Mercer University","n/a"
"United Community Banks,"Inc."","Director\nCompensation Committee Chair\nAudit Committee Member\nRisk Committee - Member\nNominating/Corporate Governance Committee - Chair\nUnited Community Bank (Charter) - Director","L. Cathy Cox","Dean - School of Law","Chick-fil-A Foundation Advisory Board","2018","Mercer University","n/a"
"United Community Banks,"Inc."","Director\nRisk Committee - Chairman\nCompensation Committee Member\nNominating/Corporate Governance Committee - Member\nUnited Community Bank (Charter) - Director","Kenneth L. Daniels","n/a","Freddie Mac","2018","Retired","n/a"
"United Community Banks,"Inc."","Director\nRisk Committee - Chairman\nCompensation Committee Member\nNominating/Corporate Governance Committee - Member\nUnited Community Bank (Charter) - Director","Kenneth L. Daniels","n/a","Finra","2018","Retired","n/a"
