"Okay","here are the two CSV tables extracted from the provided document","adhering to all specified formatting and content rules:"
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Bainbridge Bancshares,"Inc."","Bainbridge","2021","William R. Cox,"Sr."","n/a","100876","10.34%"
"Bainbridge Bancshares,"Inc."","Bainbridge","2021","Winston Brock","n/a","70541","7.231%"
"Bainbridge Bancshares,"Inc."","Bainbridge","2021","Greg Calhoun","n/a","56875","5.83%"
"Bainbridge Bancshares,"Inc."","Bainbridge","2021","Terril Scott","n/a","56250","5.766%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Bainbridge Bancshares,"Inc."","Director,"Chairman & Treasurer"","Charles Whittaker","Director & Chairman of First National Bank","Dowdy & Whittaker,"CPA"","2021"
"Bainbridge Bancshares,"Inc."","Director,"Chairman & Treasurer"","Charles Whittaker","Director & Chairman of First National Bank","Chairman & CFO-Southwind Pest & Termite,"LLC"","2021"
"Bainbridge Bancshares,"Inc."","Director,"Chairman & Treasurer"","Charles Whittaker","Director & Chairman of First National Bank","Secretary/Treas. Satyr,"Inc."","2021"
"Bainbridge Bancshares,"Inc."","Director & Secretary","Roger Mills","Director of First National Bank","Roger L. Mills DMD","2021"
"Bainbridge Bancshares,"Inc."","Director","Winston Brock,"Jr"","Director of First National Bank","Rx Drugs,"Inc"","2021"
"Bainbridge Bancshares,"Inc."","Director","Edgar M. Robinson","Director of First National Bank","Peoples Loan Service,"Inc."","2021"
"Bainbridge Bancshares,"Inc."","Director","Richard F. Ivey","Director of First National Bank","Funeral Director-Ivey Funeral Home,"Inc."","2021"
"Bainbridge Bancshares,"Inc."","Director & Asst. Secretary","Roy Adams","Director of First National Bank","President - Adams Const.","2021"
"Bainbridge Bancshares,"Inc."","Director & Asst. Secretary","Roy Adams","Director of First National Bank","Partner - Adams Bros Farm","2021"
"Bainbridge Bancshares,"Inc."","Director","Landin Marzolf","Director of First National","President L & K Chiropractic Services LLC","2021"
"Bainbridge Bancshares,"Inc."","Director","Landin Marzolf","Director of First National","Partner of SAGL Medical Group","2021"
"Bainbridge Bancshares,"Inc."","Director","Greg Calhoun","Director of First National Bank","President - Circle C Farms","2021"
"Bainbridge Bancshares,"Inc."","Director","Greg Calhoun","Director of First National Bank","GC Sprayer Ser. Inc.","2021"
"Bainbridge Bancshares,"Inc."","Director","Greg Calhoun","Director of First National Bank","GC Housing,"Inc"","2021"
"Bainbridge Bancshares,"Inc."","Director","Greg Calhoun","Director of First National Bank","GC Peanut Co. LLC","2021"
"Bainbridge Bancshares,"Inc."","Director","Greg Calhoun","Director of First National Bank","Board Member American Peanut Growers","2021"
"Bainbridge Bancshares,"Inc."","Director","Greg Calhoun","Director of First National Bank","Board Member – Miller Co Gin","2021"
"Bainbridge Bancshares,"Inc."","Director","Greg Calhoun","Director of First National Bank","Director – MHG,"Inc."","2021"
"Bainbridge Bancshares,"Inc."","Director","Donald Barber","Director of First National Bank","Manager of Barber Fertilizer Supply","2021"
"Bainbridge Bancshares,"Inc."","Director","Donald Barber","Director of First National Bank","Director of SOWEGA Cotton Hospital Authority Board Director","2021"
"Bainbridge Bancshares,"Inc."","CFO & Secretary","Donna Kelley","CFO Secretary & Senior Vice President of First National Bank","N/A","2021"
"Bainbridge Bancshares,"Inc."","CEO/President & Director","Brad E. Barber","CEO/President & Director of First National Bank","N/A","2021"
"Bainbridge Bancshares,"Inc."","None","William R. Cox,"Sr."","None","Director - Southern Fidelity Holding LLC","2021"
"Bainbridge Bancshares,"Inc."","None","William R. Cox,"Sr."","None","Director - Southern Fidelity Managing Agency,"LLC."","2021"
"Bainbridge Bancshares,"Inc."","None","William R. Cox,"Sr."","None","President - WRC Enterprises,"LLC."","2021"
"Bainbridge Bancshares,"Inc."","None","William R. Cox,"Sr."","None","President- Richmond Hill Funeral Home Inc.","2021"
"Bainbridge Bancshares,"Inc."","None","William R. Cox,"Sr."","None","President- Jake A Futch Funeral Home Inc.","2021"
"Bainbridge Bancshares,"Inc."","None","William R. Cox,"Sr."","None","Vice President- Vining Ivy Hill Chapel,"Inc."","2021"
```
