```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"FCB Financial Holdings,"Inc."","Weston,"FL"","2016","Black Rock Fund Advisors","Class A shares","2219137","5.249%","n/a"
"FCB Financial Holdings,"Inc."","Weston,"FL"","2016","Franklin Mutual Advisers LLC","Class A shares","2638409","6.241%","n/a"
"FCB Financial Holdings,"Inc."","Weston,"FL"","2016","The Vanguard Group","Class A shares","2725341","6.447%","n/a"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Bond Street Management,"LLC"","Manager","Leslie J. Lieberman","Director and Executive Vice Chairman","SEI Capital,"LLC"","2016","N/A","n/a"
"Bond Street Management,"LLC"","Manager","Leslie J. Lieberman","Director and Executive Vice Chairman","Sterling Partners,"LLC"","2016","N/A","n/a"
"Bond Street Management,"LLC"","Manager","Vincent Tese","Director and Executive Chairman","Cablevision Systems Corp.","2016","N/A","n/a"
"Bond Street Management,"LLC"","Manager","Vincent Tese","Director and Executive Chairman","InterContinental Exchange,"Inc."","2016","N/A","n/a"
"Bond Street Management,"LLC"","Manager","Vincent Tese","Director and Executive Chairman","ICE Clear Credit","2016","N/A","n/a"
"Bond Street Management,"LLC"","Manager","Vincent Tese","Director and Executive Chairman","Mack-Cali Realty Corp.","2016","N/A","n/a"
"Bond Street Management,"LLC"","Manager","Vincent Tese","Director and Executive Chairman","Madison Square Garden","2016","N/A","n/a"
"Bond Street Management,"LLC"","Manager","Vincent Tese","Director and Executive Chairman","NY Racing Association,"Inc."","2016","N/A","n/a"
"Bond Street Investors LLC","Manager of the Managing Member","Leslie J. Lieberman","Director and Executive Vice Chairman","SEI Capital,"LLC"","2016","N/A","n/a"
"Bond Street Investors LLC","Manager of the Managing Member","Leslie J. Lieberman","Director and Executive Vice Chairman","Sterling Partners,"LLC"","2016","N/A","n/a"
"Bond Street Investors LLC","Manager of the Managing Member","Vincent Tese","Director and Executive Chairman","Cablevision Systems Corp.","2016","N/A","n/a"
"Bond Street Investors LLC","Manager of the Managing Member","Vincent Tese","Director and Executive Chairman","InterContinental Exchange,"Inc."","2016","N/A","n/a"
"Bond Street Investors LLC","Manager of the Managing Member","Vincent Tese","Director and Executive Chairman","ICE Clear Credit","2016","N/A","n/a"
"Bond Street Investors LLC","Manager of the Managing Member","Vincent Tese","Director and Executive Chairman","Mack-Cali Realty Corp.","2016","N/A","n/a"
