```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Centerstate Bank Corporation","Malvern,"PA"","2019","Vanguard Group Inc.","common stock","11354048","9.12%","n/a"
"Centerstate Bank Corporation","New York,"NY"","2019","Black Rock,"Inc."","common stock","9288696","7.46%","n/a"
"Centerstate Bank Corporation","Baltimore,"MD"","2019","T. Rowe Price Group,"Inc."","common stock","8972572","7.21%","n/a"
"Centerstate Bank Corporation","n/a","2019","N/A","n/a","n/a","n/a","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Centerstate Bank Corporation","Board Chairman","Ernest S. Pinner","Trustee","Polk State College","2019","n/a","n/a"
"Centerstate Bank Corporation","Board Chairman","Ernest S. Pinner","Partner","S&P Groves","2019","n/a","n/a"
"Centerstate Bank Corporation","Director","James H. Bingham","President","Bingham Realty,"Inc."","2019","Commercial Real Estate,"Shopping Center Developer"","n/a"
"Centerstate Bank Corporation","Director","James H. Bingham","n/a","Concire Centers,"Inc."","2019","Commercial Real Estate,"Shopping Center Developer"","n/a"
"Centerstate Bank Corporation","Director","James H. Bingham","n/a","Concire Inc.","2019","Commercial Real Estate,"Shopping Center Developer"","n/a"
"Centerstate Bank Corporation","Director","James H. Bingham","n/a","Oak Run Apartments Inc.","2019","Commercial Real Estate,"Shopping Center Developer"","n/a"
"Centerstate Bank Corporation","Director","James H. Bingham","n/a","Landing Apartments Inc.","2019","Commercial Real Estate,"Shopping Center Developer"","n/a"
"Centerstate Bank Corporation","Director","James H. Bingham","n/a","Laird Dev Int'l Ltd.","2019","Commercial Real Estate,"Shopping Center Developer"","n/a"
"Centerstate Bank Corporation","Director","James H. Bingham","n/a","Sumter Crossing Properties Inc.","2019","Commercial Real Estate,"Shopping Center Developer"","n/a"
"Centerstate Bank Corporation","Director","Michael J. Brown,"Sr."","n/a","n/a","2019","NA","n/a"
"Centerstate Bank Corporation","Director","C. Dennis Carlton","President and Owner","Mid-State Realty Co.,"Inc."","2019","Citrus harvesting,"dealer","and grove businesses and real estate","real estate development and real estate brokerage"","n/a"
"Centerstate Bank Corporation","Director","William Knox Pou,"Jr."","Executive Vice-President","W.S. Badcock Home Furnishings and More","2019","Retail Furnishings","n/a"
"Centerstate Bank Corporation","Director","Joshua A. Snively","President","Florida Chemical Company,"Inc."","2019","Chemicals","n/a"
"Centerstate Bank Corporation","EVP Chief Administrative Officer","Jennifer Idell","n/a","n/a","2019","N/A","n/a"
"Centerstate Bank Corporation","Director","Griffin A. Greene","President","Greene's Citrus Management,"Inc."","2019","Citrus Business","n/a"
"Centerstate Bank Corporation","Director","Charles W. McPherson","Retired","n/a","2019","Retired Banking Executive","n/a"
"Centerstate Bank Corporation","Director","John Corbett","n/a","n/a","2019","N/A","n/a"
"Centerstate Bank Corporation","Director","Thomas E. Oakley","President","Oakley Groves","2019","Citrus business","n/a"
"Centerstate Bank Corporation","Director","Thomas E. Oakley","n/a","Concire Inc.","2019","Citrus business","n/a"
"Centerstate Bank Corporation","Director","Thomas E. Oakley","n/a","Oakley Transport","2019","Citrus business","n/a"
"Centerstate Bank Corporation","Director","Thomas E. Oakley","n/a","Concire Centers","2019","Citrus business","n/a"
"Centerstate Bank Corporation","Director","Thomas E. Oakley","n/a","Bulk Freight Services","2019","Citrus business","n/a"
"Centerstate Bank Corporation","Director","Thomas E. Oakley","n/a","Oakley Savannah","2019","Citrus business","n/a"
"Centerstate Bank Corporation","Director","Thomas E. Oakley","n/a","Lake Placid Groves","2019","Citrus business","n/a"
"Centerstate Bank Corporation","Director","Thomas E. Oakley","n/a","Sun Ray Groves","2019","Citrus business","n/a"
"Centerstate Bank Corporation","Director","Thomas E. Oakley","n/a","HRT Leasing Ltd","2019","Citrus business","n/a"
"Centerstate Bank Corporation","Director","G. Tierso Nunez II","President","GT Nunez & Associates,"P.Α."","2019","Certified Public Accountant","n/a"
"Centerstate Bank Corporation","EVP,"Chief Operating Officer"","Stephen D. Young","n/a","n/a","2019","N/A","n/a"
"Centerstate Bank Corporation","EVP,"Chief Risk Officer"","Daniel E. Bockhorst","n/a","n/a","2019","N/A","n/a"
"Centerstate Bank Corporation","Bank President","Mark W. Thompson","n/a","n/a","2019","N/A","n/a"
"Centerstate Bank Corporation","Director","Michael F. Ciferri","President","multiple family businesses","2019","President,"multiple diversified family businesses"","n/a"
"Centerstate Bank Corporation","Director","Daniel R. Richey","President","Riverfront Packing Co.","2019","Citrus Business","n/a"
"Centerstate Bank Corporation","Director","Daniel R. Richey","President","Gulfstream Harvesting Co.","2019","Citrus Business","n/a"
"Centerstate Bank Corporation","Director","David Salyers","Retired Sr. Executive","Chick-fil-a,"Inc."","2019","Retired Sr. Executive","n/a"
"Centerstate Bank Corporation","Director","Jody J. Dreyer","Retired Sr. Executive","The Walt Disney Company","2019","Retired Sr. Executive","n/a"
"Centerstate Bank Corporation","Director","John H. Holcomb III","Retired","n/a","2019","Retired Sr. Executive","n/a"
"Centerstate Bank Corporation","Director","Ruffner G. Page,"Jr."","President","McWane,"Inc."","2019","President of manufacturing company","n/a"
"Centerstate Bank Corporation","Director","Richard Murray,"IV"","n/a","n/a","2019","N/A","n/a"
"Centerstate Bank Corporation","EVP,"Chief Financial Officer"","William E. Matthews,"V"","n/a","n/a","2019","N/A","n/a"
```
