```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"","","","","n/a","n/a","n/a","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"South Louisiana Bank","Director","Michael P. Barker","Director","South Louisiana Bank","2023","Barker Motors","n/a"
"South Louisiana Bank","President","Michael P. Barker","President","Barker Automotive (Mitsubishi)","2023","Barker Motors","n/a"
"South Louisiana Bank","President","Michael P. Barker","President","Barker Motors (Buick Pontiac GMC)","2023","Barker Motors","n/a"
"South Louisiana Bank","President","Michael P. Barker","President","Barker Automotive (Honda)","2023","Barker Motors","n/a"
"South Louisiana Bank","Member","Michael P. Barker","n/a","Barker Holding Company","2023","Barker Motors","n/a"
"South Louisiana Bank","President","Michael P. Barker","President","AMMAM L.L.C.","2023","Barker Motors","n/a"
"South Louisiana Bank","President","Michael P. Barker","President","MB & AB,"L. L. C."","2023","Barker Motors","n/a"
"South Louisiana Bank","n/a","Michael P. Barker","n/a","Perfomance Life of America","2023","Barker Motors","n/a"
"South Louisiana Bank","Director","Michael P. Barker","Director","Louisiana DealerServices","2023","Barker Motors","n/a"
"South Louisiana Bank","President","Michael P. Barker","President","Louisiana Honda Dealers Association,"Inc."","2023","Barker Motors","n/a"
"South Louisiana Bank","President","Michael P. Barker","President","Bold and Great","2023","Barker Motors","n/a"
"South Louisiana Bank","Director","Roy M. Beyer","President","BoKela","2023","Retired","n/a"
"South Louisiana Bank","Director","Roy M. Beyer","President","Dularge Investments,"LLC"","2023","Retired","n/a"
"South Louisiana Bank","Director","Roy M. Beyer","n/a","BESH,"LLC"","2023","Retired","n/a"
"South Louisiana Bank","Director","Jason J. Blanchard","President,"CEO & CTO"","Complete Network Management,"Inc."","2023","n/a","n/a"
"South Louisiana Bank","Director","Jason J. Blanchard","President","Fox Investments,"LLC"","2023","n/a","n/a"
"South Louisiana Bank","Director","Jason J. Blanchard","President","CNM Investment Group,"LLC"","2023","n/a","n/a"
"South Louisiana Bank","n/a","Jason J. Blanchard","President","Fox Timber,"LLC"","2023","n/a","n/a"
"South Louisiana Bank","n/a","Jason J. Blanchard","n/a","B & B Timberland,"LLC"","2023","n/a","n/a"
"South Louisiana Bank","Director","Chapman H. Burguieres,"Jr."","President","Magnum Mud Equipment Co. Inc.","2023","n/a","n/a"
"South Louisiana Bank","n/a","Chapman H. Burguieres,"Jr."","President","Grand Coteau,"L.L.C."","2023","n/a","n/a"
"South Louisiana Bank","n/a","Chapman H. Burguieres,"Jr."","President","Magnum Mud Equipment Co.,"L.L.C."","2023","n/a","n/a"
"South Louisiana Bank","n/a","Chapman H. Burguieres,"Jr."","President","Property Trusts,"L.L.C."","2023","n/a","n/a"
"South Louisiana Bank","n/a","Chapman H. Burguieres,"Jr."","President","Land of LA,"II","LLC"","2023","n/a","n/a"
"South Louisiana Bank","n/a","Chapman H. Burguieres,"Jr."","President","Magnum Mud Equipment Co. Cameron,"L.L.C."","2023","n/a","n/a"
"South Louisiana Bank","Chairman","Darryl K. Christen","n/a","Christen & Rhymes,"APLC"","2023","n/a","n/a"
"South Louisiana Bank","President","Mickey B. Thomas","President","South Louisiana Bank","2023","n/a","n/a"
"South Louisiana Bank","President & CEO","Mickey B. Thomas","Stockholder","Lapella Properties,"LLC"","2023","n/a","n/a"
"South Louisiana Bank","President & CEO","Mickey B. Thomas","Member","Dularge Properties,"L.L.C."","2023","n/a","n/a"
"South Louisiana Bank","President & CEO","Mickey B. Thomas","n/a","SLFS,"L.L.C."","2023","n/a","n/a"
"South Louisiana Bank","Director","Jacob A. Watloms","Owner","Watkins,"CPA","APC"","2023","Certified Public Accountant","n/a"
"South Louisiana Bank","n/a","Jacob A. Watloms","Owner","Geist Street Holdings,"LLC"","2023","Certified Public Accountant","n/a"
"South Louisiana Bank","n/a","Jacob A. Watloms","Owner","J Watkins Holdings,"LLC"","2023","Certified Public Accountant","n/a"
"South Louisiana Bank","Director","Charles K. Weaver,"Jr."","n/a","South Louisiana Bank","2023","Manager and Insurance Agent","n/a"
"South Louisiana Bank","Executive Vice President","James K. Walker","n/a","South Louisiana Bank","2023","n/a","n/a"
"South Louisiana Bank","Secretary/Treasurer","Randal J. Bernard","n/a","Pulse Training Solutions,"LLP"","2023","n/a","n/a"
"South Louisiana Bank","Executive Vice President","Steven J. Crispino","n/a","Alyssia Hay LMT,"LLC"","2023","n/a","n/a"
"South Louisiana Bank","Vice-President","David G. Roger","n/a","South Louisiana Bank","2023","n/a","n/a"
"South Louisiana Bank","Senior Vice-President","Robert L. Ross","n/a","South Louisiana Bank","2023","n/a","n/a"
"South Louisiana Bank","Senior Vice-President","Leslie A. Shriner","n/a","South Louisiana Bank","2023","n/a","n/a"
"South Louisiana Bank","President","Karla G. Spinella","President","South Louisiana Bank","2023","Attorney/Pilot","n/a"
"South Louisiana Bank","n/a","Karla G. Spinella","n/a","Terrebonne Land Partnership","2023","Attorney/Pilot","n/a"
"South Louisiana Bank","n/a","Karla G. Spinella","President","DKC Holdings,"LLC"","2023","Attorney/Pilot","n/a"
"South Louisiana Bank","n/a","Karla G. Spinella","President","Multi-Aero,"Inc."","2023","Attorney/Pilot","n/a"
"South Louisiana Bank","n/a","Karla G. Spinella","Manager","Dylan Aviation,"LLC"","2023","Attorney/Pilot","n/a"
"South Louisiana Bank","n/a","Karla G. Spinella","Manager","DKC Aviation,"LLC"","2023","Attorney/Pilot","n/a"
"South Louisiana Bank","n/a","Karla G. Spinella","Shareholder/Director","Buffalo Well Ranch,"LLC"","2023","Attorney/Pilot","n/a"
"South Louisiana Bank","n/a","Karla G. Spinella","Partner","N1155E,"LLC"","2023","Attorney/Pilot","n/a"
"South Louisiana Bank","n/a","Karla G. Spinella","n/a","K & D Air,"LLC"","2023","Attorney/Pilot","n/a"
"South Louisiana Bank","Secretary","Scott A. Haydel,"MD"","Partner","Haydel Family Practice,"APMC"","2023","Medical Doctor","n/a"
"South Louisiana Bank","n/a","Scott A. Haydel,"MD"","Member","Hayquad,"LLC"","2023","Medical Doctor","n/a"
