"Here are the requested CSV tables","extracted from the provided document:"
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"BancTenn Corp","Elizabethton","2017","William B. Greene,"Jr."","Common Stock","1795267","70.90%"
"BancTenn Corp","Kingsport","2017","Roy L. Harmon,"Jr."","Common Stock","165066","6.52%"
"BancTenn Corp","Kingsport","2017","Valerie G. Ketron","Common Stock","213687","8.44%"
"BancTenn Corp","Elizabethton","2017","Rebecca Greene","Common Stock","277906","10.98%"
"BancTenn Corp","Elizabethton","2017","William B. Greene,"Jr. Family Trust"","Common Stock","0","0%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"BancTenn Corp","Chairman of the Board,"President & CEO of the Company"","William B. Greene,"Jr."","Director","Bank of Tennessee","2017"
"BancTenn Corp","Chairman of the Board,"President & CEO of the Company"","William B. Greene,"Jr."","President","Huntington Hills","2017"
"BancTenn Corp","Chairman of the Board,"President & CEO of the Company"","William B. Greene,"Jr."","President","WBG Aviation,"LLC"","2017"
"BancTenn Corp","Shareholder","Rebecca Greene","n/a","n/a","2017"
"BancTenn Corp","n/a","John E. Seward,"Jr."","Director,"Secretary and Treasurer"","Strategic Resources Group,"Inc."","2017"
"BancTenn Corp","n/a","John E. Seward,"Jr."","Director,"Secretary and Treasurer"","Aviation Strategies Group,"Inc."","2017"
"BancTenn Corp","n/a","John E. Seward,"Jr."","Director,"Secretary and Treasurer"","Tanasi Oil & Gas,"Inc."","2017"
"BancTenn Corp","n/a","John E. Seward,"Jr."","Director,"Secretary and Treasurer"","GREE-SEE Technology,"LLC"","2017"
"BancTenn Corp","Executive Vice-President and Director of the Company","Roy L. Harmon,"Jr."","Chairman of the Board and CEO","Bank of Tennessee","2017"
"BancTenn Corp","Executive Vice-President and Director of the Company","Roy L. Harmon,"Jr."","Director","Paragon Commercial Corp.","2017"
"BancTenn Corp","Executive Vice-President and Director of the Company","Roy L. Harmon,"Jr."","Director","Paragon Commercial Bank","2017"
"BancTenn Corp","Director of the Company","Kenneth H. Maness","Director","Bank of Tennessee","2017"
"BancTenn Corp","Director of the Company","James W. Holmes","Director","Bank of Tennessee","2017"
"BancTenn Corp","Director","William R. Barrett","Market President","Bank of Tennessee","2017"
"BancTenn Corp","CFO of the Company","Darla M. Scott","EVP and CFO","Bank of Tennessee","2017"
"BancTenn Corp","Assistant Secretary of the Company","Jennifer Blakley","Secretary to the Board","Bank of Tennessee","2017"
```
