```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"BCI FINANCIAL GROUP,"INC."","Santiago","2016","Banco de Credito e Inversiones","Common Stock","927345444","100%"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"BCI FINANCIAL GROUP,"INC."","Manager/Director","Jorge Gonzalez","Director & General Manager","City National Bank of Florida","2016"
"BCI FINANCIAL GROUP,"INC."","Manager/Director","Jorge Gonzalez","President & CEO","City National Bank of Florida","2016"
"BCI FINANCIAL GROUP,"INC."","Manager/Director","Jorge Gonzalez","n/a","City National Capital Finance,"LLC."","2016"
"BCI FINANCIAL GROUP,"INC."","n/a","Eugenio Von Chrismar","Director & General Manager","n/a","2016"
"BCI FINANCIAL GROUP,"INC."","n/a","Eugenio Von Chrismar","Director","City National Bank","2016"
"BCI FINANCIAL GROUP,"INC."","n/a","Eugenio Von Chrismar","Director","BCI Factoring S.A.","2016"
"BCI FINANCIAL GROUP,"INC."","n/a","Eugenio Von Chrismar","Director","Empresas Yarur S.P.A","2016"
"BCI FINANCIAL GROUP,"INC."","n/a","Eugenio Von Chrismar","President","BCI Asesoria Financiera S.A.","2016"
"BCI FINANCIAL GROUP,"INC."","n/a","Eugenio Von Chrismar","President","BCI Securitizadora S.A.","2016"
"BCI FINANCIAL GROUP,"INC."","n/a","Maria Grisel Vega","Director & General Manager","n/a","2016"
"BCI FINANCIAL GROUP,"INC."","n/a","Maria Grisel Vega","Director","City National Bank of Florida","2016"
"BCI FINANCIAL GROUP,"INC."","n/a","Maria Grisel Vega","Director","BCI Securities,"Inc."","2016"
"BCI FINANCIAL GROUP,"INC."","Secretary","S. Marshall Martin","n/a","General Counsel - City National Bank of Florida","2016"
```
