Here are the requested CSV tables in plain text format:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Pinnacle Financial Corporation","Elberton,"GA"","2023","L Jackson McConnell,"Jr."","Common Stock","119908","9.27%","n/a"
"Pinnacle Financial Corporation","Elberton,"GA"","2023","L Jackson McConnell,"Jr."","Warrants on Common Stock","9507","0.69%","n/a"
"Pinnacle Financial Corporation","Orinda,"CA"","2023","The Korotzer Family Trust","Common Stock","75542","5.50%","n/a"
"Pinnacle Financial Corporation","Atlanta,"GA"","2023","Linton W. Eberhardt,"IV"","Common Stock","69852","5.43%","n/a"
"Pinnacle Financial Corporation","Atlanta,"GA"","2023","Linton W. Eberhardt,"IV"","Warrants on Common Stock","2666","0.21%","n/a"
"Pinnacle Financial Corporation","Spartanburg,"SC"","2023","Laura E. Stille","Common Stock","77337","5.63%","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Pinnacle Financial Corporation","Chairman","L.Jackson McConnell,"Jr."","Chairman","Pinnacle Bank","2023","CEO","n/a"
"Pinnacle Financial Corporation","Shareholder","Kathleen L Korotzer","n/a","n/a","2023","n/a","n/a"
"Pinnacle Financial Corporation","Shareholder","Linton W. Eberhardt,"IV"","n/a","n/a","2023","Medical","n/a"
"Pinnacle Financial Corporation","Shareholder","Laura E. Stille","n/a","n/a","2023","n/a","n/a"
"Pinnacle Financial Corporation","Director","J. Ronald Bracewell,"Jr."","Partner","Bates,"Carter & Co.","LLP"","2023","CPA","n/a"
"Pinnacle Financial Corporation","Director","J. Ronald Bracewell,"Jr."","n/a","BCC Office Holdings,"LLC"","2023","CPA","n/a"
"Pinnacle Financial Corporation","Director","Dr. Thomas McGarity","Director","Dr. Thomas E. McGarity Dental,"LLC"","2023","Dentist Owner","n/a"
"Pinnacle Financial Corporation","Director","Dr. Thomas McGarity","n/a","McGarity Rentals,"LLC"","2023","Dentist Owner","n/a"
"Pinnacle Financial Corporation","Director","Dr. Thomas McGarity","n/a","McGarity Farm,"LLC"","2023","Dentist Owner","n/a"
"Pinnacle Financial Corporation","Director","Dr. Thomas McGarity","n/a","Buckeyes Plantation,"LLC"","2023","Dentist Owner","n/a"
"Pinnacle Financial Corporation","Director","Dr. Thomas McGarity","n/a","McJohn Properties,"LLC"","2023","Dentist Owner","n/a"
"Pinnacle Financial Corporation","Director","Dr. Thomas McGarity","n/a","JMJMS Properties,"LLC"","2023","Dentist Owner","n/a"
"Pinnacle Financial Corporation","Director","Greg T. Herring","Director","Allied Property Management","2023","Collections Owner","n/a"
"Pinnacle Financial Corporation","Director","Greg T. Herring","n/a","Herring Properties,"LLC"","2023","Collections Owner","n/a"
"Pinnacle Financial Corporation","Director","Greg T. Herring","n/a","Big House Payment Solutions,"LLC"","2023","Collections Owner","n/a"
"Pinnacle Financial Corporation","Director","Greg T. Herring","n/a","HKM Partnership,"LLC"","2023","Collections Owner","n/a"
"Pinnacle Financial Corporation","Director","Greg T. Herring","n/a","H&K Property,"LLC"","2023","Collections Owner","n/a"
"Pinnacle Financial Corporation","Director","Marjorie B. Moore","President/Owner","Joe T. Cunningham Interiors","2023","Retail","n/a"
"Pinnacle Financial Corporation","Director","Danielle Barron Benson","Vice President/Owner","Candid Construction Services","2023","Investment","n/a"
"Pinnacle Financial Corporation","Director","David K. Voyles","n/a","n/a","2023","President","n/a"
"Pinnacle Financial Corporation","Director","Michael Fernandez","Owner/Manager","Design Mart LLC","2023","Monument","n/a"
"Pinnacle Financial Corporation","Director","Michael Fernandez","n/a","Fernandez Properties,"LLC"","2023","Monument","n/a"
"Pinnacle Financial Corporation","Director","William McDermott","CEO","McDermott Financial Solutions,"LLC"","2023","Business","n/a"
"Pinnacle Financial Corporation","Director","Tony E. Collins","Owner/CEO","Collins Advisory Group","2023","Advisory","n/a"
"Pinnacle Financial Corporation","Director","Connie M. Melear","CFO","RW Allen Construction,"LLC"","2023","Real Estate","n/a"
"Pinnacle Financial Corporation","Director","Jonathan Holmes","Partner","Mighty 8th Media,"LLC"","2023","Marketing","n/a"
"Pinnacle Financial Corporation","Director","Jonathan Holmes","n/a","LH Artisans LLC","2023","Marketing","n/a"
"Pinnacle Financial Corporation","Director","Jonathan Holmes","n/a","LH Holding LLC","2023","Marketing","n/a"
"Pinnacle Financial Corporation","Director","Kalki Yalamanchili","Owner/Attorney","Y'Chili Law LLC d/b/a HY Law","2023","Attorney","n/a"
"Pinnacle Financial Corporation","Director","Kalki Yalamanchili","n/a","HaY,"LLC"","2023","Attorney","n/a"
"Pinnacle Financial Corporation","Director","Kalki Yalamanchili","n/a","Yalamanchili Investments","2023","Attorney","n/a"
"Pinnacle Financial Corporation","Director","Rafik Bassali","Owner","The Swank Augusta,"LLC"","2023","Retail & Real Estate","n/a"
"Pinnacle Financial Corporation","Director","Rafik Bassali","n/a","Le Lis Gifts,"LLC"","2023","Retail & Real Estate","n/a"
"Pinnacle Financial Corporation","Director","Rafik Bassali","n/a","RB Capital Investments,"LLC"","2023","Retail & Real Estate","n/a"
```
