```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Fourth Capital Holdings,"Inc"","n/a","2022","FCH Employee Stock Ownership Plan","n/a","n/a","100.00%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Fourth Capital Holdings,"Inc"","President and Chief Executive Officer","Brian Heinrichs","n/a","n/a","2022","n/a","n/a"
"Fourth Capital Holdings,"Inc"","Executive Vice President and Chief Financial Officer","Jesse Eddy","n/a","n/a","2022","n/a","n/a"
"Fourth Capital Holdings,"Inc"","Director","Scott Steele","n/a","The Steelman Group","2022","President","n/a"
"Fourth Capital Holdings,"Inc"","Director","Scott Steele","n/a","The Steelman Foundation","2022","President","n/a"
"Fourth Capital Holdings,"Inc"","Director","John Riggins","n/a","Ingram Industries Inc.","2022","Director","n/a"
"Fourth Capital Holdings,"Inc"","Director","John Riggins","n/a","CoreCivic Inc","2022","Director","n/a"
"Fourth Capital Holdings,"Inc"","Director","Charles Robert Bone","n/a","n/a","2022","Attorney","n/a"
"Fourth Capital Holdings,"Inc"","Director","Gregory Sandfort","n/a","n/a","2022","Private Investments","n/a"
"Fourth Capital Holdings,"Inc"","Director","Robert Turner","n/a","Tri Star Energy LLC","2022","President","n/a"
```
