Here are the two requested CSV tables:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Atlantic Capital Bancshares,"Inc."","Baltimore,"Maryland"","2019","T. Rowe Price Associates,"Inc."","Common Stock","3045698","13.7%","n/a"
"Atlantic Capital Bancshares,"Inc."","New York,"New York"","2019","BlackRock,"Inc."","Common Stock","1705904","7.8%","n/a"
"Atlantic Capital Bancshares,"Inc."","Malvern,"Pennsylvania"","2019","The Vanguard Group","Common Stock","1142726","5.22%","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Atlantic Capital Bancshares,"Inc."","Director & Chief Executive Officer","Douglas L. Williams","n/a","n/a","2019","n/a","3555695"
"Atlantic Capital Bancshares,"Inc."","Chief Financial Officer","Patrick T. Oakes","n/a","n/a","2019","n/a","3555695"
"Atlantic Capital Bancshares,"Inc."","President","Richard A. Oglesby,"Jr."","n/a","n/a","2019","n/a","3555695"
"Atlantic Capital Bancshares,"Inc."","Director & Chairman","Walter M. Deriso,"Jr."","n/a","n/a","2019","n/a","3555695"
"Atlantic Capital Bancshares,"Inc."","Director","Henchy R. Enden","Equity Analyst","MFP Investors","2019","Investment Management","3555695"
"Atlantic Capital Bancshares,"Inc."","Director","James H. Graves","Managing Director & Partner","Erwin,"Graves & Jones","LP"","2019","Management Consulting","3555695"
"Atlantic Capital Bancshares,"Inc."","Director","James H. Graves","n/a","Porter Springs Ltd","2019","Management Consulting","3555695"
"Atlantic Capital Bancshares,"Inc."","Director","James H. Graves","n/a","PSL-GY,"LLC"","2019","Management Consulting","3555695"
"Atlantic Capital Bancshares,"Inc."","Director","James H. Graves","n/a","The Picket Fence,"Inc."","2019","Management Consulting","3555695"
"Atlantic Capital Bancshares,"Inc."","Director","James H. Graves","n/a","Erwin,"Graves & Associates","LP"","2019","Management Consulting","3555695"
"Atlantic Capital Bancshares,"Inc."","Director","James H. Graves","n/a","Erwin,"Graves & Associates 1","LLC"","2019","Management Consulting","3555695"
"Atlantic Capital Bancshares,"Inc."","Director","James H. Graves","n/a","Graves Holdings,"LP"","2019","Management Consulting","3555695"
"Atlantic Capital Bancshares,"Inc."","Director","James H. Graves","n/a","Graves Holdings 1,"LLC"","2019","Management Consulting","3555695"
"Atlantic Capital Bancshares,"Inc."","Director","James H. Graves","n/a","J&J Prairie Oaks Ranch 1,"LP"","2019","Management Consulting","3555695"
"Atlantic Capital Bancshares,"Inc."","Director","James H. Graves","n/a","J&J Prairie Oaks Ranch,"LLC"","2019","Management Consulting","3555695"
"Atlantic Capital Bancshares,"Inc."","Director","Douglas J. Hertz","President & Chief Executive Officer","United Distributors,"Inc."","2019","Beverage Distribution","3555695"
"Atlantic Capital Bancshares,"Inc."","Director","R. Charles Shufeldt","Senior Advisor","Brown Brothers Harriman & Company","2019","Investment Management","3555695"
"Atlantic Capital Bancshares,"Inc."","Director","Lizanne Thomas","Partner-in-Charge of the Southern Region","Jones Day","2019","Attorney","3555695"
"Atlantic Capital Bancshares,"Inc."","Director","Mariette Edmunds Zakas","Executive Vice President & Chief Financial Officer","Mueller Water Products,"Inc."","2019","Corporate Management","3555695"
"Atlantic Capital Bancshares,"Inc."","Director","Shantella E Cooper","Executive Director","Atlanta Committee for Progress","2019","Corporate Management","3555695"
"Atlantic Capital Bancshares,"Inc."","Executive Vice President & Chief Credit Officer","Robert Bugbee","n/a","n/a","2019","n/a","3555695"
"Atlantic Capital Bancshares,"Inc."","Executive Vice President - Corporate Financial Services Division","Kurt Shreiner","n/a","n/a","2019","n/a","3555695"
"Atlantic Capital Bancshares,"Inc."","Executive Vice President & Chief Risk Officer","Gary Fleming","n/a","n/a","2019","n/a","3555695"
"Atlantic Capital Bancshares,"Inc."","Executive Vice President & Chief Human Resources Officer","Annette Rollins","n/a","n/a","2019","n/a","3555695"
"Atlantic Capital Bancshares,"Inc."","n/a","T. Rowe Price Associates,"Inc."","n/a","n/a","2019","n/a","3555695"
"Atlantic Capital Bancshares,"Inc."","n/a","RMB Capital Holdings,"LLC"","n/a","n/a","2019","n/a","3555695"
"Atlantic Capital Bancshares,"Inc."","n/a","BlackRock,"Inc."","n/a","n/a","2019","n/a","3555695"
"Atlantic Capital Bancshares,"Inc."","n/a","The Vanguard Group","n/a","n/a","2019","n/a","3555695"
```
