Here are the two tables extracted from the document as requested:
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"ALAPAHA HOLDING COMPANY","Director","Luther L Duke,"III"","Director - Bank of Alapaha","Adel Ice Company,"Inc. CEO; Hopeful Ice of South Georgia","Inc. CEO"","2022"
"ALAPAHA HOLDING COMPANY","President","Kenneth E Hughes","President and CEO","n/a","2022"
"ALAPAHA HOLDING COMPANY","Director","Tommy Lee","Director - Bank of Alapaha","Lee Farm Supply,"LLC-Managing Member"","2022"
"ALAPAHA HOLDING COMPANY","Director","Steve McMillan","Director - Bank of Alapaha","Berrien Peanut Co-CEO; Southern Grace Farms,"Inc. CEO Middle Branch","LLP CEO"","2022"
"ALAPAHA HOLDING COMPANY","Director","C Dane Perkins","Director - Bank of Alapaha","Troutdale Corporation CEO Perkins Warehouse Inc. CEO","2022"
"ALAPAHA HOLDING COMPANY","Director","Sylvia L Roberts","Director - Bank of Alapaha","Alapaha Station Celebration Inc CEO","2022"
"ALAPAHA HOLDING COMPANY","Director","Daniel L Studstill","Director - Bank of Alapaha","Daniel L Studstill,"PC CEO"","2022"
"ALAPAHA HOLDING COMPANY","CFO","Erin B Watson","CFO - Bank of Alapaha","Studstill Firm,"LLP Member"","2022"
"ALAPAHA HOLDING COMPANY","Director","Brian E Stone","Director - Bank of Alapaha","Adel Properties,"LLC CEO Stone's Development CEO Water's Edge Construction LLC Stone Ridge Rental","LLC Brian Stone Construction Inc"","2022"
"ALAPAHA HOLDING COMPANY","Secretary","Ellen Brogdon","Vice President-Bank of Alapaha","Dorothy P Ingram Trust,"Trustee"","2022"
"ALAPAHA HOLDING COMPANY","MA","Angela McMillan","Vice President-Bank of Alapaha","Barry's Deli","2022"
"ALAPAHA HOLDING COMPANY","N/A","Belinda Holbrook","Vice President-Bank of Alapaha","None","2022"
"ALAPAHA HOLDING COMPANY","N/A","Jay Funderburke","Chief Compliance Officer","None","2022"
