"Here are the two tables extracted from the document in CSV format","as requested:"
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"LIBERTY BANCORP OF GEORGIA,"INC."","Tallulah Falls,"Ga."","2018","Johnny Mark Irvin","n/a","183876","27.744%","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Clarkesville,"Ga."","2018","David Irvin","n/a","74060","11.174%","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Lakemont,"Ga."","2018","Wanda Jackson Hutchison","n/a","36215","5.464%","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"LIBERTY BANCORP OF GEORGIA,"INC."","Chairman,"CEO & Director"","Johnny Mark Irvin","Director & President","North Ga. Foods,"Inc."","2018","CEO","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Chairman,"CEO & Director"","Johnny Mark Irvin","Director & President","Southland Foods,"Inc."","2018","CEO","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Chairman,"CEO & Director"","Johnny Mark Irvin","Director & President","Overlook Foods,"Inc."","2018","CEO","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Chairman,"CEO & Director"","Johnny Mark Irvin","General Partner","Lake Rabun Properties","2018","CEO","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Chairman,"CEO & Director"","Johnny Mark Irvin","General Partner","Irvin,"Irvin","& Irvin"","2018","CEO","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Chairman,"CEO & Director"","Johnny Mark Irvin","General Partner","Irvin Properties","2018","CEO","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Chairman,"CEO & Director"","Johnny Mark Irvin","General Partner","Jackson & Irvin","2018","CEO","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Chairman,"CEO & Director"","Johnny Mark Irvin","Partner & Sec/Treas.","DJ Partners Realty LLC","2018","CEO","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Chairman,"CEO & Director"","Johnny Mark Irvin","Partner & Sec/Treas.","J&D Irvin Holdings,"LLC"","2018","CEO","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director","Wanda Hutchison","General Partner","Jackson & Irvin","2018","Retired","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director","Wanda Hutchison","Admin.","Kasey Kids,"LLC"","2018","Retired","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director & Secretary","Greg W. Funkhouser","n/a","n/a","2018","Pres. Rabun County Bank","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","n/a","David Irvin","n/a","n/a","2018","Business owner & Managing Partner","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director,"Rabun County Bank"","George G. Krivsky","Director & Sec./Treas.","North Georgia Foods,"Inc."","2018","Retired","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director,"Rabun County Bank"","George G. Krivsky","Director & Sec./Treas.","Southland Foods,"Inc."","2018","Retired","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director,"Rabun County Bank"","George G. Krivsky","General Partner","Lake Rabun Properties","2018","Retired","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director,"Rabun County Bank"","George G. Krivsky","General Partner","Irvin,"Irvin","& Irvin"","2018","Retired","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director,"Rabun County Bank"","George G. Krivsky","General Partner","Irvin Properties","2018","Retired","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director,"Rabun County Bank"","George G. Krivsky","Partner & Pres.","DJ Partners Realty LLC","2018","Retired","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director,"Rabun County Bank"","George G. Krivsky","Director & Sec./Treas.","Overlook Foods,"Inc."","2018","Retired","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director,"Rabun County Bank"","George G. Krivsky","Partner & Pres","J&D Irvin Holdings,"LLC"","2018","Retired","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director","Claude Rickman","Owner","Claude Rickman Construction,"Inc."","2018","Building Contractor","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director","Claude Rickman","Advisory Board","Northeast Ga. Food Bank","2018","Building Contractor","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director","Claude Rickman","Board of Trusteee","Rabun Gap Nacoochee School","2018","Building Contractor","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director","Samuel R. Beck","Coroner","Rabun County,"Ga."","2018","Funeral Home Director/Mortician","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director","Samuel R. Beck","Owner","Beck Funeral Home","2018","Funeral Home Director/Mortician","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director","Samuel R. Beck","Chairman","Rabun County Water & Sewer Authority","2018","Funeral Home Director/Mortician","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director","Stephen R. Arbitter","Owner & Pres.","Cathy Arbitter Farms Business Park LLC","2018","Veterinarian","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director","Stephen R. Arbitter","CEO","Rabun Animal Hospital","2018","Veterinarian","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director","Melanie I. Silvestri","SVP-Senior Credit Officer","First Landmark Bank","2018","Banker","n/a"
"LIBERTY BANCORP OF GEORGIA,"INC."","Director","Robert E. Tritt","Partner","Denton US LLP","2018","Attorney","n/a"
```
