"Okay","I will extract the requested information and format it into two CSV tables."
```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Merchants & Marine Bancorp,"Inc."","n/a","2021","N/A","n/a","n/a","n/a","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Merchants & Marine Bancorp,"Inc."","Director","Paul H. Moore,"Jr.","M.D."","Trustee","Jean M. Moore Trust","2021","Retired Radiologist","94139"
"Merchants & Marine Bancorp,"Inc."","Director","Paul H. Moore,"Jr.","M.D."","Trustee","Paul H. Moore Trust","2021","Retired Radiologist","94139"
"Merchants & Marine Bancorp,"Inc."","Director","Thomas B. Van Antwerp","Trustee","Hearin-Chandler Trust","2021","Trustee,"The Hearin-Chandler Foundation"","94139"
"Merchants & Marine Bancorp,"Inc."","Director","Thomas B. Van Antwerp","Trustee","Ann Hearin","2021","Trustee,"The Hearin-Chandler Foundation"","94139"
"Merchants & Marine Bancorp,"Inc."","Chairman of Board","Royce Cumbest","Director","Mississippi Power Company","2021","N/A","94139"
"Merchants & Marine Bancorp,"Inc."","Director","Frank J. Hammond,"III"","Non-equity Member","Watkins & Eager Law Firm","2021","Attorney","94139"
"Merchants & Marine Bancorp,"Inc."","Director","Abe L. Harper","Co-Owner","Harper Technologies,"LLC"","2021","Owner,"Harper Technologies","LLC"","94139"
"Merchants & Marine Bancorp,"Inc."","Director","Julius A. Willis,"Jr.","D.M.D."","Owner","Willis and Associates,"LLC"","2021","Retired Dentist","94139"
"Merchants & Marine Bancorp,"Inc."","Director","Julius A. Willis,"Jr.","D.M.D."","Owner","Johnson","2021","Retired Dentist","94139"
"Merchants & Marine Bancorp,"Inc."","Director","Russell Buster","Owner","C-Sharpe Construction","2021","Owner,"Construction Company"","94139"
"Merchants & Marine Bancorp,"Inc."","Director","Diann M. Payne","n/a","n/a","2021","Executive Director,"Jackson County Civic Action"","94139"
"Merchants & Marine Bancorp,"Inc."","Director","Amy L. St. Pe","Owner","Amy Lassiter St. Pé,"PA"","2021","Attorney","94139"
"Merchants & Marine Bancorp,"Inc."","Director","Alan K. Sudduth","n/a","n/a","2021","Public and Government Affairs Manager","94139"
"Merchants & Marine Bancorp,"Inc."","Director","Henry G. (Hank) Torjusen,"Jr."","Co-owner","Fletcher Construction Company,","2021","Owner,"Construction Company"","94139"
"Merchants & Marine Bancorp,"Inc."","Director","Henry G. (Hank) Torjusen,"Jr."","Co-owner","M&T,"LLC"","2021","Owner,"Construction Company"","94139"
"Merchants & Marine Bancorp,"Inc."","President and Chief Executive Officer","Clayton Legear","n/a","n/a","2021","President and Chief Executive Officer Merchants & Marine Bank","94139"
"Merchants & Marine Bancorp,"Inc."","Executive Vice President/Chief Risk and Strategy Officer","Jeff Trammell","n/a","n/a","2021","n/a","94139"
"Merchants & Marine Bancorp,"Inc."","Executive Vice President/Chief Financial Officer","Casey Hill","n/a","n/a","2021","n/a","94139"
"Merchants & Marine Bancorp,"Inc."","Executive Vice President/Chief Banking Officer","Greg Hodges","n/a","n/a","2021","n/a","94139"
"Merchants & Marine Bancorp,"Inc."","Assistant Vice President/Secretary to the Board","Jackie Skelton","n/a","n/a","2021","n/a","94139"
"Merchants & Marine Bancorp,"Inc."","Executive Vice President/Coastal Mississippi Market President","Mack Rushing","n/a","n/a","2021","n/a","94139"
"Merchants & Marine Bancorp,"Inc."","Executive Vice President/Chief Administrative Officer","Kristi Maxwell","n/a","n/a","2021","n/a","94139"
"Merchants & Marine Bancorp,"Inc."","Executive Vice President/Alabama Market President","Jimmy Conyers","n/a","n/a","2021","n/a","94139"
"Merchants & Marine Bancorp,"Inc."","Vice President/ Human Resources Director","Sheryl Wolfe","n/a","n/a","2021","n/a","94139"
"Merchants & Marine Bancorp,"Inc."","Vice President/Retail Banking","David Thomas","n/a","n/a","2021","n/a","94139"
"Merchants & Marine Bancorp,"Inc."","Executive Vice President","Herman E. Smith","n/a","n/a","2021","n/a","94139"
"Merchants & Marine Bancorp,"Inc."","President Mortgage Operations","Sharon Rice","n/a","n/a","2021","n/a","94139"
"Merchants & Marine Bancorp,"Inc."","President Mortgage Production","Jonathan Shows","n/a","n/a","2021","n/a","94139"
```
