```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"n/a","n/a","2021","n/a","n/a","n/a","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Alapaha Holding Company","Director","Luther L Duke,"III"","Director - Bank of Alapaha","Adel Ice Company,"Inc. CEO; Hopeful Ice of South Georgia","Inc. CEO"","2021"
"Alapaha Holding Company","President","Kenneth E Hughes","President and CEO","N/A","2021"
"Alapaha Holding Company","Director","Tommy Lee","Director - Bank of Alapaha","Lee Farm Supply,"LLC-Managing Member"","2021"
"Alapaha Holding Company","Director","Steve McMillan","Director - Bank of Alapaha","Berrien Peanut Co-CEO; Southern Grace Farms,"Inc. CEO Middle Branch","LLP CEO"","2021"
"Alapaha Holding Company","Director","C Dane Perkins","Director - Bank of Alapaha","Troutdale Corporation CEO Perkins Warehouse Inc. CEO","2021"
"Alapaha Holding Company","Director","Sylvia L Roberts","Director - Bank of Alapaha","Alapaha Station Celebration Inc CEO","2021"
"Alapaha Holding Company","Director","Daniel L Studstill","Director - Bank of Alapaha","Daniel L Studstill,"PC CEO Studstill Firm","LLP Member"","2021"
"Alapaha Holding Company","n/a","Erin B Watson","CFO - Bank of Alapaha","N/A","2021"
"Alapaha Holding Company","Director","Brian E Stone","Director-Bank of Alapaha","Adel Properties,"LLC CEO Stone's Development CEO Water's Edge Construction LLC Stone Ridge Rental","LLC Brian Stone Construction Inc"","2021"
```
