Here are the requested CSV tables:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"FIRST SECURITY BANKSHARES,"INC."","TOCCOA,"GA"","2019","CHARLES BENNETT TRUST","n/a","1289.0","3.38%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","TOCCOA,"GA"","2019","GENEVA BENNETT","n/a","1476.0","3.87%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","SIMPSONVILLE,"SC"","2019","TRACIE DOWIS","n/a","909.0","2.38%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","SIMPSONVILLE,"SC"","2019","GRANT DOWIS","n/a","502.0","1.32%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","SIMPSONVILLE,"SC"","2019","MADELINE DOWIS","n/a","546.0","1.43%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","SIMPSONVILLE,"SC"","2019","MARY PATSY GILBERT","n/a","4909.0","12.86%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","SIMPSONVILLE,"SC"","2019","HW WHITWORTH IRRV TRUST","n/a","2946.0","7.72%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","MONROE,"GA"","2019","CAROLINE LOUISE KELLY","n/a","740.0","1.94%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","MONROE,"GA"","2019","LEIGH W KELLY","n/a","3184.0","8.34%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","MONROE,"GA"","2019","MATTHEW THOMAS KELLY","n/a","733.0","1.92%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","MONROE,"GA"","2019","WESLEY WILLIAM KELLY","n/a","740.0","1.94%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","MONROE,"GA"","2019","THOMAS F KELLY","n/a","412.0","1.08%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","ANDERSON,"SC"","2019","JANIECE M. WHITE","n/a","2000.0","5.24%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","TOCCOA,"GA"","2019","BARRY S WHITWORTH","n/a","3001.0","7.86%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","TOCCOA,"GA"","2019","SARAH ELIZABETH WHITWORTH","n/a","575.0","1.51%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","TOCCOA,"GA"","2019","STEVEN JARRETT WHITWORTH","n/a","593.0","1.55%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","TOCCOA,"GA"","2019","LAURA J WHITWORTH","n/a","340.0","0.89%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","TOCCOA,"GA"","2019","HW WHITWORTH IRR TRUST","n/a","3501.0","9.17%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","LIBURN,"GA"","2019","WENDY WHITWORTH","n/a","2456.0","6.44%","n/a"
"FIRST SECURITY BANKSHARES,"INC."","HARTWELL,"GA"","2019","RANDY WHITWORTH","n/a","1910.0","5.00%","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"FIRST SECURITY BANKSHARES,"INC."","DIRECTOR","JOHN C.SEAY","DIRECTOR","n/a","2019","RETIRED","n/a"
"FIRST SECURITY BANKSHARES,"INC."","CHAIRMAN","BARRY WHITWORTH","PRESIDENT","FRANKLIN INSURANCE AGENCY","2019","INSURANCE AGENT","n/a"
"FIRST SECURITY BANKSHARES,"INC."","DIRECTOR","GERALD VOYLES","DIRECTOR","n/a","2019","RETIRED","n/a"
"FIRST SECURITY BANKSHARES,"INC."","PRESIDENT/CEO DIRECTOR","RICHARD A BASINGER,"JR"","DIRECTOR","n/a","2019","BANKING","n/a"
"FIRST SECURITY BANKSHARES,"INC."","DIRECTOR","BOBBY LEE VAUGHN","SVP/DIRECTOR","n/a","2019","BANKING","n/a"
"FIRST SECURITY BANKSHARES,"INC."","CFO/DIRECTOR","ROBERT E CURRY","CFO/DIRECTOR","n/a","2019","BANKING","n/a"
"FIRST SECURITY BANKSHARES,"INC."","PRINCIPAL SHAREHOLDER","LEIGH W KELLY","DIRECTOR","n/a","2019","HOME-MAKER","n/a"
"FIRST SECURITY BANKSHARES,"INC."","DIRECTOR","WILLIAM.P HOGAN,"SR."","SENIOR CREDIT OFFICER/DIRECTOR","n/a","2019","BANKING","n/a"
"FIRST SECURITY BANKSHARES,"INC."","DIRECTOR","SHADE W STOREY","SVP/DIRECTOR","n/a","2019","BANKING","n/a"
"FIRST SECURITY BANKSHARES,"INC."","DIRECTOR","PEGGY B SLAPPEY","DIRECTOR","PEGGY SLAPPEY PROPERTIES","2019","REAL ESTATE DEVELOPER","n/a"
```
