```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"Legends Financial Holdings,"Inc."","Clarksville,"TN"","2017","n/a","n/a","n/a","n/a","3100749"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"Legends Financial Holdings,"Inc."","Director,"Chairman","& President/CEO"","Billy Atkins","Director,"Chairman"","Legends Bank","2017","n/a","2745426"
"Legends Financial Holdings,"Inc."","Director,"Chairman","& President/CEO"","Billy Atkins","President","Legends Financial Services","2017","n/a","2745426"
"Legends Financial Holdings,"Inc."","Director","Mark Banett","Director","Legends Bank","2017","Livestock Warehouse/ Farmer","2745426"
"Legends Financial Holdings,"Inc."","Director","Mark Banett","1/3 Partner","KY-TN Livestock","2017","Livestock Warehouse/ Farmer","2745426"
"Legends Financial Holdings,"Inc."","Director,"EVP & COO"","Tommy Bates","Director,"President & CEO"","Legends Bank","2017","n/a","2745426"
"Legends Financial Holdings,"Inc."","Director,"EVP & COO"","Tommy Bates","Secretary/VP","Legends Financial Services","2017","n/a","2745426"
"Legends Financial Holdings,"Inc."","Director","Ronnie Goad","Director","Legends Bank","2017","Home builder","2745426"
"Legends Financial Holdings,"Inc."","Director","Dick Littleton","Director","Legends Bank","2017","Real Estate agent","2745426"
"Legends Financial Holdings,"Inc."","Director","Pravin (Bob) Patel","Director","Legends Bank","2017","Hotel/Motel operator","2745426"
"Legends Financial Holdings,"Inc."","SVP/CFO","Lee Pedigo","EVP & CFO","Legends Bank","2017","n/a","2745426"
"Legends Financial Holdings,"Inc."","SVP/CFO","Lee Pedigo","CFO","Legends Financial Services","2017","n/a","2745426"
"Legends Financial Holdings,"Inc."","Director","Jeff Turner","Director","Legends Bank","2017","Ajax Distributing Co Owner/President","2745426"
"Legends Financial Holdings,"Inc."","Director","Jeff Turner","Owner/President","Ajax Distributing Co.,"Inc"","2017","Ajax Distributing Co Owner/President","2745426"
"Legends Financial Holdings,"Inc."","Director","Doug Weiland","Director,"Vice-Chairman"","Legends Bank","2017","Retired","2745426"
"Legends Financial Holdings,"Inc."","Vice-Chairman","Doug Weiland","Director,"Vice-Chairman"","Legends Bank","2017","Retired","2745426"
```
