Here are the requested CSV tables:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Central Bank","Tampa","2018","Vijay M. Patel and Tejal V. Patel","n/a","100000","5.42%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Central Bank","Executive Vice President","Jayesh K. Patel","President/CEO","Central Bank","2018"
"Central Bank","Director","John Thompson","Director","Central Bank","2018"
"Central Bank","Director","Arvind C. Patel","Director","Central Bank","2018"
"Central Bank","Vice Chairman and Secretary","Nileshkumar C. Patel","Director/Vice Chairman/Secretary/EVP-Risk Manager/ISO/CFO","Central Bank","2018"
"Central Bank","Director","Jiten Patel","Director","Central Bank","2018"
"Central Bank","Director","Jayesh D. Patel","Director","Central Bank","2018"
"Central Bank","Director","Dinubhai Patel","Director","Central Bank","2018"
"Central Bank","Director","Mahendra Patel","Director","Central Bank","2018"
"Central Bank","Director","Rajeshkumar C. Patel","Director","Central Bank","2018"
"Central Bank","Director","Dr. Vijay Patel","Director/Chairman","Central Bank","2018"
"Central Bank","Director","Shilen Patel","Director/Chairman/President & CEO","Central Bank","2018"
"Central Bank","Land","Scott Kohler","SVP/Senior Lending Officer","n/a","2018"
"Central Bank","Bank Officer","Russ Andersen","EVP/Chief Financial Officer/NA","n/a","2018"
```
