Here are the two tables extracted from the document in CSV format:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Affinity Bancshares,"Inc."","Ft. Lauderdale","2022","Kenneth R. Lehman","Common Stock","759633","11.50%"
"Affinity Bancshares,"Inc."","Quincy","2022","Affinity Bank Employee Stock Ownership Plan Trust","Common Stock","556607","8.43%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Affinity Bancshares,"Inc."","Director & CEO","Edward J. Cooney","CEO,"Affinity Bank"","n/a","2022"
"Affinity Bancshares,"Inc."","Director & Chairman","William D. Fortson,"Jr."","Owner,"Ginn Motor Company"","Ginn Motor Company","2022"
"Affinity Bancshares,"Inc."","Director","Marshall L. Ginn","Associate Broker,"RE/MAX"","RE/MAX Agents Realty","2022"
"Affinity Bancshares,"Inc."","Director","Bob W. Richardson","Pharmacist (Retired)/Owner","People's Drug Store & Taziki's Mediterranean Café","2022"
"Affinity Bancshares,"Inc."","Director","Robin Reich","President,"Reich Dental Center"","Reich Dental Center","2022"
"Affinity Bancshares,"Inc."","Director","Howard G. Roberts","President(Retired),"FNB Bank Covington","GA"","FNB Bank Covington,"GA"","2022"
"Affinity Bancshares,"Inc."","Director","Mark Ross","Owner,"Right at Home"","Right at Home","2022"
"Affinity Bancshares,"Inc."","Director","Edward P. Stone","President/Chief Executive Officer,"Longleaf Hospice"","Longleaf Hospice","2022"
"Affinity Bancshares,"Inc."","Senior Vice President Chief Financial Officer","Brandi Pajot","Senior Vice President Chief Financial Officer,"Affinity Bank"","Affinity Bank","2022"
"Affinity Bancshares,"Inc."","Shareholder","Kenneth R. Lehman","n/a","n/a","2022"
```
