"Okay","here are the two tables extracted from the document","formatted as CSV and following all the instructions you provided:"
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"BOLC Corp","n/a","2022","Charles E. Gleghorn","n/a","n/a","n/a"
"BOLC Corp","Director & Chairman","Charles E. Gleghorn","Director & Chairman","Bank of Lincoln County","2022"
"BOLC Corp","n/a","Kristie Brannon","n/a","n/a","2022"
"BOLC Corp","Director","Kristie Brannon","Director","Bank of Lincoln County","2022"
"BOLC Corp","n/a","Tony Groce","n/a","n/a","2022"
"BOLC Corp","Director","Tony Groce","Director","Bank of Lincoln County","2022"
"BOLC Corp","n/a","Charles Wayne Damron","n/a","n/a","2022"
"BOLC Corp","Director","Charles Wayne Damron","Director","Bank of Lincoln County","2022"
"BOLC Corp","n/a","Tom S. Bigham,"III"","n/a","n/a","2022"
"BOLC Corp","Director","Tom S. Bigham,"III"","Director","Bank of Lincoln County","2022"
"BOLC Corp","n/a","Charles Higgins","n/a","n/a","2022"
"BOLC Corp","Director","Charles Higgins","Director","Bank of Lincoln County","2022"
"BOLC Corp","n/a","Billy Joe Evans","n/a","n/a","2022"
"BOLC Corp","Director","Billy Joe Evans","Director","Bank of Lincoln County","2022"
"BOLC Corp","n/a","William L. Thomas","n/a","n/a","2022"
"BOLC Corp","Director","William L. Thomas","Director","Bank of Lincoln County","2022"
"BOLC Corp","n/a","Dale Gleghorn","n/a","n/a","2022"
"BOLC Corp","Director President","Dale Gleghorn","Director","Bank of Lincoln County","2022"
"BOLC Corp","n/a","Gay Gleghorn Dempsey","n/a","n/a","2022"
"BOLC Corp","Director CEO","Gay Gleghorn Dempsey","Director","Bank of Lincoln County","2022"
"BOLC Corp","n/a","Lee Lasater","n/a","n/a","2022"
"BOLC Corp","Director","Lee Lasater","n/a","n/a","2022"
```
