Here are the two CSV tables extracted from the document:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"ANB Holdings,"Inc."","Fort Lauderdale","2019","Richard S. Ingham Revocable Trust","n/a","1309360","90.74%"
"ANB Holdings,"Inc."","n/a","2019","None","n/a","n/a","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"ANB Holdings,"Inc."","Director","Jay B. Deuschle","Director","American National Bank","2019"
"ANB Holdings,"Inc."","Director","Richard S. Ingham,"Jr."","Director","American National Bank","2019"
"ANB Holdings,"Inc."","Director & Secretary","Frederick H. Ingham","Director & Secretary","American National Bank","2019"
"ANB Holdings,"Inc."","Director & Chairman","Timothy C. Ingham","Director & Chairman","American National Bank","2019"
"ANB Holdings,"Inc."","Director","Richard S. Ingham","Director","American National Bank","2019"
"ANB Holdings,"Inc."","Director","Gary J. Faysash","Director","American National Bank","2019"
"ANB Holdings,"Inc."","Director & President","Virginia L. Martin","Director & President","American National Bank","2019"
"ANB Holdings,"Inc."","Director","Julie Pabst","Director","American National Bank","2019"
"ANB Holdings,"Inc."","Treasurer","James R. Odza","EVP - CFO","American National Bank","2019"
```
