"Here are the two tables in CSV format","as requested."
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"BOJ BANCSHARES,"INC."","Jackson","2016","ROBERT A. CONNELL","Common Stock","4834","15.02%"
"BOJ BANCSHARES,"INC."","Jackson","2016","THE HIGHLANDS BANK SAVINGS AND RETIREMENT PLAN","Common Stock","6069.65","18.85%"
"BOJ BANCSHARES,"INC."","Jackson","2016","GAYLE GILLUM MACDIARMID","Common Stock","4714","14.64%"
"BOJ BANCSHARES,"INC."","Jackson","2016","M. LEROY HARVEY,"JR."","Common Stock","4415","13.71%"
"BOJ BANCSHARES,"INC."","Jackson","2016","MICHAEL L. CREED","Common Stock","2318.14","7.20%"
"BOJ BANCSHARES,"INC."","Jackson","2016","MICHAEL L. CREED","Options","1500","4.66%"
"BOJ BANCSHARES,"INC."","n/a","2016","None","n/a","n/a","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"BOJ BANCSHARES,"INC."","Director/Chairman","M. Leroy Harvey,"Jr."","Director/Chairman-The Highlands Bank","Harvey Enterprises","2016"
"BOJ BANCSHARES,"INC."","Director","Robert A. Connell","Director/Atty.-The Highlands Bank","Robert A. Connell,"Atty at Law"","2016"
"BOJ BANCSHARES,"INC."","Director","Charlie L. Massey","Director-The Highlands Bank","Massey & Mizell Contractors,"Inc."","2016"
"BOJ BANCSHARES,"INC."","Director","Henry I. Rogillio","Director-The Highlands Bank","n/a","2016"
"BOJ BANCSHARES,"INC."","Director","Scott Harrington","Director-The Highlands Bank","Harrington Office LLC","2016"
"BOJ BANCSHARES,"INC."","Pres/CEO/Director","Michael L. Creed","Pres/CEO/Director-The Highlands Bank","Creed Family Properties,"LLC"","2016"
"BOJ BANCSHARES,"INC."","Director","Shelton Watts","Director-The Highlands Bank","AAS Company","2016"
"BOJ BANCSHARES,"INC."","Director","M. Kevin Tomb","Director-The Highlands Bank","R.C. McDonald Co. Inc. dba McDonald Pharmacy","2016"
"BOJ BANCSHARES,"INC."","CFO","Heather Spillman","Sr. VP/CFO-The Highlands Bank","n/a","2016"
"BOJ BANCSHARES,"INC."","n/a","Ricky Sparks","Sr. Executive Officer-The Highlands Bank","n/a","2016"
"BOJ BANCSHARES,"INC."","n/a","Gayle Gillum Macdiarmid","n/a","n/a","2016"
"BOJ BANCSHARES,"INC."","n/a","The Highlands Bank Savings and Retirement Plan","n/a","n/a","2016"
