```csv
SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
```
```csv
INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"American Bancorp,"Inc."","Director & Vice-Chairman","Michael Gilstrap","Director & Vice Chairman","n/a","2023"
"American Bancorp,"Inc."","Director","Ajitkumar Patel (Adam)","Director","Premier Hotel Group","2023"
"American Bancorp,"Inc."","Director","Dipesh Patel","Director","Suhani Development LLC","2023"
"American Bancorp,"Inc."","Director","Maneklal Patel","Director","Ganesh Corp/Days Inn","2023"
"American Bancorp,"Inc."","Director","Rasikbhai Patel","Director","Deesha Enterprises,"Inc."","2023"
"American Bancorp,"Inc."","Director","John F. Hall","Director","George H. Hall Family Partnership,"L.P."","2023"
"American Bancorp,"Inc."","Director","Rajesh A. Patel","Director","Apsilon Management,"Inc."","2023"
"American Bancorp,"Inc."","Director","Mukesh B. Patel (Tommy)","Director","3 Amigos Holding LLC","2023"
"American Bancorp,"Inc."","Bank CFO","Rebecca P. Bell","Bank CFO","Verandah View,"LLC"","2023"
"American Bancorp,"Inc."","Bank COO","Andy Flowers","Bank COO","n/a","2023"
```
