```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"American Pride Bank","n/a","2021","None","n/a","n/a","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"American Pride Bank","Director & Vice-Chairman","Michael Gilstrap","Director & Vice Chairman","n/a","2021"
"American Pride Bank","Director","Ajitkumar Patel","Director","n/a","2021"
"American Pride Bank","Director","Dipesh Patel","Director","n/a","2021"
"American Pride Bank","Director","Maneklal Patel","Director","n/a","2021"
"American Pride Bank","Director","Rasikbhai Patel","Director","n/a","2021"
"American Pride Bank","Director & Chairman","Piyush K. Patel","Director & Chairman","n/a","2021"
"American Pride Bank","Bank director,"CEO","& President"","John F. Hall","Director","n/a","2021"
"American Pride Bank","Bank CFO","Rebecca P. Bell","Bank CFO","n/a","2021"
"American Pride Bank","Bank COO","Andy Flowers","Bank COO","n/a","2021"
```
