"Okay","I understand. Here are the two CSV tables extracted from the provided document","adhering to all your instructions and formatting requirements."
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"CBA Bankshares,"Inc."","Americus","2015","James R. Buchanan,"Jr."","Common Stock","21740","6.55%"
"CBA Bankshares,"Inc."","Cordele","2015","Jennifer P. Buford","Common Stock","39254","11.82%"
"CBA Bankshares,"Inc."","Americus","2015","Perry Brothers,"LLC"","Common Stock","32968","9.93%"
"CBA Bankshares,"Inc."","Atlanta","2015","Ben F. Easterlin,"IV"","Common Stock","76600","23.07%"
"CBA Bankshares,"Inc."","Americus","2015","Louis Riccardi","Common Stock","16600","5.00%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"CBA Bankshares,"Inc."","Director and Chairman","James R. Buchanan,"Jr."","n/a","Buchanan Farms,"Inc."","2015"
"CBA Bankshares,"Inc."","Director","Ben F. Easterlin IV","n/a","King and Spalding","2015"
"CBA Bankshares,"Inc."","n/a","Tommye B Easterlin","n/a","n/a","2015"
"CBA Bankshares,"Inc."","Director","Edward D. Jones & Co. FBO: James G. Herron","n/a","n/a","2015"
"CBA Bankshares,"Inc."","Director","M. Ronald Greer and Gladys M. Greer,"JT"","Owner","Americus Realty,"Inc."","2015"
"CBA Bankshares,"Inc."","Director","J. Wade Halstead and Carol J. Halstead,"JT"","n/a","n/a","2015"
"CBA Bankshares,"Inc."","Director and Secretary","Robert Joseph Hooks","n/a","Hooks Brothers Farm,"LLC"","2015"
"CBA Bankshares,"Inc."","Director","George M. Peagler,"Jr. Living Trust"","n/a","n/a","2015"
"CBA Bankshares,"Inc."","n/a","David P. Perry","Vice-President","Perry Bros. Oil Co.,"Inc."","2015"
"CBA Bankshares,"Inc."","n/a","David P. Perry","President","Perry Bros. Logistics","2015"
"CBA Bankshares,"Inc."","n/a","David P. Perry","Managing Member","Perry Bros. Aviation Fuels,"LLC"","2015"
"CBA Bankshares,"Inc."","n/a","David P. Perry","Vice President","Five Points Services,"Inc."","2015"
"CBA Bankshares,"Inc."","Director","William S. Perry,"Jr."","President","Perry Bros. Oil Co.,"Inc."","2015"
"CBA Bankshares,"Inc."","Director","William S. Perry,"Jr."","Vice President","Perry Bros. Logistics","2015"
"CBA Bankshares,"Inc."","Director","William S. Perry,"Jr."","Managing Member","Perry Bros. Aviation Fuels. LLC","2015"
"CBA Bankshares,"Inc."","Director","William S. Perry,"Jr."","President","Five Points Services,"Inc."","2015"
"CBA Bankshares,"Inc."","n/a","Jennifer P. Buford","n/a","n/a","2015"
"CBA Bankshares,"Inc."","Director","Louis A. Riccardi","President","Louis A. Riccardi DDS PC","2015"
"CBA Bankshares,"Inc."","Director","Burton A. Thomas","Managing Member","Grant Stepp,"LLC"","2015"
"CBA Bankshares,"Inc."","Director","Russell Thomas,"Jr."","President","Thomas Farms,"Inc."","2015"
"CBA Bankshares,"Inc."","Director and President","Richard A. Whaley","President and CEO","Citizens Bank of America","2015"
"CBA Bankshares,"Inc."","Director and President","Richard A. Whaley","n/a","Board Chairman,"Magnolia Packing"","2015"
```
