```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Bank of Central Florida Holding Company","Lakeland","2018","Wesley L. Beck","Common Stock","216158","8.13%"
"Bank of Central Florida Holding Company","Lakeland","2018","Paul j. Noris","Common Stock","273355","9.60%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Bank of Central Florida Holding Company","Director","Howard D. Bayless","Director","Edgewood Partners,"LLC/33%"","2018"
"Bank of Central Florida Holding Company","Director","Wesley L. Beck","Director","Beckryger Capital Partners/50%","2018"
"Bank of Central Florida Holding Company","Director","Virginia C. Harris","Director","Virginia C Harris P.A./100%","2018"
"Bank of Central Florida Holding Company","Director","David D. Henderson","Director","Henderson Properties/50%","2018"
"Bank of Central Florida Holding Company","Director","M. Clayton Hollis,"Jr."","Director","Thonotosassa Crossing,"LLC/50%"","2018"
"Bank of Central Florida Holding Company","Director","Steven T. Moore","Director","UBS Properties/41.99%","2018"
"Bank of Central Florida Holding Company","Chairman,"President & CEO"","Paul J. Noris","None","n/a","2018"
"Bank of Central Florida Holding Company","Director","J. Greg Ruthven","Director","n/a","2018"
"Bank of Central Florida Holding Company","Executive Vice President/Chief Lending Officer","James V. Dugger","None","n/a","2018"
"Bank of Central Florida Holding Company","Executive Vice President","Joseph Furnari","None","n/a","2018"
"Bank of Central Florida Holding Company","Executive Vice President","Robert P. Kenney","None","n/a","2018"
"Bank of Central Florida Holding Company","Executive Vice President","Robert R. Wedlock","None","n/a","2018"
"Bank of Central Florida Holding Company","Director","Carl Strang,"III"","CEO","Six/Ten,"LLC","59%"","2018"
"Bank of Central Florida Holding Company","Director","Tracy A. Wilson","n/a","n/a","2018"
```
