```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"Apollo Bancshares,"Inc."","Panama City","2019","Carlos and Alberto Motta","Common Stock","290910","7.14%"
"Apollo Bancshares,"Inc."","Miami","2019","Eduardo Arriola and Family","Common Stock","206955","7.21%"
"Apollo Bancshares,"Inc."","Miami","2019","Eduardo Arriola and Family","Options","77650","7.21%"
"Apollo Bancshares,"Inc."","Miami","2019","Eduardo Arriola and Family","Warrants","9000","7.21%"
"Apollo Bancshares,"Inc."","Boca Raton","2019","Nicholas Di Tempora","Common Stock","219000","5.71%"
"Apollo Bancshares,"Inc."","Boca Raton","2019","Nicholas Di Tempora","Options","13649","5.71%"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"Apollo Bancshares,"Inc."","Director & Chairman","Eduardo Arriola","Chairman & CEO","Apollo Bank","2019"
"Apollo Bancshares,"Inc."","Director & Chairman","Eduardo Arriola","Manager","UCB Solutions,"LLC"","2019"
"Apollo Bancshares,"Inc."","Director & Chairman","Eduardo Arriola","Director","Inktel Direct Corporation","2019"
"Apollo Bancshares,"Inc."","Director & Secretary","Richard Dailey","n/a","Dade Systems,"LLP"","2019"
"Apollo Bancshares,"Inc."","President & CEO","Matthew Adler","Director","Apollo Bank","2019"
"Apollo Bancshares,"Inc."","President & CEO","Matthew Adler","Managing Member & President","AREP Manager,"LLC"","2019"
"Apollo Bancshares,"Inc."","President & CEO","Matthew Adler","Managing Member","Adler International Manager,"LLC"","2019"
"Apollo Bancshares,"Inc."","President & CEO","Matthew Adler","Managing Member,"President"","EJA Management,"LLC"","2019"
"Apollo Bancshares,"Inc."","President & CEO","Matthew Adler","President","Adler International III Manager,"LLC"","2019"
"Apollo Bancshares,"Inc."","President & CEO","Matthew Adler","President","Cardinal Park Holding Manager,"LLC"","2019"
"Apollo Bancshares,"Inc."","President & CEO","Matthew Adler","President","SF Light Industrial Manager,"LLC"","2019"
"Apollo Bancshares,"Inc."","President & CEO","Matthew Adler","Limited Partner","Adler Norfolk Associates","2019"
"Apollo Bancshares,"Inc."","President & CEO","Matthew Adler","Partner","Crossroads Associates","2019"
"Apollo Bancshares,"Inc."","President & CEO","Matthew Adler","President","Adler Real Estate Partners,"LLC"","2019"
"Apollo Bancshares,"Inc."","President & CEO","Matthew Adler","Member","Adler Group Property Management,"LLC"","2019"
"Apollo Bancshares,"Inc."","President & CEO","Matthew Adler","Member","Adler Kawa Real Estate Fund II,"LLC"","2019"
"Apollo Bancshares,"Inc."","President & CEO","Matthew Adler","President","Adler Real Estate Services,"LLC"","2019"
"Apollo Bancshares,"Inc."","President & CEO","Matthew Adler","EVP,"Member"","Adler Technologies LLC","2019"
"Apollo Bancshares,"Inc."","President & CEO","Matthew Adler","Managing Member & President","Adler Fund B Investor,"LLC"","2019"
"Apollo Bancshares,"Inc."","Director","Robert Elias","Director","Apollo Bank","2019"
"Apollo Bancshares,"Inc."","Director","Robert Elias","Managing Member","The Elias Law Firm,"PLLC"","2019"
"Apollo Bancshares,"Inc."","Director","William Heffernan","Director","Apollo Bank","2019"
"Apollo Bancshares,"Inc."","Director","William Heffernan","Owner","Culver Road LLC","2019"
"Apollo Bancshares,"Inc."","Director","William Heffernan","Manager","Alico-Penn LLC","2019"
"Apollo Bancshares,"Inc."","Director","Luis Hernandez","Director","Apollo Bank","2019"
"Apollo Bancshares,"Inc."","Director","Luis Hernandez","Founder & Managing Director","Linq Financial Group","2019"
"Apollo Bancshares,"Inc."","Director","Carlos Herrera,"Jr."","Director","Apollo Bank","2019"
"Apollo Bancshares,"Inc."","Director","Leslie Alan Rozencwaig","Director","Apollo Bank","2019"
"Apollo Bancshares,"Inc."","Director","Leslie Alan Rozencwaig","Managing Partner","Rozencwaig & Nadel,"LLP"","2019"
"Apollo Bancshares,"Inc."","Director","Jeffrey Scheck","Director","Apollo Bank","2019"
"Apollo Bancshares,"Inc."","Chairman of the Board","Nicholas Di Tempora","Director","Apollo Bank","2019"
"Apollo Bancshares,"Inc."","Chairman of the Board","Nicholas Di Tempora","Chairman of the Board","Mapei Corporation","2019"
```
