```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"BankUnited,"Inc."","Columbus","2017","Diamond Hill Capital Management","n/a","7630342","7.1%"
"BankUnited,"Inc."","New York","2017","BlackRock,"Inc."","n/a","5352244","5.1%"
"BankUnited,"Inc."","Malvern","2017","The Vanguard Group","n/a","9035415","8.5%"
"BankUnited,"Inc."","New York","2017","Neuberger Berman Group LLC","n/a","5761595","5.5%"
"BankUnited,"Inc."","Baltimore","2017","T. Rowe Price Associates,"Inc."","n/a","8603839","8.1%"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"BankUnited,"Inc."","Chairman","John A. Kanas","Director","BankUnited,"N.A."","2017"
"BankUnited,"Inc."","Director","John A. Kanas","n/a","n/a","2017"
"BankUnited,"Inc."","Director","Leslie N. Lunak","Chief Financial Officer","BankUnited,"N.A."","2017"
"BankUnited,"Inc."","Director","Leslie N. Lunak","Director and Treasurer","Pinnacle Public Finance,"Inc.""
"BankUnited,"Inc."","President and CEO and Director","Rajinder P. Singh","President and CEO,"Director"","BankUnited,"N.A."","2017"
"BankUnited,"Inc."","Chief Operating Officer","Thomas M. Cornish","Chief Operating Officer","BankUnited,"N.A."","2017"
"BankUnited,"Inc."","Director","Tere Blanca","Director","BankUnited,"N.A."","2017"
"BankUnited,"Inc."","Director","Tere Blanca","Chairman and CEO","Blanca,"LLC"","2017"
"BankUnited,"Inc."","Director","Eugene F. DeMark","Director","1-800-Flowers","2017"
"BankUnited,"Inc."","Director","Michael Dowling","Director","BankUnited,"N.A."","2017"
"BankUnited,"Inc."","Director","Michael Dowling","CEO,"President and Trustee"","Northwell Health","2017"
"BankUnited,"Inc."","Director","Douglas J. Pauls","Director","BankUnited,"N.A."","2017"
"BankUnited,"Inc."","Director","Douglas J. Pauls","Director","Essent Group","2017"
"BankUnited,"Inc."","Director","A. Gail Prudenti (ret)","Director","BankUnited,"N.A."","2017"
"BankUnited,"Inc."","Director","William S. Rubenstein,"Esq."","Director","BankUnited,"N.A."","2017"
"BankUnited,"Inc."","Director","Sanjiv Sobti,"Ph.D."","Director","BankUnited,"N.A."","2017"
"BankUnited,"Inc."","Director","A. Robert Towbin","Director","BankUnited,"N.A."","2017"
"BankUnited,"Inc."","Director","Lynne Wines","Director","BankUnited,"N.A."","2017"
```
