Here are the two tables extracted from the document:
```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"First Citizens Bank","Florence,"USA"","2020","Barbara Harrison","Common Stock","4655","6.262%","n/a"
"First Citizens Bank","Florence,"USA"","2020","John D. Harrison","Common Stock","4566","6.142%","n/a"
"First Citizens Bank","Luverne,"USA"","2020","John M. Wise","Common Stock","6274","8.439%","n/a"
"First Citizens Bank","Luverne,"USA"","2020","John M. Wise,"Jr."","Common Stock","3830","5.152%","n/a"
"First Citizens Bank","Luverne,"USA"","2020","Virginia Jackson Jones","Common Stock","5990","8.058%","n/a"
"First Citizens Bank","Luverne,"USA"","2020","S.W. Jackson,"Jr."","Common Stock","3947","5.309%","n/a"
"First Citizens Bank","Luverne,"USA"","2020","Bobbie Jackson Family Trust S. W. Jackson,"Jr.","Trustee"","Common Stock","420","0.565%","n/a"
```
```csv
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","John D. Harrison","n/a","n/a","2020","Retired Superintendent - Alabama State Banking Department","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","Barbara F. Harrison","n/a","n/a","2020","Retired Realtor","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","Patricia H. Stewart","n/a","n/a","2020","Substitute Teacher and Seamstress","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","Alice H. Battle","n/a","n/a","2020","Housewife","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","David R. King,"Jr."","n/a","n/a","2020","College Student","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","William King,"III"","n/a","n/a","2020","Attorney","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","S. W. Jackson,"Jr."","n/a","n/a","2020","Deceased-12-02-20","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","Bobbie Jackson Family Trust S. W. Jackson,"Trustee"","n/a","n/a","2020","Freight Shipping and Trucking","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","Lee J. Moncus","n/a","n/a","2020","Housewife","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","Leslie Moody","n/a","n/a","2020","Banking","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","Sid Jackson & Assoc","n/a","n/a","2020","Law Firm","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","Virginia Jackson Jones","n/a","n/a","2020","Bookstore Owner","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","Chairman","John M. Wise","n/a","Hicks,"Inc."","2020","Wholesale Distribution of Sporting Goods","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","Chairman","John M. Wise & Lilellen H. Wise","n/a","Hicks,"Inc."","2020","Wholesale Distribution of Sporting Goods","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","Hicks & Wise Family Investments,"LLC"","n/a","n/a","2020","Wholesale Distribution of Sporting Goods","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","Lilellen H. Wise","n/a","Hicks,"Inc."","2020","Bookkeeping","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","John M. Wise,"Jr"","n/a","n/a","2020","Wholesale Distribution of Sporting Goods","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","Mack Wise Sr.","n/a","n/a","2020","Retired","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","Secretary/Treasurer","Michael E. Jones","n/a","Jones & Coots,"LLC."","2020","Attorney","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","Secretary/Treasurer","Michael E. Jones or Stephanie W. Jones","n/a","Jones & Coots,"LLC."","2020","Attorney","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","Stephanie W. Jones","n/a","n/a","2020","Dance Teacher","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","Candice Jones","n/a","n/a","2020","Human Resources","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","Klein M. Jones","n/a","n/a","2020","Accountant","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","Sadie Jones","n/a","n/a","2020","College Student","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","Vice-Chairman","William W. Petrey","n/a","n/a","2020","Banking","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","Vice-Chairman","William W. Petrey and Neva B. Petrey","n/a","n/a","2020","Banking","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","Charles Newton","n/a","Newton Oil Co.","2020","Public Service","n/a"
"First Citizens-Crenshaw Bancshares,"Inc."","n/a","William Tate","n/a","n/a","2020","Public Service","n/a"
```
