```csv
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership"
"BBVA Compass Bancshares,"Inc."","SPAIN","2018","Banco Bilbao Vizcaya Argentaria,"S.A."","Common Stock","222950751","100.00%"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year"
"BBVA Compass Bancshares,"Inc."","Director,"President and Chief Executive Officer"","Onur Genç","Director,"President and Chief Executive Officer"","Compass Bank","2018"
"BBVA Compass Bancshares,"Inc."","Non-Executive Chairman of the Board","J. Terry Strange","Non-Executive Chairman of the Board","Compass Bank","2018"
"BBVA Compass Bancshares,"Inc."","Vice Chairman of the Board","William Helms","Vice Chairman of the Board","Compass Bank","2018"
"BBVA Compass Bancshares,"Inc."","Director","Charles E. McMahen","Director","Compass Bank","2018"
"BBVA Compass Bancshares,"Inc."","Director","Eduardo Aguirre,"Jr."","Director","Compass Bank","2018"
"BBVA Compass Bancshares,"Inc."","Director","Fernando Gutierrez Junquera","None","BBVA Bancomer (Mexico)","2018"
"BBVA Compass Bancshares,"Inc."","Director","Mario Max Yzaguirre","Director","Compass Bank","2018"
"BBVA Compass Bancshares,"Inc."","Director","Shelaghmichael Brown","Director","Weingarten Realty","2018"
"BBVA Compass Bancshares,"Inc."","Director","Guillermo F. Trevino","Director","Compass Bank","2018"
"BBVA Compass Bancshares,"Inc."","Director","Lee Vardaman","Director","Compass Bank","2018"
"BBVA Compass Bancshares,"Inc."","Executive Officer - Country Monitoring","Jorge Saenz-Azcunaga","Director","BBVA Bancomer (Mexico)","2018"
"BBVA Compass Bancshares,"Inc."","Senior Executive Vice President,"Chief Risk Officer"","Javier Hernandez","Senior Executive Vice President,"Chief Risk Officer"","Compass Bank","2018"
"BBVA Compass Bancshares,"Inc."","Senior Executive Vice President,"Chief Financial Officer"","Kirk Pressley","Senior Executive Vice President,"Chief Financial Officer"","Compass Bank","2018"
"BBVA Compass Bancshares,"Inc."","Senior Executive Vice President,"General Counsel and Secretary"","B. Shane Clanton","Senior Executive Vice President,"General Counsel and Secretary"","Compass Bank","2018"
"BBVA Compass Bancshares,"Inc."","Senior Executive Vice President,"Chief Talent & Culture Executive"","Rosilyn Houston","Senior Executive Vice President,"Chief Talent & Culture Executive"","Compass Bank","2018"
"BBVA Compass Bancshares,"Inc."","Senior Executive Vice President,"Chief Operating Officer"","Rafael Bustillo","Senior Executive Vice President,"Chief Operating Officer"","Compass Bank","2018"
"BBVA Compass Bancshares,"Inc."","Senior Executive Vice President,"Head of Business Development"","Jose Olalla Hevia","Senior Executive Vice President,"Head of Business Development"","Compass Bank","2018"
"BBVA Compass Bancshares,"Inc."","Executive Vice President,"Chief Audit Executive and General Auditor"","Luis de la Fuente","Executive Vice President,"Chief Audit Executive and General Auditor"","Compass Bank","2018"
"BBVA Compass Bancshares,"Inc."","Senior Executive Vice President,"Chief Information Officer"","Jorge Ortiz","Senior Executive Vice President,"Chief Information Officer"","Compass Bank","2018"
"BBVA Compass Bancshares,"Inc."","n/a","Banco Bilbao Vizcaya Argentaria,"S.A."","n/a","n/a","2018"
```
