```text
### SECURITIES HOLDERS CSV
"Bank","Town","Fiscal Year","Owner Name","Stock Class","Number of Shares","Percentage of Ownership","RSSD_ID"
"FineMark Holdings,"Inc."","Fort Myers,"FL"","2017","John Blais,"Jr."","Common Stock","546,"206"","6.40%","n/a"
"FineMark Holdings,"Inc."","Fort Myers,"FL"","2017","John Blais,"Jr."","Options to purchase Common Stock","0","0.00%","n/a"
"FineMark Holdings,"Inc."","Fort Myers,"FL"","2017","David Lucas","Common Stock","2,"106","783"","24.68%","n/a"
"FineMark Holdings,"Inc."","Fort Myers,"FL"","2017","David Lucas","Options to purchase Common Stock","0","0.00%","n/a"
### INSIDERS CSV
"Bank","Internal Title","Person","External Title","Affiliation","Fiscal Year","Occupation","RSSD_ID"
"FineMark Holdings,"Inc."","Director","Richard Beightol","Consultant for Trustmark Life Insurance Company","Trustmark Life Insurance Company","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","Edward Beimfohr","Partner of the law firm","Windels Marx Lane & Mittendorf LLP","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","Aurelia Bell","President","Arrowhead Partners,"Inc."","2017","n/a","3547131"
"FineMark Holdings,"Inc."","Director Emeritus","John Blais,"Jr."","n/a","Blaisco","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","Michael Carron,"M.D."","Interventional Radiologist","Radiology Regional Center LLC","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","Michael Carron,"M.D."","Interventional Radiologist","805 Del Prado Building Partnership","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","Thomas Case","Chairman the Case Companies","Case Pearlman Holdings,"Inc"","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director & President & CEO","Joseph Catti","n/a","n/a","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director & Chief Financial Officer","Brian Eagleston","n/a","ABDE,"LLC"","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director & Chief Financial Officer","Brian Eagleston","n/a","GSE,"LLC"","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","Scott Edmonds","Retired President & CEO of Chico's FAS,"Inc."","Mainline Realty","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","Tracey Galloway","District Director of Development for Edison College Foundation,"Inc."","n/a","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","William Horowitz","Attorney and principal of Cummings & Lockwood LLC.","n/a","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","Clive Lubner","CEO","Clive Daniel Home,"Inc."","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","Clive Lubner","CEO","Derby Rd Ltd","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","Clive Lubner","CEO","Lubner Family Ltd","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","Clive Lubner","CEO","Lubner Kallmeyer Ltd","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director & Chairman","David Lucas","Chairman of the Board,"the Bonita Bay Group"","n/a","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","Vito Manone","President","Manone Investments,"Inc."","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","Vito Manone","President","Cibola Vista LLC","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","Alan Reynolds","Chairman and CEO of WilsonMiller,"Inc."","WilsonMiller,"Inc."","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","Lee Seidler","Retired professor of Accounting at New York University's Graduate School of Business","n/a","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","William Turner","Former CEO & Chairman of PNC Bank,"Dean of the College of Business at Stony Brook University"","n/a","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","Martin Wasmer","CEO","Wasmer & Schroeder & Co.","2017","n/a","n/a"
"FineMark Holdings,"Inc."","Director","Martin Wasmer","CEO","USC Realty","2017","n/a","n/a"
```
